C:\Simcenter\Testxpress\ProjectData\Gamma_GS_NVH_241212\Data\s1_3_7.xdf,12.12.24,14:50:02,,,,,,,,,,,,,,,,
,M1: Mic_near_TC : FFT(C1) Frequency[Hz],M1: Mic_near_TC : FFT(C1) [Pa](A),,M2: Acc_Comp_in_X : FFT(C2) Frequency[Hz],M2: Acc_Comp_in_X : FFT(C2) [g],,M3: Acc_Comp_in_Y : FFT(C3) Frequency[Hz],M3: Acc_Comp_in_Y : FFT(C3) [g],,M4: Acc_Comp_in_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_in_z : FFT(C4) [g],,M5: Dyn_Pressure_Comp_In : FFT(C5) Frequency[Hz],M5: Dyn_Pressure_Comp_In : FFT(C5) [Pa],,M6: Dyn_Pressure_Comp_Out : FFT(C6) Frequency[Hz],M6: Dyn_Pressure_Comp_Out : FFT(C6) [Pa],
,150,0.000816,0.0016831,150,0.0084939,0.0037324,150,0.005564,0.0071058,150,0.0071794,0.0009437,150,-50.9641533,-15.4383068,150,-7.2897649,-2.6820147
,156.25,-0.0009773,-0.0001402,156.25,-0.0033918,-0.0023077,156.25,-0.0044925,-0.0025003,156.25,-0.000475,-0.0021442,156.25,22.0006123,14.6182528,156.25,-24.8285217,-0.1215917
,162.5,-0.0104375,0.0064756,162.5,0.00119,-0.0006504,162.5,0.0019718,0.0050293,162.5,-0.0004439,-0.0031566,162.5,-6.0318837,3.9293463,162.5,32.129837,23.9589672
,168.75,0.0130434,0.0027039,168.75,0.0104029,-0.021748,168.75,0.0079379,0.0439162,168.75,0.0271959,-0.0511016,168.75,18.0773697,-23.8112488,168.75,-8.4001913,-40.7514534
,175,0.0258256,-0.0136714,175,-0.0366418,0.0695051,175,-0.0247477,-0.1450846,175,-0.0856697,0.1660427,175,-3.2071874,12.1575403,175,14.0808887,14.3264055
,181.25,-0.0323075,0.0068763,181.25,0.0275446,-0.0538911,181.25,0.0196635,0.110221,181.25,0.0631553,-0.1275588,181.25,-23.1601048,29.0366726,181.25,-25.7989979,18.1405544
,187.5,-0.0076503,0.0030133,187.5,-0.0024456,0.0057896,187.5,-0.002576,-0.0116034,187.5,-0.0049855,0.0137328,187.5,19.9130669,-26.8394356,187.5,27.3336315,-12.6443872
,193.75,0.0207212,-0.0036382,193.75,-0.0020262,0.0031449,193.75,-0.0013811,-0.0003166,193.75,-0.0016091,0.002954,193.75,-8.0531769,9.7169838,193.75,-1.8595723,39.3073845
,200,-0.0096809,-0.0079951,200,0.0014289,-0.0023049,200,-0.0016458,-0.0043456,200,0.0003998,0.001423,200,5.4277735,-13.4640875,200,-39.843174,-78.6840973
,206.25,-0.0038679,0.0063491,206.25,0.0004225,0.0017699,206.25,0.0029942,0.0011763,206.25,-0.0012496,0.0007467,206.25,-2.9143763,10.5042458,206.25,52.2551384,66.9249496
,212.5,0.0002322,0.006898,212.5,-0.0009694,-0.0013435,212.5,-0.0001244,-0.0012121,212.5,-0.0009468,-0.0005872,212.5,4.9064531,0.4929308,212.5,-31.8588924,-44.2518501
,218.75,0.0061759,-0.0094527,218.75,-0.0003189,0.0016182,218.75,-0.0012165,0.000954,218.75,0.0005839,0.0007883,218.75,-3.4361913,-10.5125895,218.75,3.934469,30.8813286
,225,0.0010903,0.0101625,225,0.0004806,-0.0005884,225,0.0005736,-0.0004143,225,0.0000668,-0.0000465,225,6.4408565,17.9193802,225,-2.8874741,-37.100647
,231.25,0.0031031,-0.025706,231.25,-0.0005863,0.0001516,231.25,-0.0001982,-0.0005456,231.25,-0.0002208,0.0001683,231.25,-4.2919235,-19.8614902,231.25,4.9804158,43.5184402
,237.5,-0.0178067,0.045364,237.5,0.0006686,0.0001546,237.5,-0.0001702,0.0003357,237.5,0.000383,-0.0003906,237.5,-15.3866844,12.6521845,237.5,11.2491312,-24.4672947
,243.75,0.0166223,-0.0330621,243.75,-0.0001426,-0.0003725,243.75,-0.0004961,0.0004951,243.75,0.0000114,0.0002153,243.75,17.1514759,-8.0286121,243.75,-8.7782011,11.1285906
,250,-0.0143208,0.0004898,250,0.0006202,0.0003993,250,0.0012552,-0.0005996,250,0.0002761,0.0002511,250,-4.82163,13.4607258,250,-8.0727596,-8.3727951
,256.25,0.0255684,0.0176814,256.25,-0.0008035,-0.0008873,256.25,-0.0003137,-0.0005182,256.25,-0.0014115,-0.0006627,256.25,-14.2877846,9.8618774,256.25,18.1804447,2.1209855
,262.5,-0.0202022,-0.0100268,262.5,-0.0004412,0.002122,262.5,-0.0015515,0.0010774,262.5,0.0016835,0.0012231,262.5,45.4983177,-43.4239655,262.5,-23.9570942,0.9104751
,268.75,0.0104686,-0.0068606,268.75,0.0001295,-0.0017632,268.75,0.0014143,0.0000806,268.75,-0.0012687,-0.0009807,268.75,-32.9432564,41.404438,268.75,16.5164433,-5.3284025
,275,-0.0237203,0.0016697,275,0.0004743,0.0006891,275,-0.0005609,-0.0010544,275,0.0008949,0.0011353,275,1.4360646,-30.492075,275,0.589938,4.7554269
,281.25,0.0310794,0.0135658,281.25,0.0005645,-0.000306,281.25,0.0002054,0.0007854,281.25,-0.0004415,-0.0014435,281.25,-18.2806377,17.5098152,281.25,-6.6882768,3.1872642
,287.5,-0.0208,-0.0242569,287.5,-0.0001141,-0.0000955,287.5,0.0004939,0.0000648,287.5,0.0004682,0.000443,287.5,33.6416588,-4.6699262,287.5,0.6594252,2.3467546
,293.75,0.011059,0.0092634,293.75,0.0004433,-0.0009797,293.75,0.0011165,-0.0027902,293.75,0.0010089,-0.0007325,293.75,-22.4037514,3.4387703,293.75,2.5982537,4.5511909
,300,0.0289487,0.0203075,300,-0.0034078,0.0017478,300,-0.0040352,0.0059741,300,-0.0038076,0.0018772,300,8.6094294,-6.1868415,300,6.3952284,-37.3598289
,306.25,-0.0801009,-0.0048475,306.25,0.0035358,0.0003871,306.25,0.0032858,-0.0063718,306.25,0.0034578,0.0003999,306.25,-1.1666969,12.775301,306.25,-8.9839878,61.7672462
,312.5,0.0652721,0.0096541,312.5,-0.0017284,-0.0019451,312.5,-0.0005277,0.0037487,312.5,-0.0021093,-0.0022362,312.5,-20.0964184,-20.2305946,312.5,-6.6687322,-45.2939644
,318.75,-0.0330756,-0.0817607,318.75,-0.001602,0.0015349,318.75,-0.0018248,0.0004532,318.75,0.0004912,0.0005174,318.75,46.6608925,-16.0830002,318.75,9.6115694,-12.587944
,325,0.0351655,0.0603963,325,0.0062226,-0.0009229,325,0.0042739,-0.0038039,325,0.0018693,0.0022304,325,-26.5844612,63.2125397,325,1.6107584,61.8600273
,331.25,-0.0178726,0.0361111,331.25,-0.0066007,0.0018049,331.25,-0.003786,0.006158,331.25,-0.0028963,-0.0026029,331.25,-6.7111821,-56.2628517,331.25,-13.4606771,-77.9527435
,337.5,0.0016562,-0.0225017,337.5,0.0017026,-0.0031745,337.5,-0.0009882,-0.0052765,337.5,0.0005862,-0.0008318,337.5,8.3915739,33.9508133,337.5,30.5024414,43.7796059
,343.75,-0.0056666,-0.0210477,343.75,0.0023352,0.0027348,343.75,0.0038782,0.0001801,343.75,0.0035103,0.0036152,343.75,-1.8151138,0.8733004,343.75,-32.6294289,21.4184551
,350,-0.00406,-0.0126856,350,-0.0011124,-0.002008,350,-0.0025208,0.0020445,350,-0.0028496,-0.0037133,350,1.35857,-24.824728,350,22.2837677,-33.2809067
,356.25,-0.0080778,0.0344992,356.25,-0.0016004,0.003183,356.25,0.0010041,0.0001099,356.25,-0.0000747,0.0040629,356.25,13.9545393,18.249445,356.25,-18.1118374,-0.7457495
,362.5,0.066336,-0.0137209,362.5,0.0043579,-0.0035143,362.5,0.0016436,-0.002869,362.5,0.0006515,-0.0033144,362.5,-33.9480095,-4.9672065,362.5,-0.7659762,26.5884342
,368.75,-0.1000535,0.0102996,368.75,-0.0057872,0.0009188,368.75,-0.0042509,0.0054248,368.75,-0.0010702,-0.0000322,368.75,17.5387993,-26.2002792,368.75,26.571085,-52.4318466
,375,0.0565063,0.0099601,375,0.0026269,0.0017735,375,0.003361,-0.0029197,375,0.0007277,0.0018769,375,14.3185558,30.0860748,375,-14.727396,41.7744865
,381.25,0.0059523,-0.0213128,381.25,-0.000305,-0.0031521,381.25,-0.0024564,-0.0036836,381.25,0.0001056,-0.0021952,381.25,-19.7556362,-16.9333229,381.25,-5.433145,6.6162248
,387.5,-0.0434372,0.010498,387.5,-0.0014259,0.0025197,387.5,0.0020855,0.0052074,387.5,-0.0015173,0.0018221,387.5,18.5580673,26.4519272,387.5,9.1618185,-19.8751659
,393.75,0.0442659,-0.0350129,393.75,0.0020183,0.0002576,393.75,-0.0019076,-0.0030579,393.75,0.0028351,0.0007078,393.75,-12.5349798,-20.8131371,393.75,-8.4966087,19.8077354
,400,0.0135291,0.0386481,400,-0.0054812,-0.0117304,400,-0.0016397,0.000954,400,-0.0036244,-0.005575,400,-9.9227982,16.1343784,400,2.5559499,-9.4108315
,406.25,-0.0586371,-0.0304343,406.25,0.0175057,0.0159838,406.25,0.0060046,-0.000138,406.25,0.0066403,0.005737,406.25,23.879076,-15.1622934,406.25,-1.5019966,-21.3851776
,412.5,0.0120587,0.0388724,412.5,0.0076604,0.0040654,412.5,0.0049529,-0.0022236,412.5,0.00445,0.0067334,412.5,-11.8632708,1.8702163,412.5,-6.7226543,37.7169304
,418.75,0.0435567,-0.0403605,418.75,-0.0494465,0.0020844,418.75,-0.0146721,0.0094502,418.75,-0.0224638,-0.0059626,418.75,-9.3002224,0.5255185,418.75,5.4020119,-26.7015667
,425,-0.0178473,0.033909,425,0.0328178,-0.0240187,425,0.0058251,-0.0106957,425,0.0156725,-0.0070084,425,21.1392441,5.1868491,425,5.9665279,4.180069
,431.25,-0.011962,-0.0000193,431.25,-0.0083362,0.00588,431.25,-0.0017161,0.0029178,431.25,-0.0039042,0.0016857,431.25,-36.1730423,-1.5796725,431.25,1.5308751,1.0266982
,437.5,-0.0102902,-0.0146274,437.5,0.011386,0.0026247,437.5,0.004569,-0.0013691,437.5,0.0037681,0.0015504,437.5,41.5040894,-1.6075895,437.5,-7.9411387,0.7682882
,443.75,0.0298098,-0.0233138,443.75,-0.0091724,0.0102957,443.75,-0.0041119,0.0031134,443.75,-0.0013924,0.004548,443.75,-18.9557533,-12.8481293,443.75,7.7506938,5.4764204
,450,-0.0081921,0.0565627,450,-0.0005894,-0.0137624,450,0.0009414,-0.0015288,450,-0.0019504,-0.0067323,450,9.5125074,11.5477886,450,-4.1805897,-9.3079281
,456.25,-0.0064113,-0.0604835,456.25,0.0123888,0.0157562,456.25,0.0032545,0.0028955,456.25,0.0043697,0.0071341,456.25,-21.8736782,3.49667,456.25,10.2587452,0.1342045
,462.5,0.0025373,0.0458635,462.5,-0.0148763,-0.0121293,462.5,-0.0017515,-0.0046558,462.5,-0.0054159,-0.0046783,462.5,14.5146742,-4.6254797,462.5,-37.5882721,-0.8110686
,468.75,-0.0238742,0.0003239,468.75,0.0044844,0.0071015,468.75,-0.0017244,0.0041104,468.75,0.0012696,0.0022018,468.75,1.6246983,-3.3855705,468.75,44.5174522,15.6604624
,475,0.0204038,-0.0308123,475,0.0033019,-0.0056832,475,0.0017101,-0.0037495,475,0.0030758,-0.0001928,475,-3.2046862,22.1938152,475,-26.5401573,-9.8191767
,481.25,-0.0274652,-0.0624062,481.25,-0.000719,0.0055867,481.25,-0.0008063,0.006658,481.25,-0.001807,-0.0026302,481.25,11.8618279,-26.9328079,481.25,18.1900768,-7.5699449
,487.5,0.0046494,0.1535226,487.5,0.0007872,-0.0060207,487.5,0.0011792,-0.0070487,487.5,0.0001848,0.0025853,487.5,-27.101923,8.0959263,487.5,-6.7465992,-3.7035446
,493.75,0.0910397,-0.1270372,493.75,-0.0033464,0.0037736,493.75,-0.0006315,0.0010597,493.75,0.0003122,0.0003354,493.75,16.2913456,15.0119648,493.75,-16.4507999,19.1760044
,500,-0.1084048,0.1112636,500,0.0047881,0.0003251,500,0.0029593,0.0017155,500,-0.0015192,0.0018277,500,-2.5711393,-26.8340378,500,20.811264,-16.9327087
,506.25,0.0838476,-0.0448331,506.25,-0.0050799,-0.0016065,506.25,-0.0061499,0.0000836,506.25,0.0021411,-0.0041212,506.25,-9.6264725,14.0640345,506.25,-11.5160637,17.7190666
,512.5,-0.0940196,-0.0612623,512.5,0.0011074,-0.0014637,512.5,0.0026349,-0.0029551,512.5,-0.002283,0.0000391,512.5,20.1719418,-1.6605341,512.5,11.8111773,-14.7003679
,518.75,0.0816547,0.051358,518.75,0.0009694,0.0007114,518.75,0.001566,0.00442,518.75,0.0025977,0.000446,518.75,1.5079833,7.1380587,518.75,-16.1944523,13.5924759
,525,-0.0434838,-0.0122738,525,-0.001068,0.0032368,525,-0.0019822,-0.0021023,525,-0.0020532,0.0015167,525,-6.0779719,-1.9439837,525,12.4351511,-22.5181198
,531.25,-0.0126113,0.0118296,531.25,-0.0001422,0.0002524,531.25,0.0003053,0.0030185,531.25,0.0024827,-0.0005143,531.25,-4.8755774,-20.4012661,531.25,-3.8639419,24.311861
,537.5,0.0532074,-0.0070306,537.5,0.0008931,-0.0019333,537.5,-0.0005014,-0.0050251,537.5,-0.0025996,0.0012152,537.5,-14.0070286,14.4578362,537.5,2.3751128,-16.8170834
,543.75,-0.0292487,0.003601,543.75,0.0000586,-0.0048551,543.75,0.0023157,0.0014476,543.75,-0.0008922,-0.0036281,543.75,8.208621,16.6101971,543.75,-2.95524,9.7703266
,550,-0.0138026,-0.0328515,550,-0.0022148,0.0054307,550,-0.0016636,0.0014765,550,0.0001255,0.0037272,550,5.1744881,-30.1358013,550,2.5893373,-1.2250503
,556.25,0.0411132,0.0355892,556.25,0.0053579,0.001672,556.25,-0.0000278,-0.0001371,556.25,0.005506,-0.002667,556.25,34.1856995,37.1787796,556.25,-4.5804682,-8.0064821
,562.5,-0.03737,-0.0336889,562.5,-0.0047676,-0.0046831,562.5,0.0001253,-0.0008764,562.5,-0.0046117,0.0020435,562.5,-47.6191597,-22.893837,562.5,9.1559696,8.3991613
,568.75,-0.0118722,0.0580409,568.75,0.0050153,0.0017263,568.75,0.0014014,-0.0002564,568.75,0.0011807,-0.0012363,568.75,36.5219078,3.0228162,568.75,-13.9924116,-5.7555485
,575,0.0246708,-0.0325114,575,-0.0092255,0.0031377,575,-0.0027101,0.002007,575,-0.002793,-0.0004403,575,-60.8021088,-22.6622448,575,11.406724,17.9578972
,581.25,0.0068392,-0.0216772,581.25,0.0106409,-0.0077708,581.25,0.000824,-0.0012262,581.25,0.0081564,0.001262,581.25,70.3485031,48.2678871,581.25,-8.8163567,-26.8463478
,587.5,-0.0113288,0.0499913,587.5,-0.0164549,0.0028295,587.5,-0.0038624,-0.0018771,587.5,-0.0082314,-0.0039337,587.5,-61.1157646,-36.345108,587.5,18.7119122,13.2257252
,593.75,0.0609413,-0.0122219,593.75,0.0211829,0.004314,593.75,0.0074925,0.0012012,593.75,0.0026315,0.0072699,593.75,26.6958733,18.653656,593.75,-30.0691814,-5.5110826
,600,-0.1251667,-0.0240389,600,-0.0257594,-0.0100628,600,-0.0125564,0.0051759,600,0.0059849,-0.0152109,600,11.8956566,-38.4831047,600,21.9762363,16.9464188
,606.25,0.0216271,0.029116,606.25,0.0355687,0.0069442,606.25,0.0226828,-0.0138541,606.25,-0.0103577,0.0224048,606.25,-18.9844608,27.9281311,606.25,11.9431887,-15.524066
,612.5,0.109084,-0.086911,612.5,-0.0740484,0.0327611,612.5,-0.0116239,0.04947,612.5,-0.0279421,-0.0566894,612.5,26.0362244,18.0150547,612.5,-35.1680183,-11.2073412
,618.75,-0.0769391,0.1504072,618.75,0.2056494,-0.0119662,618.75,0.0340942,-0.1153708,618.75,0.0442098,0.1831988,618.75,-12.9898138,-25.6856327,618.75,18.7536449,26.1811371
,625,0.0591505,-0.1613758,625,-0.2217941,-0.0104641,625,-0.0431086,0.1123021,625,-0.0321441,-0.1969522,625,-2.0991671,14.5135546,625,3.8659744,-15.9720993
,631.25,-0.1112294,0.1233465,631.25,0.017434,-0.0314108,631.25,-0.0179095,-0.026085,631.25,0.0258901,0.0218748,631.25,-12.4883966,-14.123414,631.25,-3.0937886,4.9100022
,637.5,0.0887702,-0.0714781,637.5,0.0787784,0.0002405,637.5,0.0268312,-0.0271013,637.5,0.013006,0.0499065,637.5,19.7671776,9.0829115,637.5,-8.4474525,4.4145699
,643.75,0.0183453,0.0642648,643.75,-0.0370804,0.0242872,643.75,-0.0104091,0.022488,643.75,-0.0171175,-0.0176154,643.75,-11.8307495,16.9148026,643.75,12.9610929,-27.3286171
,650,-0.0826719,-0.0224897,650,0.0241614,0.0040313,650,0.0232506,-0.0087916,650,-0.0098981,0.0127154,650,14.061717,-5.5991688,650,-5.0173149,41.5714798
,656.25,0.0830271,-0.0364363,656.25,-0.0179958,-0.0161426,656.25,-0.0235663,0.005914,656.25,0.0192284,-0.0162375,656.25,-7.201889,-37.9766731,656.25,-5.854351,-28.2835236
,662.5,-0.0740289,0.0119011,662.5,0.012953,0.0136087,662.5,0.0144199,-0.0035314,662.5,-0.0141997,0.0132886,662.5,-24.9297237,29.0960064,662.5,4.2500582,10.0038795
,668.75,0.0311616,-0.0292402,668.75,-0.0098129,-0.0048591,668.75,-0.0057574,-0.0040155,668.75,0.0009795,-0.0021614,668.75,40.1057205,-4.7746034,668.75,-0.9939497,0.7106282
,675,0.0177581,0.0931249,675,0.0018202,0.0010958,675,-0.0006647,0.0056477,675,0.0037904,-0.0035432,675,-25.8595371,0.5576406,675,-0.3688081,-4.47826
,681.25,-0.0520681,-0.0443504,681.25,-0.0009033,0.0021003,681.25,0.0006592,-0.0011714,681.25,-0.0032521,0.003148,681.25,-3.1109166,2.1357529,681.25,-7.115891,-6.8612471
,687.5,0.0908561,-0.0251363,687.5,-0.0005045,-0.0052471,687.5,-0.0006972,-0.0025477,687.5,0.0030605,-0.0044709,687.5,35.1273232,-1.5925666,687.5,24.2222786,32.9763565
,693.75,-0.087938,0.0097903,693.75,0.000116,0.0002949,693.75,0.0015513,0.0027428,693.75,-0.0017201,0.0002346,693.75,-38.485569,-13.9987392,693.75,-20.7549438,-36.9183502
,700,0.0149762,0.0015173,700,0.0076906,0.0069404,700,0.0010674,0.0009396,700,0.0004123,0.0055835,700,4.8524308,34.5568733,700,7.0289249,17.0517273
,706.25,0.0003025,0.0664552,706.25,-0.0075704,-0.0040523,706.25,-0.0007477,-0.0030811,706.25,-0.0009425,-0.0024902,706.25,26.7272263,-22.2895412,706.25,0.4644946,-7.2051902
,712.5,0.0104278,-0.1440671,712.5,0.0029118,-0.0012017,712.5,0.0004501,0.0001018,712.5,0.0004869,0.000132,712.5,-29.3586025,-1.5084332,712.5,-3.6753633,4.5437112
,718.75,0.0443467,0.1032842,718.75,-0.0079031,-0.0018109,718.75,-0.004854,0.0022829,718.75,0.0014731,-0.0057652,718.75,14.2063789,2.1209688,718.75,2.9747782,0.7472313
,725,0.0025463,-0.0183712,725,0.0125437,0.0029083,725,0.0074031,-0.0018051,725,-0.0015105,0.0077461,725,2.1363051,15.864275,725,-13.1543665,-1.0849979
,731.25,-0.1295419,0.0390022,731.25,-0.0050195,0.0045441,731.25,-0.0011569,0.0016789,731.25,-0.0029823,-0.0009898,731.25,-3.5105493,-17.2975101,731.25,22.8870621,-8.7983284
,737.5,0.1270684,-0.0960114,737.5,-0.0020482,-0.0105595,737.5,-0.0070957,-0.0039431,737.5,0.0084724,-0.0017363,737.5,-1.8036327,-23.3893299,737.5,-11.3357821,9.1400032
,743.75,-0.0222548,0.081772,743.75,0.0017887,0.009965,743.75,0.0077156,0.004404,743.75,-0.0089975,-0.0008471,743.75,4.2813773,53.7574692,743.75,-1.1351353,-0.3789133
,750,-0.0738917,-0.0896848,750,-0.0001626,-0.0055616,750,-0.0034025,-0.001838,750,0.0047028,0.0014558,750,-7.9164667,-38.1426697,750,-2.6263709,-11.4388838
,756.25,0.1144144,-0.0069663,756.25,-0.0044661,0.0000075,756.25,-0.001016,0.0020743,756.25,0.0000803,-0.0042825,756.25,-11.9214392,19.127718,756.25,8.895277,22.6243649
,762.5,-0.0658753,0.2237785,762.5,0.0084167,0.0021163,762.5,0.0024679,-0.0027386,762.5,-0.0010466,0.00689,762.5,45.0888824,-34.6590118,762.5,-5.4616356,-11.7748022
,768.75,0.0697605,-0.2443184,768.75,-0.0037436,-0.0061511,768.75,-0.0007137,-0.0021088,768.75,0.0023523,-0.0035508,768.75,-38.5080566,36.7846298,768.75,7.2058167,9.0751696
,775,-0.0830902,0.1227681,775,-0.0087915,0.0112575,775,-0.0033626,0.0073266,775,-0.0076395,-0.0021923,775,23.0035896,-7.0456686,775,1.2638515,-12.4974775
,781.25,-0.0119441,-0.0389073,781.25,0.0066034,-0.009282,781.25,0.0026067,-0.0055695,781.25,0.0074861,-0.0001594,781.25,-24.0668278,-1.3176597,781.25,-17.0805225,1.8483669
,787.5,0.0498147,0.0024175,787.5,0.0094439,0.0055927,787.5,0.0032029,0.0006888,787.5,-0.0009712,0.0080216,787.5,9.140317,5.6162729,787.5,6.7062016,-0.3534777
,793.75,-0.0196774,0.0559834,793.75,-0.0127006,-0.0049679,793.75,-0.0032707,0.0003683,793.75,-0.0034643,-0.0093075,793.75,3.4159076,-7.5006747,793.75,0.2918269,2.1214755
,800,-0.0287283,-0.1042653,800,0.0123325,0.0050411,800,0.0027688,0.0013733,800,0.0053807,0.0066045,800,-7.123858,-3.4038053,800,2.6673291,-0.600734
,806.25,0.0458467,0.0724903,806.25,-0.0171287,-0.0045394,806.25,-0.0042735,0.0001041,806.25,-0.0053284,-0.0070201,806.25,8.8634586,14.7569408,806.25,-8.2146187,0.7823835
