,0,1,2,3,4,5,6,7
0,0.0,37.86595901757333,29.44293972020742,42.90272772027072,42.47904255392655,0.0,0.0,0.0
1,6.25,35.99649184580318,34.8534785580404,41.92153411727392,39.439607012284576,0.0,0.0,0.0
2,12.5,28.049425227118554,32.056343934313375,30.999745626888316,18.960996035539083,0.0,0.0,0.0
3,18.75,27.00086116930636,23.375413188725275,32.10776238439478,32.37412876393317,0.0,0.0,0.0
4,25.0,19.823442560477226,24.991788055216823,30.08258273173606,30.51126647175057,0.0,0.0,0.0
5,31.25,14.454199046944806,24.56870457756786,24.805040787474766,21.746320430802747,0.0,0.0,0.0
6,37.5,12.863436931321212,23.662959535872726,20.969546640073865,33.32428373808176,0.0,0.0,0.0
7,43.75,20.079266037087223,24.517708059172914,17.820738390320436,32.596065438710255,0.0,0.0,0.0
8,50.0,23.659799077615826,24.90684508082179,19.548729812597823,27.110163518914238,0.0,0.0,0.0
9,56.25,23.38067687884807,20.077175431016233,19.426204947658576,20.92170783804451,0.0,0.0,0.0
10,62.5,18.531181817745235,14.589346088114892,15.163945964930804,22.678996957674457,0.0,0.0,0.0
11,68.75,15.909732762759743,21.134630920013763,24.615962947888157,24.269802877752834,0.0,0.0,0.0
12,75.0,20.482797080305275,17.828449511775972,24.212414083544402,20.638760797194642,0.0,0.0,0.0
13,81.25,20.265832281362695,12.18917088637532,17.835672704988212,21.75360150154155,0.0,0.0,0.0
14,87.5,22.037511037818327,21.65754131803469,22.252843402309857,23.188759572629895,0.0,0.0,0.0
15,93.75,21.406103545664713,16.952659141559245,25.572360107902465,22.04467789641368,0.0,0.0,0.0
16,100.0,14.60894014499015,15.331955052468496,24.819007742431065,20.105776167114282,0.0,0.0,0.0
17,106.25,16.029344623334882,25.515824647172536,26.420809610155437,7.6445111440749685,0.0,0.0,0.0
18,112.5,7.972782542923298,26.91124521022848,23.238542159278133,27.733472688228492,0.0,0.0,0.0
19,118.75,4.358244615051545,16.282321466439956,25.724028972189327,29.718664430708852,0.0,0.0,0.0
20,125.0,17.316383883234842,13.125513657568845,26.633811446934423,21.917605525354173,0.0,0.0,0.0
21,131.25,19.30643618873299,14.23423731914805,19.94608208283758,19.244474913805917,0.0,0.0,0.0
22,137.5,17.200746990724202,18.075339267306546,22.346092174845246,22.02970120734664,0.0,0.0,0.0
23,143.75,18.94299238243195,15.677222917367272,22.609894374948443,16.434464808061584,0.0,0.0,0.0
