C:\Simcenter\Testxpress\ProjectData\Gamma_GS_NVH_241212\Data\s1_1_2.xdf,12.12.24,14:40:35,,,,,,,,,,,,,,,,
,M1: Mic_near_TC : FFT(C1) Frequency[Hz],M1: Mic_near_TC : FFT(C1) [Pa](A),,M2: Acc_Comp_in_X : FFT(C2) Frequency[Hz],M2: Acc_Comp_in_X : FFT(C2) [g],,M3: Acc_Comp_in_Y : FFT(C3) Frequency[Hz],M3: Acc_Comp_in_Y : FFT(C3) [g],,M4: Acc_Comp_in_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_in_z : FFT(C4) [g],,M5: Dyn_Pressure_Comp_In : FFT(C5) Frequency[Hz],M5: Dyn_Pressure_Comp_In : FFT(C5) [Pa],,M6: Dyn_Pressure_Comp_Out : FFT(C6) Frequency[Hz],M6: Dyn_Pressure_Comp_Out : FFT(C6) [Pa],
,150,0.0004205,-0.002476,150,-0.0028838,-0.0031031,150,0.0004785,-0.0026281,150,-0.003033,-0.0019486,150,-1.924317,1.2406671,150,-3.0623255,6.9581637
,156.25,-0.0001474,-0.0062428,156.25,0.0010342,0.0011154,156.25,-0.0003435,0.0015887,156.25,0.0011422,0.0005601,156.25,0.8654997,-1.6012958,156.25,-0.8321454,-0.0247751
,162.5,0.0009524,0.010079,162.5,0.0008865,0.0006888,162.5,-0.0008912,0.0022826,162.5,0.0006254,0.0006791,162.5,0.106319,0.9371774,162.5,7.9584627,-4.7165809
,168.75,-0.0064612,0.0000754,168.75,0.0056585,-0.0043379,168.75,-0.0076944,0.017215,168.75,0.0065756,-0.0022937,168.75,-1.8930041,-0.5455565,168.75,-8.3966465,4.1250863
,175,0.0153344,-0.006338,175,-0.0173505,0.0123344,175,0.0247769,-0.05515,175,-0.0190118,0.0059279,175,1.369015,1.064139,175,3.0221071,1.3358455
,181.25,-0.0141418,0.0016161,181.25,0.0136877,-0.0098575,181.25,-0.0183286,0.0404247,181.25,0.0149652,-0.0047612,181.25,2.2658124,-0.9173239,181.25,1.6015238,1.0622926
,187.5,0.0092443,-0.0015675,187.5,-0.0021571,0.0015437,187.5,0.0019834,-0.0038492,187.5,-0.0024288,0.0007552,187.5,-3.8556714,1.610612,187.5,-4.9818778,-6.8956146
,193.75,-0.0085182,-0.0035905,193.75,-0.0005189,0.0001323,193.75,0.0002697,-0.00034,193.75,-0.0006813,-0.0001502,193.75,3.7650404,-1.9508599,193.75,7.0770912,3.2235076
,200,0.0039262,0.0072447,200,0.0004368,-0.0005015,200,0.0002481,-0.000508,200,0.0011537,-0.0003203,200,-3.6051006,1.3815674,200,-1.7249156,1.0990123
,206.25,-0.0024078,0.0023566,206.25,-0.0004404,0.0007436,206.25,-0.0004664,-0.0005427,206.25,-0.0014302,0.0008412,206.25,1.8089519,-1.3765774,206.25,-5.2731538,2.3154666
,212.5,-0.0029276,-0.0033432,212.5,0.0003818,-0.0001661,212.5,0.0005669,0.0002111,212.5,0.0008863,-0.0004312,212.5,-0.7103088,0.3934878,212.5,9.498208,-2.2081084
,218.75,0.0126713,-0.0038441,218.75,-0.0005059,-0.0001036,218.75,-0.0002351,0.0000217,218.75,-0.0005026,-0.0000172,218.75,0.7380673,1.1096684,218.75,-11.319088,-2.8853643
,225,-0.0128752,0.0049306,225,0.0000647,0.0000929,225,0.0000088,-0.0004098,225,-0.0001441,0.0005242,225,-1.0411488,-0.8770542,225,9.0897436,-0.8217393
,231.25,0.0155195,-0.0061397,231.25,0.0009489,0.0008028,231.25,0.0001798,0.0007879,231.25,0.0009564,0.0000196,231.25,1.5992049,1.129568,231.25,-1.5434778,5.5281582
,237.5,-0.0162846,0.0036884,237.5,-0.0012066,-0.0011901,237.5,-0.0001422,-0.0009092,237.5,-0.0009174,-0.000783,237.5,-0.7639876,-2.6077778,237.5,-8.0704851,-1.2703428
,243.75,0.0050181,0.0040032,243.75,0.0004207,0.0005573,243.75,0.0002271,0.0004562,243.75,0.000275,0.0008399,243.75,0.1608391,2.8644605,243.75,11.9980049,-4.1625772
,250,0.0022592,-0.0033171,250,0.0001687,-0.0000962,250,-0.0001041,-0.0000852,250,0.0001235,-0.0005509,250,-0.432142,-1.4700718,250,-10.5866594,6.2098994
,256.25,-0.0074589,-0.0042017,256.25,-0.0003959,-0.0002754,256.25,-0.0001827,-0.0001701,256.25,-0.0007481,0.0000683,256.25,-1.4659894,1.1123742,256.25,0.7762979,-5.0062757
,262.5,0.0095905,0.0075072,262.5,0.0007429,0.0000152,262.5,0.0004249,0.0001033,262.5,0.0014455,0.000074,262.5,2.4468567,-1.20836,262.5,6.0212197,-0.5527911
,268.75,0.0018754,-0.008977,268.75,-0.0008669,0.0007525,268.75,-0.000618,0.0001097,268.75,-0.0012679,0.0000978,268.75,-0.7997023,1.2680777,268.75,3.1232398,7.7015648
,275,-0.0095614,0.0086577,275,0.0003329,-0.0002951,275,0.0003829,0.000141,275,0.000453,-0.00024,275,1.8777702,-4.2123547,275,-5.8001475,-5.2380233
,281.25,0.0016138,-0.0032725,281.25,0.0000277,-0.0007052,281.25,0.0000247,-0.0002483,281.25,-0.0003078,-0.0001978,281.25,-3.0067539,4.0422549,281.25,-2.3990417,-1.0969523
,287.5,-0.0031631,-0.0003562,287.5,-0.0003955,0.0014865,287.5,0.0001005,0.000148,287.5,-0.0002754,0.0014078,287.5,1.2623006,-1.4951154,287.5,4.2772532,0.5851184
,293.75,0.0139984,0.0048989,293.75,-0.0008808,-0.0018316,293.75,-0.0023475,-0.0006936,293.75,-0.000842,-0.0020757,293.75,-3.2945583,3.0314209,293.75,-5.1757326,-1.9029361
,300,-0.0134654,-0.0072945,300,0.0022544,0.0017626,300,0.0043817,0.0011696,300,0.0022617,0.0019486,300,4.9576106,-3.00576,300,7.0845485,2.950078
,306.25,0.0061478,-0.001067,306.25,-0.0018323,0.0042904,306.25,-0.0028992,0.0000015,306.25,-0.0026574,0.004883,306.25,-3.942652,1.7107536,306.25,-2.4968531,-1.7215397
,312.5,0.0282992,0.0150471,312.5,0.0000828,-0.009293,312.5,0.0011194,-0.000857,312.5,0.0013637,-0.0114372,312.5,4.1064544,-1.5780621,312.5,-0.8329877,1.6513426
,318.75,-0.0686632,-0.0261567,318.75,0.0099896,0.0374155,318.75,0.0031791,0.0096111,318.75,-0.0005524,0.0394365,318.75,0.6204089,-1.5776134,318.75,0.2263957,-2.6248531
,325,0.0663737,0.0126542,325,-0.0200403,-0.0769308,325,-0.008547,-0.0212201,325,0.0043347,-0.0775274,325,-4.9110894,3.0184069,325,-2.2450769,7.0903444
,331.25,-0.0408113,0.0100298,331.25,0.0107481,0.0407219,331.25,0.0039478,0.0114671,331.25,-0.0012602,0.0406366,331.25,1.3396367,-0.0426681,331.25,2.871227,-4.9040499
,337.5,0.0162602,-0.0096881,337.5,0.004688,0.0102407,337.5,0.0035364,0.0015867,337.5,-0.0010874,0.0122999,337.5,0.9111456,-2.8981795,337.5,-0.0868668,-4.5455799
,343.75,-0.0122379,0.0095778,343.75,-0.0054651,-0.0060376,343.75,-0.0033014,-0.0009042,343.75,-0.0012944,-0.0071069,343.75,1.0916128,2.900887,343.75,-0.485462,4.2657347
,350,0.0224062,-0.009824,350,0.0039089,-0.003515,350,0.0026541,-0.0014883,350,0.0011264,-0.005257,350,-0.6703358,-0.3455893,350,-4.8045306,0.3903573
,356.25,-0.0168352,0.0023915,356.25,-0.0045981,0.0036768,356.25,-0.0027429,0.0019192,356.25,-0.0014103,0.0042447,356.25,-0.6410081,-0.8718231,356.25,10.6344557,1.4324583
,362.5,0.00018,0.0042619,362.5,0.001493,-0.0007322,362.5,0.0010267,-0.0006244,362.5,0.0001629,-0.0011687,362.5,0.5697485,0.821425,362.5,-9.5870142,-1.7550836
,368.75,0.0060913,-0.0129176,368.75,-0.0003322,-0.0014604,368.75,-0.0006917,-0.0000147,368.75,0.0004865,-0.0001642,368.75,-1.2834316,-1.2587271,368.75,3.4159796,-4.4735327
,375,-0.0017673,0.0051712,375,0.0012617,0.0003616,375,0.0007389,-0.0005275,375,0.000201,0.000607,375,2.3717465,1.9713452,375,0.4773653,8.3158932
,381.25,-0.0017544,0.0113688,381.25,-0.0013878,0.0013479,381.25,-0.0004399,0.0010352,381.25,-0.0006071,0.0000052,381.25,-3.4220061,-1.4602449,381.25,-2.090601,-5.5112009
,387.5,0.0000094,-0.0086314,387.5,0.0003978,-0.0003255,387.5,0.000402,-0.0008095,387.5,0.0000466,-0.000114,387.5,4.0146899,0.5121079,387.5,2.9631071,4.1204376
,393.75,0.0015216,-0.0057232,393.75,-0.0001595,-0.0015833,393.75,-0.0002269,0.0002894,393.75,0.0002849,-0.0003746,393.75,-1.9677511,-0.3332365,393.75,0.1116391,-2.1611576
,400,0.0083656,0.0146146,400,0.0001121,0.0021525,400,-0.0001111,-0.0000123,400,-0.0000195,0.0001132,400,-0.9603818,-0.0350409,400,-2.474961,0.9070369
,406.25,-0.0058592,-0.0150643,406.25,-0.0001772,-0.0024894,406.25,0.0002011,-0.0000028,406.25,-0.0001556,-0.0003095,406.25,0.2378601,0.0528201,406.25,-0.5331267,-2.2257042
,412.5,-0.0112252,0.0088224,412.5,-0.0000419,0.001729,412.5,-0.0005076,0.0002687,412.5,-0.0001218,0.0012559,412.5,1.6542548,0.9556344,412.5,1.5947342,-1.6590744
,418.75,0.0104612,-0.0021511,418.75,0.0014159,-0.0012662,418.75,0.0012315,-0.0011494,418.75,0.0005559,-0.0019647,418.75,-0.4253141,-1.6749663,418.75,3.9883673,2.9779756
,425,0.0006903,0.0002423,425,-0.0012999,0.000793,425,-0.001029,0.0012215,425,0.0001933,0.0011729,425,-0.8898259,1.0948112,425,-6.1072321,-0.3489455
,431.25,-0.0032386,0.0030948,431.25,0.0000098,0.0005614,431.25,0.0003481,-0.0007361,431.25,-0.0006827,0.0000082,431.25,0.1022904,-0.625446,431.25,1.7904898,0.2109044
,437.5,-0.0033095,0.0014971,437.5,-0.0000189,-0.0006278,437.5,-0.0001994,0.0004401,437.5,0.0002488,-0.0002102,437.5,-0.0333681,0.628035,437.5,-3.2273552,0.8825933
,443.75,0.0065794,-0.0234943,443.75,0.0001287,0.0002606,443.75,0.0002777,-0.0000906,443.75,-0.0000041,0.0003281,443.75,0.8612652,-0.7748745,443.75,5.5073509,0.1896725
,450,0.0004325,0.0334655,450,0.0002947,-0.0009953,450,-0.0003148,-0.0000303,450,-0.0001431,-0.0006714,450,-0.1472791,1.3705741,450,0.0494375,-3.7816386
,456.25,0.0131369,-0.0184719,456.25,0.0003627,0.0018254,456.25,0.0003943,0.0000209,456.25,0.000256,0.0006203,456.25,-0.9952718,-1.0577632,456.25,-3.5688417,5.0396194
,462.5,-0.0387746,0.0079903,462.5,-0.0006223,-0.0019188,462.5,-0.0004032,-0.0003168,462.5,-0.0002227,-0.0004382,462.5,0.6745506,-0.1111329,462.5,3.5311687,-3.1100156
,468.75,0.0225028,0.004684,468.75,-0.000169,0.0015832,468.75,0.0000408,0.0007653,468.75,-0.0000137,0.0002062,468.75,-0.1426636,1.100733,468.75,-3.6922092,0.6801974
,475,0.0102417,-0.0413237,475,0.0004072,-0.0012515,475,0.0006339,-0.0006755,475,0.0002082,-0.0000205,475,-0.0129962,-1.7347147,475,1.7624848,2.4846964
,481.25,-0.0185561,0.0438852,481.25,-0.0004948,0.0004345,481.25,-0.0007705,0.0001956,481.25,-0.0001469,-0.0002876,481.25,0.3299341,0.6387557,481.25,1.9771636,-6.2769694
,487.5,0.0025796,-0.0330987,487.5,0.0011564,0.0006663,487.5,-0.0002318,0.0002446,487.5,0.0008436,0.0004987,487.5,-1.2468659,-0.1541637,487.5,-5.1552749,6.6112304
,493.75,0.0096711,0.0572804,493.75,-0.0008286,-0.0016224,493.75,0.0007407,-0.0004366,493.75,-0.0012427,-0.0004744,493.75,1.579096,1.0936514,493.75,5.1761742,-4.0189576
,500,-0.0057961,-0.0363428,500,-0.0003739,0.0012697,500,-0.0001291,-0.0002196,500,0.0001228,0.0005937,500,-0.4073158,0.1862636,500,-3.7651961,-0.0509033
,506.25,0.0044564,-0.007141,506.25,0.0003306,0.0010968,506.25,-0.0002198,0.0004505,506.25,0.0004506,0.0001732,506.25,-0.1185358,-1.1081905,506.25,5.7884903,0.8563305
,512.5,-0.003043,0.0050552,512.5,0.0003703,-0.0012601,512.5,0.0000594,-0.0004012,512.5,0.0001672,-0.0003849,512.5,0.0893963,0.309423,512.5,-7.1735191,2.8521738
,518.75,-0.0002575,0.0094325,518.75,-0.0003833,-0.0019528,518.75,-0.0004367,0.0020686,518.75,-0.0008444,-0.0023532,518.75,0.3322052,-1.1858517,518.75,0.1823107,-6.244267
,525,0.0039084,-0.0035666,525,0.0006736,0.0018197,525,0.0015942,-0.0021142,525,0.0008379,0.0023444,525,-0.1096131,2.4940383,525,5.1734829,8.0975666
,531.25,-0.0023332,-0.0120457,531.25,-0.0016017,0.0005756,531.25,-0.0012109,-0.0005785,531.25,-0.0006723,0.0019513,531.25,-0.5686129,-1.0565532,531.25,-2.1396947,-5.7575417
,537.5,0.0061453,0.0149538,537.5,0.0014782,-0.0000536,537.5,0.0000449,0.0014348,537.5,0.0002267,-0.0022435,537.5,-2.2624512,-1.389267,537.5,-1.0668865,2.6096616
,543.75,-0.0223972,-0.0045513,543.75,-0.0003744,-0.0008315,543.75,-0.0003767,0.0002816,543.75,0.0005135,-0.0019379,543.75,3.1061082,2.0208588,543.75,1.6955811,-0.2545479
,550,0.0218667,-0.0049542,550,-0.0001676,0.0003649,550,0.0006271,-0.0014272,550,-0.0006485,0.0039053,550,0.0278136,-1.0539097,550,-2.2297921,-3.2697709
,556.25,0.0017119,0.0078772,556.25,-0.0002504,-0.0000442,556.25,-0.0004008,0.0008623,556.25,0.000959,-0.0024554,556.25,0.5446318,-0.5019624,556.25,3.7814136,2.1831601
,562.5,-0.0169457,-0.0228777,562.5,0.0010797,-0.0004919,562.5,0.0007221,-0.0006855,562.5,-0.0010395,0.0006848,562.5,-0.7694865,1.2165037,562.5,-0.8579038,1.7650033
,568.75,0.011545,0.0355029,568.75,-0.0004665,0.001559,568.75,-0.0004382,0.0009924,568.75,0.0002367,0.0003283,568.75,-2.2901099,-1.5022861,568.75,-1.6935198,-2.7339461
,575,-0.0019314,-0.0234093,575,-0.0025951,-0.0029081,575,-0.0013195,-0.0016481,575,0.0005645,-0.0003869,575,1.6659679,1.9544203,575,-2.8552024,-0.3629547
,581.25,-0.0023451,-0.007953,581.25,0.0042402,0.0025294,581.25,0.0021273,0.0018678,581.25,-0.0007514,-0.0002408,581.25,0.2054864,-1.6803191,581.25,3.464982,2.9541368
,587.5,0.0101147,0.0516056,587.5,-0.0083667,0.0008798,587.5,-0.0042284,-0.0003645,587.5,0.0005823,-0.0007092,587.5,-0.1773296,0.9522426,587.5,-2.9846168,-0.1477765
,593.75,-0.0012309,-0.0620368,593.75,0.0131801,-0.0022027,593.75,0.006866,-0.0005929,593.75,-0.0005754,0.0027089,593.75,0.4089331,-0.6438544,593.75,5.4711704,-3.7621367
,600,-0.0115276,0.0191319,600,-0.0102623,0.0010155,600,-0.0052262,0.0005766,600,0.0001946,-0.0033619,600,0.073287,0.5206529,600,-3.7280416,2.1066279
,606.25,-0.0020777,0.0018415,606.25,0.0064156,0.0009239,606.25,0.0030458,-0.0002411,606.25,-0.0001505,0.0031411,606.25,-0.0095552,-1.4616845,606.25,2.5247977,-0.0099418
,612.5,0.014565,0.0118056,612.5,-0.0024403,-0.0042029,612.5,-0.0013008,-0.0011932,612.5,0.0012825,-0.0017573,612.5,-0.2213573,1.2980753,612.5,-0.8104743,3.333374
,618.75,-0.0188668,-0.0084583,618.75,-0.0041255,0.0047173,618.75,-0.0013576,0.0022158,618.75,-0.0018734,-0.0013734,618.75,-0.3349398,0.658383,618.75,-3.7639709,-3.0296602
,625,0.0131249,-0.0009248,625,0.0042578,-0.0028983,625,0.0013558,-0.0015742,625,0.0010457,0.0014259,625,-0.1609744,0.1453468,625,7.8235064,-1.9970304
,631.25,-0.0066395,0.0114372,631.25,-0.0066416,0.0025304,631.25,-0.0026267,0.0014014,631.25,-0.0013251,-0.0016548,631.25,1.0029182,-1.6210732,631.25,-7.9650183,3.2536247
,637.5,0.0110076,-0.0294846,637.5,0.014456,-0.0063948,637.5,0.0056273,-0.003681,637.5,0.0044756,0.0049426,637.5,-1.3043402,2.417495,637.5,4.1822686,-0.3303053
,643.75,-0.0228447,0.0332106,643.75,-0.0201329,0.0170605,643.75,-0.0078011,0.008432,643.75,-0.0106241,-0.0070055,643.75,-0.300795,-3.1178412,643.75,-1.0418061,-0.2907802
,650,0.0266545,-0.0168822,650,0.0331749,-0.0232186,650,0.0146586,-0.0113755,650,0.0154486,0.0115513,650,2.1237462,1.2591808,650,-0.3533103,-3.1373613
,656.25,-0.0053255,0.018766,656.25,-0.0202133,0.0130686,656.25,-0.0090451,0.0069521,656.25,-0.0083027,-0.0069908,656.25,-0.9609748,1.5107613,656.25,2.8583124,2.658639
,662.5,-0.0084158,-0.0273506,662.5,-0.0114113,0.0036603,662.5,-0.0059117,0.0021582,662.5,-0.0038453,-0.0037334,662.5,-0.8167269,-2.1977806,662.5,-4.9509206,2.3097279
,668.75,-0.0000429,0.0124321,668.75,0.0091004,-0.0075715,668.75,0.0041523,-0.0052294,668.75,0.004793,0.0031872,668.75,0.3255169,1.8780973,668.75,1.4527881,-4.142251
,675,-0.0102538,-0.0007717,675,0.0017502,-0.0018045,675,0.0001417,-0.0016025,675,0.001269,0.0009305,675,1.0377003,-1.1237639,675,3.1445777,1.8964188
,681.25,0.026926,0.0066836,681.25,0.0024023,0.006201,681.25,0.005763,0.0060419,681.25,-0.0052563,-0.0020513,681.25,-1.1174011,-0.1003443,681.25,-7.4764199,-0.1001408
,687.5,-0.0217467,-0.007949,687.5,0.0001377,-0.0008246,687.5,0.0011951,0.0005228,687.5,-0.000822,-0.0010803,687.5,0.9119251,0.4162406,687.5,9.4464674,-1.4538813
,693.75,0.0207332,-0.0011968,693.75,-0.0101985,-0.0037893,693.75,-0.0174316,-0.0078272,693.75,0.0104575,0.0051924,693.75,-0.3187695,-0.4238441,693.75,-5.9088693,3.3067744
,700,-0.0389789,-0.0136112,700,0.0088618,0.0023474,700,0.0162039,0.0052125,700,-0.0090085,-0.0048082,700,-0.6888104,0.308614,700,3.290581,-0.886921
,706.25,0.0625998,0.0279521,706.25,-0.0029532,0.0009003,706.25,-0.009631,0.0005853,706.25,0.0047573,0.0025563,706.25,0.9783131,0.1805771,706.25,-2.5343723,-2.2182536
,712.5,-0.0559859,-0.0167998,712.5,0.0014889,-0.0019464,712.5,0.0058691,-0.0009712,712.5,-0.0025082,-0.0016306,712.5,-0.7819924,-0.3276994,712.5,0.8795418,0.3501854
,718.75,0.016146,0.0157867,718.75,-0.0007323,0.0017426,718.75,-0.0014368,0.0002504,718.75,0.000316,0.0007254,718.75,-0.527282,-0.3240944,718.75,0.1903429,0.1284544
,725,0.0121297,-0.0171467,725,0.0007434,-0.0019863,725,0.0005705,-0.0013301,725,0.0001524,0.0002555,725,1.9823225,0.9655922,725,0.2652206,4.9860249
,731.25,-0.0229318,0.0114694,731.25,-0.0003779,0.0014801,731.25,-0.0004687,0.0010276,731.25,-0.0005722,-0.0003398,731.25,-1.4992901,-1.2101029,731.25,-0.636446,-8.1767464
,737.5,0.0502389,-0.0221717,737.5,-0.0002382,0.0001199,737.5,0.0004279,0.0003817,737.5,0.0002115,-0.0000928,737.5,-0.0531925,1.697892,737.5,2.2491298,5.2447057
,743.75,-0.0528904,0.0282593,743.75,-0.000595,-0.0008342,743.75,-0.0012683,-0.0003938,743.75,0.0007317,0.0003483,743.75,1.6927524,-2.0021374,743.75,-5.4520392,-3.0313721
,750,0.0237446,-0.0036536,750,0.0010481,0.0019235,750,0.0016599,0.0014973,750,-0.0010572,-0.0009427,750,-2.1714895,1.5563662,750,6.9238219,1.1024654
,756.25,-0.014218,-0.0174138,756.25,0.0003172,-0.0030734,756.25,-0.0005591,-0.0036039,756.25,0.0004733,0.0019889,756.25,0.969877,-0.8174365,756.25,-4.0147448,1.0270736
,762.5,0.0205891,0.0260728,762.5,-0.0005783,0.0018715,762.5,-0.0000511,0.0023139,762.5,-0.0000273,-0.0012677,762.5,-0.0404551,-0.5268779,762.5,-1.6451896,-2.2738254
,768.75,-0.0373406,-0.028529,768.75,-0.0006312,-0.000469,768.75,-0.000397,-0.0000371,768.75,0.0002025,-0.0002718,768.75,-1.5468314,1.1298279,768.75,3.5995867,5.6733756
,775,0.0423516,0.034,775,0.000917,-0.0001653,775,0.0003733,-0.0009751,775,0.0011167,0.000857,775,3.5479081,-0.0998979,775,-3.4309704,-2.0313013
,781.25,-0.0173624,-0.0458251,781.25,-0.0003295,0.0002886,781.25,-0.0001907,0.0010884,781.25,-0.0017934,-0.0010371,781.25,-3.0478561,-0.6136075,781.25,1.5636427,-3.9934614
,787.5,-0.002673,0.026963,787.5,0.0002709,0.0005973,787.5,0.0003096,0.0002801,787.5,0.0000479,0.0006421,787.5,1.438436,1.6967194,787.5,0.053332,1.5219945
,793.75,-0.0040639,-0.0158265,793.75,-0.0006495,-0.0011448,793.75,-0.0004186,-0.0008658,793.75,0.0007349,-0.0002961,793.75,-1.2131444,-2.5421546,793.75,3.3987887,-1.0595739
,800,0.0219619,0.017018,800,0.000854,0.0008222,800,0.0005457,-0.0000201,800,-0.0000887,0.0006072,800,0.9603657,1.6860476,800,-2.5430691,6.3721347
,806.25,-0.0223476,0.0238328,806.25,-0.0004047,-0.0000725,806.25,-0.0005391,0.0000854,806.25,-0.0003226,0.0002278,806.25,-0.3853707,0.103324,806.25,-0.84224,-7.0219464
