C:\Simcenter\Testxpress\ProjectData\Gamma_GS_NVH_241212\Data\s1_3_6.xdf,12.12.24,14:59:42,,,,,,,,,,,,,,,,
,M1: Mic_near_TC : FFT(C1) Frequency[Hz],M1: Mic_near_TC : FFT(C1) [Pa](A),,M2: Acc_Comp_in_X : FFT(C2) Frequency[Hz],M2: Acc_Comp_in_X : FFT(C2) [g],,M3: Acc_Comp_in_Y : FFT(C3) Frequency[Hz],M3: Acc_Comp_in_Y : FFT(C3) [g],,M4: Acc_Comp_in_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_in_z : FFT(C4) [g],,M5: Dyn_Pressure_Comp_In : FFT(C5) Frequency[Hz],M5: Dyn_Pressure_Comp_In : FFT(C5) [Pa],,M6: Dyn_Pressure_Comp_Out : FFT(C6) Frequency[Hz],M6: Dyn_Pressure_Comp_Out : FFT(C6) [Pa],
,150,0.0208251,-0.0023402,150,0.0039672,0.0024793,150,0.0012502,0.0021948,150,0.0042139,0.0015069,150,-9.4592323,5.3356748,150,5.2259903,-3.0438778
,156.25,-0.015276,0.0065828,156.25,-0.0038055,-0.0012151,156.25,-0.0002919,-0.0020408,156.25,-0.0055757,-0.0007955,156.25,3.2917778,-0.7615857,156.25,-5.1417842,20.5514755
,162.5,-0.0004275,-0.0010518,162.5,-0.0016741,-0.0013691,162.5,0.0031944,-0.0039077,162.5,-0.0034758,-0.0009937,162.5,4.6135936,-15.896678,162.5,0.4058477,-39.6583786
,168.75,0.0193717,-0.0100011,168.75,-0.0205875,0.0047363,168.75,0.0293959,-0.0309431,168.75,-0.0487078,0.0063422,168.75,-3.0581119,25.9960308,168.75,21.3203011,38.4836044
,175,-0.0046546,0.0076117,175,0.0689278,-0.0085009,175,-0.0957684,0.1044808,175,0.1616612,-0.0128771,175,0.3867854,-32.11306,175,-26.8607197,-24.4214172
,181.25,-0.0248173,-0.0146594,181.25,-0.0531572,0.004985,181.25,0.0724908,-0.0806132,181.25,-0.1245398,0.008072,181.25,4.1481376,30.0610962,181.25,16.5529423,18.23279
,187.5,-0.005732,0.0237784,187.5,0.006216,0.0005385,187.5,-0.0080422,0.0097249,187.5,0.0145659,-0.0003854,187.5,-2.416883,-13.555562,187.5,-13.2572021,-8.8859577
,193.75,0.0061358,-0.0020112,193.75,0.0019302,-0.0009348,193.75,0.0008147,0.0016929,193.75,0.0018178,-0.0003651,193.75,0.8193335,0.5012081,193.75,27.3249016,0.6916161
,200,0.0232625,-0.0154905,200,-0.0016363,0.0007009,200,-0.0048505,-0.0007502,200,0.001384,0.0007212,200,-3.1633151,1.8974179,200,-28.0308552,-0.2718942
,206.25,-0.0206829,0.003058,206.25,0.0013935,-0.0005858,206.25,0.0032095,0.0012148,206.25,0.0000572,-0.0008159,206.25,0.1374143,-1.055287,206.25,11.0943871,2.3484759
,212.5,0.0266715,0.0146882,212.5,-0.0001031,0.0003297,212.5,-0.001407,0.0003556,212.5,0.0005818,0.000165,212.5,0.2803721,0.0296387,212.5,-9.3905296,-5.7986517
,218.75,-0.0218296,-0.0086731,218.75,0.0004886,-0.0002962,218.75,0.0000437,0.000303,218.75,0.0002217,-0.0001162,218.75,-0.6424749,-1.0604049,218.75,5.8714828,11.7402744
,225,0.0115731,-0.0036035,225,-0.0006429,0.0005313,225,-0.0005635,-0.0006565,225,-0.0000613,0.0004074,225,2.9548059,1.5731118,225,-1.1754782,-12.1579437
,231.25,0.0019784,-0.0045916,231.25,0.0018377,-0.0003765,231.25,0.0002314,0.0013638,231.25,0.0009662,-0.0004021,231.25,-2.4260123,-1.9396125,231.25,-2.05656,5.5984688
,237.5,-0.0164875,0.0268856,237.5,-0.0022164,-0.00044,237.5,0.0007878,-0.0016484,237.5,-0.0012284,-0.0001562,237.5,-0.38644,-1.6322048,237.5,1.5172179,7.2886863
,243.75,0.0047249,-0.0348484,243.75,0.0009081,0.0006895,243.75,-0.0003863,0.0008477,243.75,0.0002922,0.0003275,243.75,2.5826659,2.4952533,243.75,7.4053078,-19.2022171
,250,0.0098808,0.0181539,250,0.0002038,-0.0010318,250,-0.0002858,-0.0001948,250,0.0004064,-0.0003028,250,-1.0826373,3.3074303,250,-12.2809153,15.472352
,256.25,-0.0041193,-0.0041867,256.25,-0.0017981,0.0020899,256.25,-0.0005377,0.000604,256.25,-0.0003278,0.0017555,256.25,-3.8431458,-1.9432898,256.25,9.9282322,-7.3664312
,262.5,-0.0029162,0.0050466,262.5,0.0020534,-0.0022868,262.5,0.0006365,-0.0005834,262.5,-0.0000463,-0.0025409,262.5,-2.5969429,3.7017472,262.5,1.9922171,2.6094551
,268.75,0.0131611,-0.003357,268.75,-0.0000252,0.0015348,268.75,-0.0003946,0.0003375,268.75,0.0006738,0.0011867,268.75,11.983427,-21.0532265,268.75,-13.7907476,0.9187307
,275,-0.0192393,-0.0073931,275,-0.0003288,-0.0010235,275,0.0007046,-0.0004657,275,-0.0005,-0.0004649,275,-4.7222619,29.6710606,275,11.5499287,-0.4504738
,281.25,-0.0020449,0.0109094,281.25,-0.0005755,-0.0000047,281.25,-0.0002644,0.0002805,281.25,-0.000072,0.0003382,281.25,-0.0407084,-10.3939285,281.25,1.7643453,-0.2094152
,287.5,0.0079153,0.0048653,287.5,0.0005312,0.0005015,287.5,-0.0004176,-0.0003395,287.5,0.0002108,-0.0002569,287.5,-1.2975811,-8.1978683,287.5,-9.7222424,-0.2777473
,293.75,0.0086302,-0.0192264,293.75,-0.0027415,0.0009742,293.75,-0.0020018,0.0010969,293.75,-0.0026437,0.0010748,293.75,-8.687129,11.3174467,293.75,4.4007654,-1.9604425
,300,-0.0026808,0.0222423,300,0.0051798,-0.0015437,300,0.0039871,-0.0006809,300,0.0054771,-0.0017425,300,31.2216454,-12.1016178,300,-0.3069736,-3.9719238
,306.25,-0.0007521,0.0082938,306.25,-0.0022034,0.000493,306.25,-0.0014695,-0.0005369,306.25,-0.0026955,0.0016717,306.25,-28.2218742,12.871026,306.25,1.6403056,9.4231796
,312.5,0.009947,0.0013906,312.5,-0.0003995,-0.0003718,312.5,-0.0003471,0.0005005,312.5,-0.0003405,-0.0014993,312.5,10.1615791,-13.9332743,312.5,-0.0501182,-6.5329838
,318.75,-0.0497603,-0.1174514,318.75,0.0004265,0.001141,318.75,0.000731,0.0002048,318.75,-0.0001262,0.0011169,318.75,-18.7550278,11.3156748,318.75,-1.2747476,8.6436729
,325,0.0242333,0.1249261,325,-0.0012188,-0.0016095,325,-0.0016449,-0.0004261,325,0.0006029,-0.0007112,325,29.6678925,-4.5474086,325,5.8519201,-10.3592596
,331.25,0.01639,-0.0161649,331.25,0.0015717,0.0015401,331.25,0.0016883,0.0006758,331.25,-0.0002943,0.0006041,331.25,-24.0865269,0.8923725,331.25,-12.8351431,6.9080615
,337.5,-0.013636,-0.001381,337.5,-0.0010082,-0.001324,337.5,-0.0008357,-0.0009438,337.5,-0.0002323,-0.0007022,337.5,3.8413393,-4.1385932,337.5,9.0130167,-2.4306092
,343.75,0.0122397,-0.0108801,343.75,0.0001429,0.0004618,343.75,-0.0001143,0.0001178,343.75,0.0002135,0.0006524,343.75,11.5101538,6.3963346,343.75,-1.7167845,5.8699884
,350,0.021001,-0.0362043,350,0.0010978,0.0007963,350,0.0010729,0.0005015,350,0.0005065,-0.0005007,350,-12.911665,-8.1656094,350,-2.4492893,-6.3846917
,356.25,-0.0335064,0.0519193,356.25,-0.0013478,-0.0007514,356.25,-0.0018076,0.0001491,356.25,-0.000711,0.0002758,356.25,11.1128855,7.5872226,356.25,7.7568164,0.3687278
,362.5,0.0066128,-0.0313489,362.5,0.0010402,-0.0000056,362.5,0.0011928,-0.0001351,362.5,0.0006374,-0.0006194,362.5,-3.2784007,-1.6975564,362.5,-3.9565046,-4.4950886
,368.75,-0.0184621,0.0419506,368.75,-0.0017483,0.0007455,368.75,0.0000379,-0.0008512,368.75,-0.0016226,0.0019817,368.75,-8.3925314,2.9606879,368.75,-15.2064943,15.0473986
,375,0.0564103,-0.0260588,375,0.0009106,-0.0009356,375,-0.0009439,0.0014032,375,0.0020503,-0.0023329,375,11.006937,-4.1680131,375,25.3244362,-20.2061882
,381.25,-0.0518792,-0.0003754,381.25,0.0003456,-0.0008455,381.25,0.0007776,-0.0002443,381.25,-0.0007078,0.0006393,381.25,-1.3799673,1.5842842,381.25,-12.2844915,5.6652808
,387.5,0.0307611,0.0076553,387.5,-0.0006196,0.0015962,387.5,0.0004918,-0.00156,387.5,-0.0004451,0.0013504,387.5,-4.4394751,-3.9373507,387.5,-7.2343359,13.5157146
,393.75,-0.0384511,-0.0364075,393.75,0.0023843,0.0002206,393.75,-0.0002577,0.0012605,393.75,0.0006175,-0.0013315,393.75,2.4921687,3.6854701,393.75,12.4202366,-10.9580688
,400,0.0515296,0.033333,400,-0.003409,-0.0035783,400,-0.0018628,-0.0011088,400,-0.0000378,-0.0001839,400,4.1997051,2.3653326,400,-6.6999574,2.5491936
,406.25,-0.0440996,0.0054243,406.25,0.0030185,0.0040797,406.25,0.0022913,0.0004756,406.25,-0.0003206,0.0009802,406.25,-8.184907,-3.9742625,406.25,7.9699926,2.4335773
,412.5,0.0236199,-0.0033213,412.5,-0.0048653,0.0008134,412.5,-0.0022765,0.0025272,412.5,-0.0021583,-0.0001751,412.5,1.4029287,-3.9958441,412.5,-9.3069916,-2.2853684
,418.75,-0.0264428,-0.034452,418.75,0.0080143,-0.0000333,418.75,0.0053538,-0.0012772,418.75,0.0046546,0.0001586,418.75,3.6444235,13.4156799,418.75,0.4866812,-14.0879402
,425,0.0422875,0.0438752,425,-0.0073874,-0.0019936,425,-0.0058789,-0.0011764,425,-0.00324,-0.0004396,425,-7.8181629,-13.4879313,425,19.7912483,22.900177
,431.25,-0.0296456,0.0130481,431.25,0.0090649,-0.002964,431.25,0.0032314,-0.0004538,431.25,0.0025199,-0.0006913,431.25,11.9616385,6.6375608,431.25,-30.3696499,-16.7887611
,437.5,0.0066527,-0.0397412,437.5,-0.0101294,0.0059201,437.5,-0.0018172,0.0012262,437.5,-0.0023414,0.0016893,437.5,-6.0140295,-1.189014,437.5,17.233778,9.6261854
,443.75,0.0171556,-0.0139348,443.75,0.0032858,-0.0055231,443.75,0.0004812,-0.0007816,443.75,0.0000641,-0.0021816,443.75,-0.3653401,-0.9313864,443.75,-1.906846,-2.6737981
,450,-0.020999,0.0327043,450,0.0021807,0.0052759,450,0.0016192,0.0006759,450,0.0007875,0.0024078,450,0.7637943,0.4807345,450,-12.2177868,-2.5192611
,456.25,0.0000741,0.0210096,456.25,-0.0034396,-0.0079722,456.25,-0.0037926,-0.0028943,456.25,0.0006279,-0.0026585,456.25,0.9493144,0.9461287,456.25,15.5288057,15.2887268
,462.5,0.0092787,-0.0661446,462.5,0.0004722,0.011797,462.5,0.0046804,0.0071192,462.5,-0.003472,0.0016191,462.5,-2.3675649,-0.1197825,462.5,-2.1628499,-29.9274235
,468.75,-0.0307577,0.0333927,468.75,-0.0022393,-0.0089119,468.75,-0.0053278,-0.0056676,468.75,0.0026923,-0.0009484,468.75,2.1477611,-2.0633652,468.75,-2.5130224,27.6057816
,475,0.003155,0.0224938,475,0.0075888,0.0027201,475,0.0040276,0.0018725,475,0.0011216,0.001306,475,-1.2122345,-3.6182642,475,7.3772449,-18.2637806
,481.25,0.1427401,-0.0136365,481.25,-0.0058906,0.0011825,481.25,-0.0008039,-0.0001555,481.25,-0.0028252,-0.0011431,481.25,3.1637433,6.9845948,481.25,-9.6296234,17.9094582
,487.5,-0.2095923,-0.004045,487.5,0.0013481,-0.0024922,487.5,-0.0022558,-0.0012982,487.5,0.0036016,0.0005096,487.5,-0.2747788,2.6929402,487.5,1.1599574,-8.741909
,493.75,0.0728263,-0.0200007,493.75,0.0023195,-0.0006836,493.75,0.0035017,-0.0005875,493.75,-0.0022183,0.0009126,493.75,-11.597415,-5.8720222,493.75,-3.639925,-9.4216433
,500,0.067468,0.0329574,500,-0.0025491,0.0027662,500,-0.0016386,0.0010194,500,0.0014798,-0.0000281,500,2.9070299,8.5246201,500,1.6563141,12.4243288
,506.25,-0.0402181,-0.0301942,506.25,0.0028484,-0.0007786,506.25,0.0001563,0.0005984,506.25,-0.0008078,-0.0011747,506.25,16.9180431,-19.0757427,506.25,6.7940931,-0.6080124
,512.5,-0.0681932,0.0469233,512.5,-0.0037582,-0.0004742,512.5,-0.0022065,0.0004835,512.5,0.0004901,-0.0000851,512.5,-4.8467078,19.6846561,512.5,-8.0752144,-8.4108849
,518.75,0.0910032,-0.0644532,518.75,0.0034287,-0.0018732,518.75,0.005314,-0.0034998,518.75,-0.0030747,0.0015461,518.75,-8.7231121,-15.4668636,518.75,17.1119843,0.6936502
,525,-0.057078,0.0270161,525,0.0001221,0.0095342,525,-0.0032155,0.0126228,525,0.0032828,-0.0102909,525,0.0418121,6.9201918,525,-23.4841785,4.9372549
,531.25,0.0241441,0.0102442,531.25,-0.0031042,-0.0108357,531.25,0.0013579,-0.014863,531.25,-0.0047651,0.0159891,531.25,4.7303147,0.4019696,531.25,12.4313021,1.2713027
,537.5,0.0023669,0.0157943,537.5,0.0002369,0.002115,537.5,-0.0029499,0.0033484,537.5,0.0059587,-0.0060794,537.5,-0.1370146,4.9841261,537.5,-1.7428765,-3.4322855
,543.75,-0.0082465,-0.0404795,543.75,0.0006994,0.0019843,543.75,0.001982,0.0014439,543.75,-0.0014225,-0.0004042,543.75,-5.0783238,0.6256936,543.75,-1.2378007,2.0109572
,550,0.005792,0.0108208,550,0.0000969,0.0013134,550,-0.0007521,0.0011604,550,-0.0015618,-0.0007093,550,7.5804501,-6.8895121,550,1.7286087,1.7691334
,556.25,0.0127094,0.0325011,556.25,0.0021401,-0.0052017,556.25,0.0016721,-0.0033696,556.25,0.0006064,0.0016145,556.25,-0.2418948,9.1290455,556.25,-0.622447,-4.9156752
,562.5,-0.0436798,-0.0329244,562.5,-0.0033338,0.0040415,562.5,-0.0013306,0.0032644,562.5,-0.0005646,-0.0008169,562.5,-19.3995361,-13.6904774,562.5,3.0956807,1.8322947
,568.75,0.0634888,-0.0092376,568.75,0.0022749,-0.0006878,568.75,0.0004964,-0.0014372,568.75,0.0000863,-0.0001572,568.75,18.8265762,0.4442572,568.75,-2.3608854,2.2398024
,575,-0.0264093,0.0211243,575,0.0010726,0.0018263,575,0.0007865,0.0015828,575,-0.0005315,0.0000058,575,-8.4105787,8.6424789,575,-4.3944106,1.2560335
,581.25,-0.0414994,0.0040618,581.25,-0.0040071,-0.0054772,581.25,-0.0027393,-0.0029876,581.25,0.0024597,-0.0003119,581.25,13.1336861,5.6391778,581.25,5.6038275,-12.9809437
,587.5,0.0226477,-0.0000853,587.5,0.0017611,0.0048438,587.5,0.0003975,0.0020713,587.5,-0.0023339,0.0006272,587.5,5.2760363,-22.6272449,587.5,-20.7169399,20.7909489
,593.75,0.0104184,0.0182634,593.75,0.0062779,0.0077367,593.75,0.0060674,-0.0000482,593.75,-0.0029643,0.0042357,593.75,-29.9010429,24.1996765,593.75,37.1402931,-19.5462017
,600,0.0632987,-0.0707038,600,0.0027353,0.0038867,600,0.0039784,-0.0005371,600,-0.0061851,0.0028934,600,14.8097172,-11.8542166,600,-20.5799026,10.3893747
,606.25,-0.1138043,0.0630757,606.25,0.0229334,0.0661208,606.25,0.02893,0.0003649,606.25,-0.0430004,0.0314564,606.25,1.9771515,-3.4041989,606.25,6.5293398,6.8160095
,612.5,0.0959809,-0.0134497,612.5,-0.0954232,-0.2215631,612.5,-0.1086125,0.0077303,612.5,0.1526065,-0.1163191,612.5,5.7664137,8.7379923,612.5,-9.7174902,-5.8609653
,618.75,-0.059707,-0.0526044,618.75,0.075201,0.1708198,618.75,0.0859822,-0.0093665,618.75,-0.1207996,0.0920144,618.75,-8.4020023,1.1656752,618.75,7.8650393,-8.1489248
,625,0.0289291,0.1154174,625,-0.0140969,-0.0225941,625,-0.016389,-0.0003312,625,0.0164152,-0.0118181,625,0.1037792,-15.980197,625,5.51577,9.4243765
,631.25,-0.0437776,-0.042211,631.25,0.0059839,-0.0108895,631.25,0.0018676,0.0009988,631.25,0.0075257,-0.0036729,631.25,-2.6088393,14.6340723,631.25,-8.4797316,-7.1615338
,637.5,0.0224501,-0.0357976,637.5,-0.0058429,0.0067865,637.5,-0.0005321,0.0007751,637.5,-0.0048223,-0.0004066,637.5,4.1149511,-4.7211256,637.5,2.9684353,-12.0680418
,643.75,0.0330076,-0.0143507,643.75,0.0048873,-0.0016317,643.75,0.0033279,-0.0013513,643.75,0.0008901,0.0033221,643.75,4.3250189,2.5340137,643.75,-11.7248039,35.1303749
,650,-0.0261393,0.0450613,650,-0.0011353,0.0059085,650,-0.0057852,0.0077226,650,0.0022932,-0.0022648,650,-7.5953145,-1.0145855,650,8.9301729,-27.8904896
,656.25,-0.032252,-0.0295587,656.25,-0.0020228,-0.0119524,656.25,0.0020867,-0.0103646,656.25,-0.0005011,-0.001183,656.25,4.5342946,0.7161866,656.25,4.5717821,9.1243505
,662.5,0.0520099,-0.0216975,662.5,0.0005543,0.0129337,662.5,-0.0001797,0.007277,662.5,-0.0014458,0.0033403,662.5,3.0708091,-7.1012459,662.5,-5.3186226,5.0687027
,668.75,-0.0103254,0.0942595,668.75,0.0020722,-0.0104895,668.75,0.0014689,-0.0060287,668.75,0.0016014,-0.0011103,668.75,-2.4225051,8.3319674,668.75,2.1209426,-11.4590998
,675,-0.0302235,-0.0908059,675,-0.0046308,0.0051232,675,-0.0010492,0.0045887,675,-0.0032654,-0.0030161,675,-2.4662483,-0.4351284,675,-5.6649818,11.168992
,681.25,0.0684914,0.0166642,681.25,0.0037012,-0.001946,681.25,-0.0005086,-0.0021766,681.25,0.0039163,0.0030629,681.25,0.8676795,-2.4708891,681.25,8.6252928,-13.7461338
,687.5,-0.1120746,0.0185793,687.5,0.0015839,-0.0001447,687.5,0.0006495,0.0017304,687.5,0.0005571,-0.0011217,687.5,2.0443022,0.2964427,687.5,-7.7748737,2.3770571
,693.75,0.1203758,0.0142931,693.75,-0.0026101,0.0011591,693.75,0.0018418,-0.0026403,693.75,-0.0030411,0.0009339,693.75,-7.1266379,3.1803274,693.75,-0.2633222,18.1687584
,700,-0.0725233,-0.0782399,700,0.001366,0.0004999,700,-0.0014551,0.0029232,700,0.0011323,-0.0007783,700,9.4970503,-8.9081268,700,9.338376,-15.2125769
,706.25,0.030876,0.1194706,706.25,-0.0028021,-0.00039,706.25,-0.0011084,-0.0016104,706.25,-0.0007377,-0.0005879,706.25,-6.3961945,8.3583136,706.25,-5.4819202,5.6317229
,712.5,-0.0244188,-0.0510686,712.5,0.0012815,-0.0031128,712.5,-0.0006151,-0.0010317,712.5,0.0004775,0.0001446,712.5,9.0429554,-4.6528144,712.5,1.6259128,-6.9861612
,718.75,0.031321,-0.049467,718.75,0.0000662,0.0019923,718.75,0.0000304,0.000882,718.75,0.0020401,0.00052,718.75,-17.1837406,6.1117592,718.75,-10.6480837,-0.2166399
,725,-0.0752568,0.0085133,725,0.0019132,0.0013812,725,0.002096,0.0009592,725,-0.0017343,0.0002164,725,19.977438,1.6831032,725,6.8978252,8.3761997
,731.25,0.0598718,0.0568598,731.25,-0.0036632,0.0011513,731.25,-0.0000585,0.0005618,731.25,-0.002014,0.0003128,731.25,-21.4327869,-15.4572802,731.25,9.9737663,-9.7431068
,737.5,0.0336272,-0.0261346,737.5,0.0018197,-0.0037712,737.5,0.000085,-0.000737,737.5,0.0020919,-0.0033751,737.5,8.4800072,15.404808,737.5,-5.5427518,5.8363276
,743.75,-0.0625828,0.0078591,743.75,-0.0003489,0.0019025,743.75,-0.0032752,-0.0010939,743.75,0.0006671,0.0039913,743.75,20.4496059,-1.3456601,743.75,-4.6889672,4.5557423
,750,0.0857293,-0.0272408,750,0.0007729,-0.0012941,750,0.0025693,0.0002081,750,-0.0005508,-0.0013099,750,-21.3942451,-8.4503384,750,-8.539319,-8.4678812
,756.25,-0.0956647,0.0125546,756.25,0.0002074,0.0006393,756.25,-0.0001925,0.0011639,756.25,0.0002672,-0.0014615,756.25,17.9430637,17.5737858,756.25,27.2602654,16.1396904
,762.5,0.018065,0.0334515,762.5,-0.000186,0.0020499,762.5,0.0008915,-0.0014253,762.5,-0.002213,0.0038622,762.5,-23.014183,-22.5718231,762.5,-22.8745251,-17.995636
,768.75,0.0052327,-0.0469367,768.75,-0.000001,-0.0015065,768.75,-0.0012767,0.000631,768.75,0.0029897,-0.0025489,768.75,5.0921721,0.2782993,768.75,8.2625628,0.062962
,775,0.0465675,0.0341697,775,-0.0023523,-0.0006371,775,-0.0008463,0.0005511,775,-0.0026484,-0.0003646,775,8.8909483,9.2065687,775,7.0720181,10.1987038
,781.25,-0.0573794,0.0129716,781.25,0.0027682,0.0026627,781.25,0.0018094,0.0018934,781.25,0.0026129,-0.0004884,781.25,-5.538662,-5.482305,781.25,-13.0345201,-9.5383749
,787.5,0.0272387,-0.0548948,787.5,0.0002736,-0.00566,787.5,0.0003312,-0.0049451,787.5,-0.001727,0.0017397,787.5,-5.6528893,15.5041819,787.5,3.8769147,5.1586075
,793.75,0.0034608,0.0566892,793.75,-0.002912,0.0048334,793.75,-0.0014588,0.0038148,793.75,-0.0000108,-0.0017308,793.75,13.3676453,-7.8374128,793.75,1.854272,-0.3031603
,800,-0.0327928,-0.0784385,800,0.0036748,-0.0044761,800,0.0022997,-0.0024601,800,0.0015955,0.0008397,800,-11.7107801,-9.973567,800,2.6222408,2.3667343
,806.25,0.0090514,0.060815,806.25,-0.0052044,0.0053508,806.25,-0.0035311,0.0015662,806.25,-0.0025383,-0.0016222,806.25,11.5729494,8.8444328,806.25,-1.1879996,-0.0722636
