C:\Simcenter\Testxpress\ProjectData\Gamma_GS_NVH_241212\Data\s1_1_3.xdf,12.12.24,14:37:56,,,,,,,,,,,,,,,,
,M1: Mic_near_TC : FFT(C1) Frequency[Hz],M1: Mic_near_TC : FFT(C1) [Pa](A),,M2: Acc_Comp_in_X : FFT(C2) Frequency[Hz],M2: Acc_Comp_in_X : FFT(C2) [g],,M3: Acc_Comp_in_Y : FFT(C3) Frequency[Hz],M3: Acc_Comp_in_Y : FFT(C3) [g],,M4: Acc_Comp_in_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_in_z : FFT(C4) [g],,M5: Dyn_Pressure_Comp_In : FFT(C5) Frequency[Hz],M5: Dyn_Pressure_Comp_In : FFT(C5) [Pa],,M6: Dyn_Pressure_Comp_Out : FFT(C6) Frequency[Hz],M6: Dyn_Pressure_Comp_Out : FFT(C6) [Pa],
,150,-0.0019129,-0.0014363,150,0.0014577,-0.003208,150,0.0023446,0.000253,150,0.0009918,-0.0036746,150,1.6440002,-3.0546761,150,-7.2747841,-8.1996002
,156.25,0.0039833,0.0057267,156.25,-0.0007909,0.0023362,156.25,-0.0011428,-0.0006091,156.25,-0.0002472,0.0024548,156.25,0.6364757,3.0838234,156.25,12.3762512,2.8138926
,162.5,-0.0018404,-0.0004551,162.5,-0.0005661,0.0008058,162.5,-0.0010999,-0.000475,162.5,-0.0009225,0.0008514,162.5,-0.9622179,-1.174178,162.5,-9.872035,8.4986286
,168.75,0.0023436,-0.0006724,168.75,0.0001022,0.0058742,168.75,-0.0094316,-0.0170576,168.75,-0.0015754,0.0041422,168.75,1.0696616,0.1427714,168.75,2.4447539,-13.4543104
,175,-0.0099012,-0.0023132,175,0.001516,-0.0197517,175,0.0287819,0.0534881,175,0.0073926,-0.0151865,175,-1.582913,-1.1679054,175,0.5203198,4.9601517
,181.25,0.0036663,0.0055004,181.25,-0.0009472,0.0144315,181.25,-0.0214049,-0.0409136,181.25,-0.0054634,0.0112247,181.25,0.6623811,0.1973541,181.25,2.5985355,3.5223582
,187.5,0.0068009,-0.0061142,187.5,-0.000139,-0.0009693,187.5,0.0023148,0.0046798,187.5,0.0002949,-0.0008976,187.5,1.223744,0.8632277,187.5,-1.267186,-6.8707366
,193.75,-0.0035047,0.0044349,193.75,-0.0004026,-0.000619,193.75,0.0005123,0.0009508,193.75,0.0001002,-0.000334,193.75,-1.9552441,1.0012828,193.75,-0.3578871,5.7966189
,200,0.0021091,0.0023563,200,0.0009899,-0.0000581,200,0.0005382,0.0002321,200,0.000416,-0.0002342,200,1.9648091,-2.1075234,200,4.6672249,-1.8462521
,206.25,-0.0065389,-0.0105293,206.25,-0.0011431,0.0004257,206.25,-0.0008371,0.0000201,206.25,-0.0005783,0.0007948,206.25,-1.6379241,1.3877498,206.25,-7.622859,-6.0439773
,212.5,0.0071761,0.0048338,212.5,0.0009053,-0.0005619,212.5,0.000613,0.0002864,212.5,0.0006518,-0.0009327,212.5,1.2119106,-0.3218666,212.5,4.3901806,10.8149223
,218.75,-0.0044218,0.0032602,218.75,-0.0001535,0.0000325,218.75,0.0000145,0.0000097,218.75,-0.0003826,0.0002249,218.75,-1.3621535,-0.5343571,218.75,-1.1861612,-8.4944658
,225,0.0014031,-0.0032391,225,-0.0000816,0.0003042,225,0.000083,-0.0002751,225,-0.0002006,0.000218,225,1.7673799,1.219776,225,0.8439664,1.2360226
,231.25,-0.0001083,-0.0040216,231.25,-0.0005214,-0.0007986,231.25,-0.0002514,0.0001704,231.25,-0.0000432,-0.000189,231.25,-1.6204643,-1.767418,231.25,-2.8282948,7.4112096
,237.5,0.0014449,0.0099916,237.5,0.0006653,0.0006126,237.5,0.000668,0.000403,237.5,0.0007902,-0.0001637,237.5,1.2389698,2.1677995,237.5,-0.043872,-8.8259993
,243.75,-0.0027164,-0.001144,243.75,-0.0002804,0.0000802,243.75,-0.0007591,-0.0003691,243.75,-0.0006414,0.0001904,243.75,-0.5229931,-2.3808956,243.75,3.9150639,7.4952254
,250,0.0002128,-0.0029759,250,0.0002601,0.0000226,250,0.0003382,0.0000912,250,0.0001727,0.0001113,250,-0.8013271,0.9230283,250,-5.8053842,-4.7652006
,256.25,0.0026514,-0.0081323,256.25,0.0000708,-0.000012,256.25,-0.0002223,0.0002282,256.25,0.0002831,0.0000504,256.25,1.9742303,0.6849593,256.25,7.1821876,3.6639969
,262.5,0.0027501,0.0088282,262.5,-0.000417,-0.0003006,262.5,0.0000965,-0.0004702,262.5,-0.0002306,-0.000339,262.5,-1.9261119,-0.418087,262.5,-4.227839,-5.8805633
,268.75,-0.0024378,-0.0017265,268.75,0.0002372,0.0000915,268.75,0.0001749,0.0002524,268.75,-0.0001239,0.0001513,268.75,-0.9890527,0.1665595,268.75,-0.627946,1.2122123
,275,-0.0038293,0.0078975,275,0.0003202,0.0003547,275,-0.0002091,0.0003763,275,0.0005574,0.0001112,275,5.1785564,-0.8460649,275,3.4498432,3.1923721
,281.25,-0.0026102,-0.0124762,281.25,-0.0003863,-0.0002909,281.25,0.0003645,-0.0009071,281.25,-0.0005756,0.0005048,281.25,-3.6606514,1.4041536,281.25,-0.9179311,-5.1532469
,287.5,0.0079786,-0.0045027,287.5,0.0001785,0.0011431,287.5,-0.0003731,0.0005491,287.5,0.0002375,0.0006327,287.5,-0.1563059,-0.5112685,287.5,-3.2774961,5.9738064
,293.75,-0.0007128,0.0163831,293.75,0.0026401,-0.0012611,293.75,0.0022544,0.0005645,293.75,0.002593,-0.0013217,293.75,0.8420208,-0.1958622,293.75,4.5706935,-2.0907645
,300,-0.0061383,0.0002356,300,-0.0042521,0.0010762,300,-0.0040101,-0.0005301,300,-0.0043081,0.0011685,300,0.515525,-1.5368727,300,-2.9116042,-0.3887507
,306.25,0.0052533,-0.0192703,306.25,0.0020086,-0.0028207,306.25,0.0028741,-0.0002798,306.25,0.0016123,-0.0032846,306.25,-7.689672,4.1672158,306.25,-7.1716037,0.4525476
,312.5,-0.0150096,0.0267687,312.5,0.0032109,0.0077603,312.5,-0.000426,0.0015816,312.5,0.0025809,0.0092333,312.5,9.9055262,-6.3715844,312.5,9.3556337,0.0654313
,318.75,0.0338761,-0.022318,318.75,0.007757,0.0044643,318.75,0.0037857,0.0009553,318.75,0.0049964,0.0060713,318.75,-1.0394009,5.4504189,318.75,-0.6292235,-2.2796526
,325,-0.0193717,0.0282394,325,-0.0506233,-0.045954,325,-0.0182039,-0.0111063,325,-0.0337935,-0.0572956,325,-4.4736304,-1.9856915,325,-0.54869,6.2590709
,331.25,-0.0150019,-0.0360408,331.25,0.0532602,0.0486758,331.25,0.019202,0.0121583,331.25,0.035401,0.0604824,331.25,3.1880846,0.4532428,331.25,-1.7745663,-4.8266172
,337.5,0.0235903,0.0160155,337.5,-0.0152024,-0.0103955,337.5,-0.0058427,-0.0018214,337.5,-0.0111815,-0.0155423,337.5,-0.486688,1.9979134,337.5,1.9689006,1.2422532
,343.75,-0.0103959,-0.0014571,343.75,0.0072581,-0.0007052,343.75,0.0031763,-0.0014444,343.75,0.0077545,0.0024965,343.75,-0.9775917,-4.4041948,343.75,0.2130269,-1.1976657
,350,0.0061996,-0.0049841,350,-0.0118639,-0.0053383,350,-0.0061749,-0.0020029,350,-0.0099616,-0.0038369,350,0.8181401,2.3731971,350,2.8399396,2.4222023
,356.25,-0.0097623,0.0043069,356.25,0.0084967,0.0053599,356.25,0.0053357,0.0025254,356.25,0.0059297,0.0014434,356.25,-0.4907033,-0.1325333,356.25,-5.8632998,-2.1385255
,362.5,-0.0004513,0.0052596,362.5,-0.0032188,-0.0020719,362.5,-0.0018939,0.0001202,362.5,-0.0021102,-0.0009487,362.5,1.4256657,-0.9691944,362.5,-0.2368316,-0.2004943
,368.75,0.0085172,-0.0075732,368.75,0.0010972,0.0001808,368.75,0.000043,-0.0006749,368.75,0.0009128,0.0000931,368.75,-2.4546385,1.825747,368.75,4.7092233,-0.3094775
,375,-0.0052926,0.0027264,375,-0.0022852,-0.0013682,375,-0.0002546,-0.0001997,375,-0.0008422,-0.0003928,375,1.4645351,-1.1437224,375,-3.2815804,-1.5363479
,381.25,0.00567,0.014077,381.25,0.003366,0.0017782,381.25,0.0005604,0.0003387,381.25,0.0007704,0.0007473,381.25,-0.1795459,0.5712364,381.25,0.534272,2.581033
,387.5,-0.0079345,-0.0160788,387.5,-0.0017427,-0.0003338,387.5,-0.0002124,-0.0001432,387.5,-0.0004715,-0.0001269,387.5,0.064542,-0.4828776,387.5,-0.7571903,-0.0553511
,393.75,0.0079353,-0.0032861,393.75,0.000058,-0.0005454,393.75,-0.0001863,-0.0001003,393.75,-0.000126,-0.0005618,393.75,-0.0579813,-0.0095475,393.75,2.8808982,1.9739133
,400,-0.0049333,0.0126478,400,0.0005813,0.0024648,400,0.0003714,0.0000831,400,0.0003883,0.0012413,400,-0.2633417,-0.0327773,400,-3.6818309,-2.4765592
,406.25,0.006868,-0.0136244,406.25,-0.0022974,-0.0029244,406.25,-0.0003582,0.0000337,406.25,-0.0005519,-0.0013376,406.25,0.7831578,0.2166485,406.25,-1.2256782,-0.2951761
,412.5,-0.0093342,0.0078941,412.5,0.0014944,0.0006867,412.5,-0.0004557,0.0003803,412.5,-0.0002873,0.0007753,412.5,-1.2307346,0.3109428,412.5,6.4613395,-1.0436575
,418.75,-0.0080285,0.0054111,418.75,0.0012372,-0.0005078,418.75,0.001217,-0.001257,418.75,0.0011983,-0.0006855,418.75,0.8072627,-0.2879553,418.75,-3.2286174,3.1306317
,425,0.019559,-0.0144729,425,-0.0021695,0.0009891,425,-0.000782,0.0011283,425,-0.0004951,0.0002799,425,-0.0693349,-0.0382765,425,-0.540005,-1.6147038
,431.25,-0.0072407,0.0066625,431.25,0.003651,-0.0008001,431.25,0.0000547,-0.0003084,431.25,0.0004061,-0.0001695,431.25,0.6057011,-0.1425586,431.25,0.0771718,0.9510015
,437.5,-0.0052402,0.0084187,437.5,-0.0041689,0.0012552,437.5,0.0000535,0.0001283,437.5,-0.001184,0.0005781,437.5,-0.6273463,0.1549693,437.5,-0.2350949,-3.0512829
,443.75,0.0062916,-0.0116865,443.75,0.0011818,-0.0012548,443.75,-0.0000788,-0.0001943,443.75,0.0005271,-0.0002512,443.75,-0.6762149,-0.132504,443.75,3.4824305,5.9830937
,450,-0.0080388,0.0162491,450,0.0006657,0.0004627,450,0.0001755,0.0003198,450,0.0000981,-0.0005316,450,0.7317341,0.1337483,450,-6.3861232,-5.0686746
,456.25,0.0179613,-0.0217576,456.25,-0.0004156,0.0000472,456.25,-0.000161,-0.0003172,456.25,0.0003097,0.0002654,456.25,-0.6359482,-0.4403179,456.25,4.6356015,2.0478408
,462.5,-0.0098697,0.0021194,462.5,-0.0004711,0.0000799,462.5,0.0000454,0.0000155,462.5,-0.0005552,0.0006591,462.5,1.3089455,0.63558,462.5,-1.5191472,0.4453841
,468.75,-0.0098947,0.0177327,468.75,0.0004177,-0.0008259,468.75,-0.0003733,0.000064,468.75,0.000413,-0.0010649,468.75,-0.776248,-0.0987753,468.75,-0.621963,-4.1059904
,475,0.004639,0.0013753,475,0.000363,0.0015588,475,0.0004902,-0.000169,475,-0.000358,0.001555,475,-0.0209491,0.8730557,475,1.0498717,6.8508592
,481.25,0.0004847,-0.0304555,481.25,0.0004234,-0.0013866,481.25,0.0000645,0.0003971,481.25,0.0003074,-0.0018464,481.25,-0.2228107,-1.6662368,481.25,1.9955039,-5.9744644
,487.5,0.0059723,0.0304595,487.5,-0.0013162,0.0005074,487.5,-0.0004017,-0.000359,487.5,-0.0002862,0.0009556,487.5,0.5679881,0.1045219,487.5,-2.0926788,1.6307182
,493.75,-0.0104417,-0.0061729,493.75,0.000803,-0.0004065,493.75,0.0003696,-0.000284,493.75,-0.0001269,0.000228,493.75,-0.1298855,0.4804811,493.75,0.3108324,-0.3156494
,500,0.0127832,-0.0053511,500,0.0000025,0.0000774,500,-0.0001154,0.0009666,500,0.0007385,-0.0010951,500,-0.4133452,-0.3741295,500,-2.0953252,-1.1798204
,506.25,0.0050495,0.0029338,506.25,-0.0005996,0.0011055,506.25,-0.0003301,-0.0007585,506.25,-0.0005857,0.0014195,506.25,0.1531656,0.8422975,506.25,0.7862356,6.1241169
,512.5,-0.0213089,-0.0102769,512.5,0.0010746,-0.0020597,512.5,0.0002366,0.0009652,512.5,0.0006211,-0.0018705,512.5,0.2428995,0.4457231,512.5,5.3020105,-6.4494486
,518.75,0.0025439,0.0213551,518.75,-0.001502,0.0017032,518.75,0.0007278,-0.0009367,518.75,-0.0017032,0.0017253,518.75,-0.2088946,-0.9597535,518.75,-7.6890154,-1.8454247
,525,0.0190152,-0.0362441,525,0.0005834,-0.0002209,525,-0.0007176,-0.0006278,525,-0.0000182,0.0005307,525,-0.1911916,0.0367961,525,2.4829445,8.8994188
,531.25,-0.0096322,0.040852,531.25,0.0003448,-0.0007086,531.25,-0.0002729,0.0015067,531.25,0.0020104,-0.0018856,531.25,-0.2554792,0.1112464,531.25,-0.822206,-6.6255918
,537.5,-0.0007426,-0.0174934,537.5,0.000106,0.0013783,537.5,0.000724,-0.0009859,537.5,0.0002338,0.0015365,537.5,1.2548624,-0.7645718,537.5,5.255331,-0.2173291
,543.75,0.000931,-0.0053989,543.75,0.000056,-0.0006633,543.75,-0.0012489,0.0000621,543.75,-0.0000161,-0.0011732,543.75,-0.690235,1.1956896,543.75,-2.9247522,4.9048061
,550,-0.0066653,0.0038734,550,-0.0009665,-0.00005,550,0.0008508,0.0000793,550,-0.0022601,0.000352,550,-0.5451301,-0.2088882,550,-0.7900583,-0.6625139
,556.25,0.0102132,0.0081353,556.25,0.0013023,-0.001973,556.25,0.0009552,-0.0002505,556.25,0.0016498,-0.0000977,556.25,0.8079941,-1.1018654,556.25,-3.9640837,-3.4478421
,562.5,-0.0016612,-0.0029871,562.5,-0.0001182,0.0029601,562.5,-0.0013455,0.0016088,562.5,-0.0005582,-0.0000926,562.5,-0.986012,1.3450173,562.5,8.6115751,2.6155193
,568.75,-0.0169972,-0.0145169,568.75,-0.0002753,0.0002254,568.75,0.0003149,-0.0010037,568.75,0.0003659,0.0005669,568.75,1.7630296,-0.5970513,568.75,-5.6446757,-2.8995891
,575,0.0283096,0.0117339,575,-0.0027027,-0.0014112,575,-0.0010632,0.0000597,575,-0.0005342,-0.0006348,575,-1.2102994,0.0065833,575,0.8789341,0.1186416
,581.25,-0.0305386,-0.0058822,581.25,0.0044504,0.0007944,581.25,0.0024029,-0.0000902,581.25,-0.0002346,0.0007512,581.25,-0.1958804,0.3348033,581.25,2.8821995,4.9603972
,587.5,0.0376742,0.0076191,587.5,-0.0004163,-0.005753,587.5,-0.0005235,-0.002426,587.5,0.0010284,-0.0000448,587.5,-0.5593435,0.0106377,587.5,-3.9011974,-5.999424
,593.75,-0.031003,-0.0035214,593.75,-0.0046225,0.0097437,593.75,-0.0022316,0.0044373,593.75,-0.0007667,-0.0014516,593.75,0.7475984,-0.973246,593.75,-0.9265352,2.0300324
,600,0.007483,0.0163283,600,0.0066574,-0.0040383,600,0.0029559,-0.0022177,600,-0.0003812,0.0024852,600,1.0203027,1.1415488,600,1.8323921,1.1926103
,606.25,-0.0059985,-0.0020547,606.25,-0.0047195,-0.0057305,606.25,-0.0021651,-0.002069,606.25,0.0024199,-0.00192,606.25,-1.2705358,-0.2337045,606.25,2.0932937,-0.1842664
,612.5,0.0193369,-0.0149229,612.5,-0.0010406,0.0046484,612.5,-0.0004611,0.0021927,612.5,-0.0017128,-0.0003839,612.5,0.52241,-0.6204829,612.5,-1.3454584,-0.2777207
,618.75,-0.0256574,-0.0226378,618.75,0.0051589,0.0056878,618.75,0.0028729,0.0018206,618.75,-0.0023186,0.002623,618.75,-0.930399,0.7255567,618.75,0.2100938,-0.7231895
,625,0.0182136,0.0295735,625,-0.0045698,-0.0074784,625,-0.0026976,-0.0027861,625,0.0031071,-0.0024337,625,1.9672945,-0.3005785,625,-0.2040588,-2.7786918
,631.25,0.004557,-0.0082833,631.25,0.004863,0.0009982,631.25,0.0028678,0.0001385,631.25,0.0000022,0.0015187,631.25,-0.9136661,-0.2361505,631.25,-4.0680413,4.6099057
,637.5,-0.0190088,-0.0011739,637.5,-0.0062437,0.0048537,637.5,-0.0035522,0.0026621,637.5,-0.0023325,-0.0011257,637.5,-1.4135346,0.4427962,637.5,5.0126567,-1.5488403
,643.75,0.0184225,0.0183424,643.75,0.0021757,-0.0079194,643.75,0.0011399,-0.0039382,643.75,0.0027823,-0.0004391,643.75,1.6445515,0.131943,643.75,-0.7919422,4.2579846
,650,-0.0141916,-0.0226953,650,-0.0064799,-0.0161714,650,-0.0029539,-0.0088009,650,0.0047981,-0.0053395,650,-0.5699044,-1.3726928,650,-2.0069742,-4.7964425
,656.25,0.0175813,0.0018775,656.25,0.0143178,0.0413742,656.25,0.006388,0.021869,656.25,-0.0127664,0.0123959,656.25,-0.5306022,2.1818931,656.25,3.3266006,-0.426921
,662.5,-0.0315271,0.006105,662.5,-0.0092311,-0.0238388,662.5,-0.0041836,-0.0125925,662.5,0.0072933,-0.0074125,662.5,1.501446,-1.3444964,662.5,-5.2142611,0.9627851
,668.75,0.0211695,0.0043773,668.75,0.0085325,0.0072283,668.75,0.005965,0.0038814,668.75,-0.0017659,0.0038458,668.75,-1.708672,-0.0956261,668.75,5.1452885,0.9115007
,675,0.0026715,-0.0041112,675,-0.0094634,-0.007262,675,-0.0068524,-0.0042369,675,0.0019614,-0.0040367,675,1.080386,0.1661843,675,1.7676086,-1.0595753
,681.25,-0.0043749,-0.0117237,681.25,0.0041176,-0.000107,681.25,0.0038555,-0.0009768,681.25,-0.0019346,0.0024794,681.25,0.0134079,0.259208,681.25,-7.1771574,-0.7125531
,687.5,-0.0034661,0.0238383,687.5,-0.0042276,0.0126238,687.5,-0.0091233,0.0123493,687.5,0.0057125,-0.0040156,687.5,-0.6600975,0.1919684,687.5,6.0297308,-2.7457216
,693.75,0.0226793,-0.0048969,693.75,0.0046576,-0.0136715,693.75,0.0104482,-0.0132333,693.75,-0.0063095,0.0037806,693.75,0.0032339,-0.3762278,693.75,-2.9366844,6.9838758
,700,-0.0132519,-0.0190423,700,-0.0030135,0.0012566,700,-0.0046473,0.0011688,700,0.0018954,0.0003683,700,1.5010691,-0.2066621,700,-0.6108939,-0.7326403
,706.25,-0.0141503,0.0178961,706.25,0.0046407,0.0057777,706.25,0.0053974,0.0055247,706.25,-0.0012075,-0.0025493,706.25,-1.7341415,0.9090366,706.25,4.5100117,-5.0177031
,712.5,-0.0058164,-0.006388,712.5,-0.0026746,-0.0033401,712.5,-0.00323,-0.0040899,712.5,0.0005923,0.0016405,712.5,0.3314684,-1.0315095,712.5,-6.0798044,1.2365434
,718.75,0.0358087,-0.0019982,718.75,-0.0013421,-0.0003928,718.75,-0.001428,0.0006104,718.75,0.0007894,-0.0004172,718.75,0.4441966,0.5377284,718.75,1.5596578,2.0548763
,725,-0.0345027,-0.0057794,725,0.0015136,0.0008528,725,0.001026,0.0005047,725,-0.0003018,0.0005843,725,-0.6425081,-0.19576,725,3.246999,-0.6213904
,731.25,0.0014294,0.0271673,731.25,-0.0010561,-0.0003451,731.25,-0.0004211,0.00041,731.25,-0.0001027,-0.0011131,731.25,0.9588267,-0.3589055,731.25,-2.7637458,3.8205357
,737.5,0.0137085,-0.0516275,737.5,0.0014752,-0.0000172,737.5,0.001226,-0.0014042,737.5,-0.0003885,0.0011877,737.5,-0.9367735,1.1276349,737.5,2.8845406,-6.9027753
,743.75,0.0052974,0.0741431,743.75,-0.0016172,0.0001761,743.75,-0.0016783,0.0013353,743.75,0.0007316,-0.0007139,743.75,0.6951999,-1.8292962,743.75,-5.7771034,3.449564
,750,-0.0215314,-0.0613871,750,0.0004955,0.0008169,750,0.0002585,0.0004316,750,0.0002238,-0.0005264,750,-0.3121219,1.0416538,750,3.591351,-2.9465027
,756.25,0.0447167,0.0180125,756.25,0.0000022,-0.0015598,756.25,0.0010621,-0.0012744,756.25,-0.00112,0.0008616,756.25,0.7494035,0.5920587,756.25,1.7844045,5.1522923
,762.5,-0.041282,-0.0167589,762.5,0.0003903,0.0004282,762.5,-0.0007316,-0.0000029,762.5,0.0005976,0.0002716,762.5,-1.8137695,-0.5635319,762.5,-2.089709,-4.0467701
,768.75,0.0057643,0.0211651,768.75,0.0001779,0.0002773,768.75,0.0002167,0.000304,768.75,0.0002878,-0.0005219,768.75,1.4901264,0.7026594,768.75,0.474946,-0.5621274
,775,0.0093074,0.0210741,775,-0.0005032,0.0000185,775,-0.0000225,0.0002837,775,-0.0001821,-0.0006544,775,-0.2829887,-0.8562751,775,-1.3507192,1.6665493
,781.25,-0.004176,-0.03134,781.25,-0.0001127,0.0004438,781.25,-0.0002896,0.0009035,781.25,-0.0000127,0.0004658,781.25,-0.4613391,-0.5414036,781.25,0.6834849,-0.2439776
,787.5,-0.0025106,0.0013804,787.5,0.0002828,-0.0006227,787.5,0.0006909,-0.0017623,787.5,-0.0002816,0.000768,787.5,0.9423667,0.8700351,787.5,1.0546097,3.8783596
,793.75,0.0139335,0.0002766,793.75,0.0003445,0.0001042,793.75,-0.0005532,0.0013943,793.75,0.0003588,-0.0008941,793.75,-0.7921274,0.3176481,793.75,0.3729774,-4.5979681
,800,-0.0161849,0.0155509,800,-0.0002813,0.0007506,800,0.0002364,-0.0008979,800,-0.0008701,0.0010171,800,0.8734866,-0.3324368,800,-4.2200761,4.2285666
,806.25,0.0050909,-0.0023161,806.25,-0.0001526,-0.0009404,806.25,-0.000213,0.0000602,806.25,0.001273,-0.0012256,806.25,-0.7279776,0.4395168,806.25,4.3404541,-5.6984663
