C:\Simcenter\Testxpress\ProjectData\Gamma_GS_NVH_241212\Data\s1_1_5.xdf,12.12.24,14:29:26,,,,,,,,,,,,,,,,
,M1: Mic_near_TC : FFT(C1) Frequency[Hz],M1: Mic_near_TC : FFT(C1) [Pa](A),,M2: Acc_Comp_in_X : FFT(C2) Frequency[Hz],M2: Acc_Comp_in_X : FFT(C2) [g],,M3: Acc_Comp_in_Y : FFT(C3) Frequency[Hz],M3: Acc_Comp_in_Y : FFT(C3) [g],,M4: Acc_Comp_in_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_in_z : FFT(C4) [g],,M5: Dyn_Pressure_Comp_In : FFT(C5) Frequency[Hz],M5: Dyn_Pressure_Comp_In : FFT(C5) [Pa],,M6: Dyn_Pressure_Comp_Out : FFT(C6) Frequency[Hz],M6: Dyn_Pressure_Comp_Out : FFT(C6) [Pa],
,150,0.0034191,-0.0033124,150,-0.0050998,-0.0002218,150,-0.0032632,-0.0024982,150,-0.0036772,0.0001351,150,0.9536892,-2.1616218,150,3.905411,1.3528123
,156.25,-0.0012087,0.0028109,156.25,0.0035067,-0.0006346,156.25,0.0013179,0.0019988,156.25,0.0022099,-0.0001872,156.25,-4.7105498,2.8394206,156.25,-12.542387,0.304821
,162.5,0.0074878,-0.0012964,162.5,0.0010725,0.0006044,162.5,-0.002845,0.0020858,162.5,0.0009309,0.001556,162.5,3.8401792,-3.2408302,162.5,1.2457894,0.8537869
,168.75,-0.0369277,0.0017343,168.75,0.0144676,0.0043278,168.75,-0.0364199,0.0327871,168.75,0.0123104,0.0130795,168.75,1.7058694,-0.6816279,168.75,7.1103988,-1.2452459
,175,0.0455756,-0.005001,175,-0.0452164,-0.0131145,175,0.1132873,-0.1019494,175,-0.0383101,-0.0419965,175,-7.8530684,4.3825889,175,-2.6842084,2.6860914
,181.25,-0.0204184,0.0072756,181.25,0.0330244,0.0087853,181.25,-0.0833019,0.0749791,181.25,0.0278966,0.0303275,181.25,7.1333771,-2.5005038,181.25,0.7965943,-0.3151806
,187.5,0.0097454,-0.0005731,187.5,-0.0033682,-0.0002028,187.5,0.0076707,-0.0071907,187.5,-0.0026652,-0.0023522,187.5,-1.0089682,2.7694068,187.5,3.6663666,-1.5257734
,193.75,-0.010506,-0.0139923,193.75,-0.0013938,-0.0005905,193.75,0.0018863,-0.0024637,193.75,-0.0019857,-0.0006876,193.75,-0.6245368,-5.1513605,193.75,-5.3324771,-5.6645207
,200,0.0087309,0.0163302,200,0.0028585,0.0002679,200,0.0015543,0.0032728,200,0.0046562,-0.0015161,200,-0.4334007,3.1715965,200,-0.0555639,9.5241919
,206.25,0.0007508,-0.0046469,206.25,-0.0029758,0.0009562,206.25,-0.0022364,-0.0042552,206.25,-0.0041068,0.0029885,206.25,0.8037567,-0.9785743,206.25,-1.2687609,-6.6922541
,212.5,-0.0081936,-0.0005215,212.5,0.0003033,-0.001108,212.5,0.0020935,0.0008156,212.5,0.0001033,-0.0019397,212.5,-0.638365,0.3991029,212.5,4.8606739,-2.0412798
,218.75,0.0011672,-0.0007782,218.75,0.000189,0.0000678,218.75,-0.0003619,0.0001511,218.75,0.0003981,-0.0000037,218.75,0.5215086,0.0367192,218.75,-3.6741769,1.031543
,225,0.0090177,-0.0005484,225,0.000406,-0.0003403,225,0.0005848,0.0000504,225,0.0003285,-0.0003707,225,-1.1954505,0.3029258,225,6.4457135,6.5081415
,231.25,-0.0083806,-0.00505,231.25,-0.0005277,0.0000899,231.25,0.0001227,-0.0008296,231.25,-0.0007215,0.0004376,231.25,0.8557941,-1.1429899,231.25,-11.3054686,-4.8049898
,237.5,0.0011498,0.0078872,237.5,0.0006691,0.0005527,237.5,-0.0007947,0.0015756,237.5,0.0009451,0.0001417,237.5,-0.2880982,0.2406843,237.5,11.5701551,2.85325
,243.75,0.0029936,-0.0016178,243.75,-0.000906,-0.0005078,243.75,0.0004868,-0.001317,243.75,-0.0006692,-0.000369,243.75,1.0756345,0.2004463,243.75,-7.8573451,7.6991653
,250,-0.0031523,0.0036054,250,0.0001806,0.0003494,250,-0.0001311,0.000379,250,0.0000961,0.0001524,250,-0.9138352,2.5144067,250,3.88557,-15.6752129
,256.25,0.001404,-0.0024925,256.25,0.0004412,-0.0001035,256.25,0.000168,0.0000589,256.25,-0.0000635,-0.0001587,256.25,-0.2105922,-4.2533975,256.25,3.9274642,9.0775127
,262.5,-0.0044718,-0.0035758,262.5,-0.0004266,-0.0003282,262.5,-0.0002486,-0.000426,262.5,0.0002853,-0.0000374,262.5,2.3334484,3.7891624,262.5,-10.6970444,-3.9735558
,268.75,0.0068628,0.0029798,268.75,0.0000929,0.0003134,268.75,0.0001927,0.0004107,268.75,-0.0002932,0.0000281,268.75,1.0020247,-3.5266304,268.75,6.7367692,1.5673084
,275,-0.0066104,0.0019076,275,0.0003001,-0.0003892,275,-0.0001072,-0.0001292,275,0.0004897,-0.0001964,275,-9.3318615,3.2929931,275,1.2690634,-0.2785488
,281.25,0.0034938,-0.0053477,281.25,-0.0006205,0.0003008,281.25,0.0002689,-0.0005212,281.25,-0.0008982,0.0005034,281.25,8.302289,-1.1025991,281.25,-1.0771284,3.0340636
,287.5,0.0019792,-0.0045064,287.5,0.0006184,0.0000535,287.5,-0.0006958,0.0006299,287.5,0.0010909,-0.0003164,287.5,-2.3300209,0.8783109,287.5,-8.0575285,-7.1284785
,293.75,0.0043196,0.0161662,293.75,-0.0031222,-0.0000909,293.75,-0.0021636,-0.0002496,293.75,-0.0033732,-0.000556,293.75,1.2029295,-8.7620192,293.75,7.5592399,4.2083216
,300,-0.0148762,-0.0119107,300,0.0043134,-0.0008323,300,0.005403,0.000131,300,0.0041055,0.0000961,300,-0.419889,11.2687206,300,2.7126951,6.1529665
,306.25,0.0129805,-0.0026033,306.25,-0.0043686,-0.0025876,306.25,-0.0030844,-0.0007803,306.25,-0.003854,-0.003004,306.25,-11.1800776,-5.2216821,306.25,-7.8799233,-6.5319061
,312.5,-0.0089358,0.0047185,312.5,0.0082035,0.0042799,312.5,0.0009723,0.0009942,312.5,0.0080769,0.0042806,312.5,20.3157425,2.1818111,312.5,11.8191214,0.4115689
,318.75,0.0171599,0.0299159,318.75,-0.0265114,-0.0166122,318.75,-0.0083888,-0.0052777,318.75,-0.0206161,-0.0182892,318.75,-11.9171352,-1.0621219,318.75,-6.7040381,-7.2085252
,325,-0.0335075,-0.0668725,325,0.0610133,0.0532077,325,0.0236797,0.0165092,325,0.0408564,0.0592051,325,5.0067477,2.5726533,325,-1.2841315,11.5627117
,331.25,0.0263607,0.0443917,331.25,-0.0490494,-0.0425443,331.25,-0.0188848,-0.0129572,331.25,-0.0331675,-0.0475959,331.25,-3.7929924,-2.9351544,331.25,-5.5878296,-4.2493196
,337.5,-0.0028849,-0.0023704,337.5,0.0039162,-0.0036865,337.5,-0.0000069,-0.0013114,337.5,0.00482,-0.0039054,337.5,-1.6798599,0.37926,337.5,4.4625096,-2.0106132
,343.75,-0.0062413,0.0045748,343.75,0.0068643,0.0076119,343.75,0.0037406,0.0016287,343.75,0.0047432,0.0095648,343.75,5.9768033,1.5930612,343.75,8.6258888,6.076098
,350,0.0164557,-0.0246427,350,-0.0033185,0.0041859,350,-0.0011827,0.0033654,350,-0.0034024,0.0027383,350,-2.7982578,-1.048077,350,-10.4014111,-4.9488077
,356.25,-0.017812,0.0221484,356.25,0.0005865,-0.0037182,356.25,0.0005538,-0.0025926,356.25,0.0000593,-0.0034442,356.25,-0.5896385,-1.2813674,356.25,2.7497909,-2.2323272
,362.5,-0.0002034,-0.0018582,362.5,0.0020664,-0.0003964,362.5,-0.000573,-0.0004729,362.5,0.0013517,-0.0001838,362.5,-0.975153,1.858706,362.5,5.5062675,4.0605555
,368.75,0.0067488,-0.0026205,368.75,-0.0012325,0.0005884,368.75,0.0000384,0.0011083,368.75,0.0001371,0.0005297,368.75,0.3315514,0.2066328,368.75,-5.7171807,-2.4002953
,375,-0.0102085,-0.0015966,375,0.000038,0.0003742,375,0.0003638,-0.0008985,375,-0.0003372,0.0013168,375,2.1024287,-5.9702044,375,-4.2169495,2.654057
,381.25,0.0231167,0.0027608,381.25,0.00114,0.0004519,381.25,0.0006803,0.001153,381.25,-0.0001821,-0.0015695,381.25,-2.0384219,8.3941231,381.25,6.84724,2.5164583
,387.5,-0.0221167,-0.0081329,387.5,-0.0010049,0.0004256,387.5,-0.0008681,-0.0006317,387.5,0.000329,0.0012654,387.5,1.3304154,-3.171206,387.5,-0.3440284,-3.7468514
,393.75,0.0106015,0.0041791,393.75,-0.0006809,-0.0015347,393.75,0.0001183,0.0002746,393.75,-0.0007413,-0.000403,393.75,0.5561205,-2.736295,393.75,-3.8676853,-0.7431778
,400,0.0029669,0.001535,400,-0.0001831,0.0007799,400,0.0001162,-0.0001474,400,0.0004654,0.0001184,400,-1.2832789,3.1099648,400,3.4582694,-1.7744755
,406.25,-0.0076657,-0.0007254,406.25,0.0032552,-0.0009807,406.25,0.0001662,-0.000204,406.25,0.000106,-0.0007272,406.25,0.1573995,1.5574607,406.25,-0.3400542,1.6454632
,412.5,-0.0014516,-0.0008799,412.5,-0.004245,0.0020041,412.5,-0.0010251,0.0005288,412.5,-0.0006841,0.0012165,412.5,-1.4026401,-3.222379,412.5,2.1422219,3.4337435
,418.75,0.0039696,-0.0053953,418.75,0.0053264,0.0003471,418.75,0.0022502,-0.0006449,418.75,0.0027812,-0.0004682,418.75,2.4221747,0.5384221,418.75,-6.328413,-7.4140487
,425,-0.0026231,0.0232716,425,-0.0051172,-0.0020322,425,-0.0014783,0.0003591,425,-0.0025295,-0.0002574,425,-1.0740486,-0.0408397,425,6.6923456,4.6911058
,431.25,0.0035859,-0.0254585,431.25,0.0016856,0.0004414,431.25,0.0001842,-0.0000945,431.25,0.0001152,0.0002128,431.25,0.620845,1.6022685,431.25,-6.4083114,5.9858513
,437.5,-0.0053187,0.0122487,437.5,-0.0000774,0.0005152,437.5,-0.0001566,0.0002771,437.5,0.0001996,-0.0000678,437.5,-0.3614498,-1.9241863,437.5,4.2299223,-7.2897911
,443.75,0.0020088,-0.0096556,443.75,0.00161,-0.0008878,443.75,0.0004319,-0.0001718,443.75,0.0004016,-0.0001136,443.75,-0.4906177,1.9853473,443.75,-0.6101506,-5.6127515
,450,0.0042716,-0.0023165,450,-0.0024091,0.0017889,450,-0.0009687,0.0002428,450,-0.0005,0.0003966,450,0.6366156,-2.3158953,450,0.7162864,8.7616329
,456.25,-0.0128063,0.0299811,456.25,0.0022476,-0.001338,456.25,0.0011097,-0.001082,456.25,0.001033,0.0001369,456.25,-0.2108926,0.8849111,456.25,-1.5759587,6.962245
,462.5,0.0138834,-0.0329964,462.5,-0.0008594,0.0000826,462.5,0.0000127,0.0008398,462.5,-0.00084,-0.0002785,462.5,-0.5970883,1.0071957,462.5,-1.1992348,-13.6440449
,468.75,0.0101916,0.0159982,468.75,-0.0009421,0.0000305,468.75,-0.0008569,0.0000375,468.75,0.0001414,-0.0003822,468.75,1.6606598,-0.3088438,468.75,2.4873371,7.4046631
,475,-0.0151462,0.0098394,475,0.0003046,-0.000035,475,0.0008466,0.0005524,475,-0.0007406,-0.0004135,475,-2.4659598,-1.3844025,475,1.5401849,-2.9426243
,481.25,-0.0007439,-0.0346445,481.25,0.0011093,-0.000512,481.25,-0.0003899,-0.0010319,481.25,0.0007442,0.0009496,481.25,1.16658,-1.1134601,481.25,-5.6831689,-4.9982309
,487.5,-0.0028028,0.0361488,487.5,-0.001091,0.001116,487.5,-0.0004214,0.0003358,487.5,0.0004085,-0.0000984,487.5,0.9798002,2.7459817,487.5,5.6218762,12.2177734
,493.75,0.002611,-0.0293651,493.75,0.000122,0.0004474,493.75,0.0006108,0.0002813,493.75,-0.0012302,0.0000562,493.75,-0.7296246,1.3679644,493.75,-2.0500851,-9.228837
,500,0.0036096,0.006,500,0.0009954,-0.0016303,500,-0.0005803,-0.000377,500,0.0017769,-0.0004033,500,-0.2579772,-3.7833359,500,-2.0482173,1.5570112
,506.25,0.0058563,0.0069346,506.25,-0.0018385,-0.0002701,506.25,0.0010006,0.0002053,506.25,-0.0020105,-0.0004262,506.25,-1.5875382,0.6827657,506.25,1.5604644,2.9678249
,512.5,-0.0071797,0.0091508,512.5,0.0011134,0.0026482,512.5,-0.0011305,-0.0003136,512.5,0.0013773,0.0018071,512.5,2.9989996,7.3553586,512.5,3.5600047,-5.2579036
,518.75,-0.0049622,-0.0203018,518.75,0.0010506,-0.0024911,518.75,-0.0004347,0.0002631,518.75,0.0012446,-0.0021514,518.75,-1.151449,-9.243124,518.75,-2.0295258,3.4300468
,525,0.0124167,0.0388693,525,-0.0023529,0.0026468,525,0.0012699,0.0008186,525,-0.0049182,0.0004698,525,-0.7400884,2.3665662,525,-2.158803,1.0547724
,531.25,-0.0146499,-0.0449544,531.25,0.0024386,-0.0012112,531.25,0.0003087,-0.0006965,531.25,0.0062542,0.0027752,531.25,-0.3383617,0.0216014,531.25,-1.8122542,-0.7982272
,537.5,0.0099413,0.0225252,537.5,-0.0015648,-0.0017381,537.5,-0.0008036,-0.0004196,537.5,-0.0040939,-0.0035314,537.5,1.5674679,-1.1793139,537.5,5.6523795,-0.4131778
,543.75,-0.0109642,-0.0144047,543.75,-0.0010237,-0.0000704,543.75,-0.0007118,-0.0007439,543.75,0.0015709,0.001213,543.75,0.7019615,4.3648858,543.75,-5.8034277,3.2060308
,550,0.0216459,0.0109433,550,0.0028084,0.0011688,550,0.0014971,0.0013824,550,-0.0009963,0.0002562,550,-1.6854321,-3.0989137,550,2.194983,-5.8859396
,556.25,-0.0252621,-0.0040652,556.25,-0.001863,0.0001507,556.25,-0.0014283,-0.0004035,556.25,0.0023178,-0.0002382,556.25,4.6087399,0.1049097,556.25,0.5137852,4.7266641
,562.5,0.0123047,-0.0023675,562.5,-0.0003313,0.0006113,562.5,0.000564,0.0005977,562.5,-0.0028608,-0.0001316,562.5,-4.5489125,-1.3067338,562.5,0.7867189,-2.7205858
,568.75,-0.0003215,0.0039717,568.75,0.0027227,-0.0005826,568.75,0.0020007,-0.0004693,568.75,0.0005206,0.0003412,568.75,-5.1606436,0.9073266,568.75,2.6587663,1.1611497
,575,0.0043307,0.0030852,575,0.0000328,0.000589,575,-0.0017495,0.0001196,575,0.0012283,0.0004319,575,5.1812692,2.4695745,575,-4.5060649,-2.387243
,581.25,-0.0082426,0.0007189,581.25,-0.0081109,-0.0022184,581.25,-0.002058,-0.0011137,581.25,-0.0006259,-0.0018507,581.25,3.5385454,-2.3744891,581.25,-1.6372948,3.7121396
,587.5,-0.0060294,0.0009661,587.5,0.0113676,-0.0011939,587.5,0.0042346,0.0001349,587.5,0.0002615,0.001866,587.5,-3.7909911,0.2142317,587.5,3.114068,-2.5337667
,593.75,0.0169128,0.005792,593.75,-0.006198,0.0071583,593.75,-0.0025383,0.0024334,593.75,-0.0010764,-0.0001725,593.75,0.6030616,-0.3026319,593.75,0.253813,-1.5682868
,600,-0.01934,-0.020711,600,0.0031688,-0.0072471,600,0.0008493,-0.0028388,600,0.0018955,0.0003583,600,-0.1495533,1.8880104,600,1.3530666,4.7100253
,606.25,0.0325626,0.0100141,606.25,-0.0054437,0.0085469,606.25,-0.0013116,0.0039227,606.25,-0.0038282,-0.0019066,606.25,1.2544285,-0.9681791,606.25,-0.8641299,-0.9000121
,612.5,-0.0170331,0.0085849,612.5,0.0044309,-0.0085214,612.5,0.0009989,-0.0046951,612.5,0.0037591,0.0017341,612.5,-2.0017953,-2.3379033,612.5,-2.7076323,-2.7671189
,618.75,0.000396,0.0058794,618.75,0.0005438,0.0004853,618.75,0.0001414,0.0012979,618.75,0.0006104,-0.0003778,618.75,-0.0026432,2.5197155,618.75,3.0487916,-0.1119309
,625,-0.0145658,-0.0057705,625,-0.008774,0.002875,625,-0.0031257,0.0019358,625,-0.0025781,-0.0033011,625,0.777148,1.7426423,625,-0.8981129,1.7428223
,631.25,0.0097817,-0.0430879,631.25,0.0104554,0.000416,631.25,0.003906,-0.0012285,631.25,0.0009341,0.004966,631.25,-0.2096067,-3.286088,631.25,-0.0808294,3.3536851
,637.5,0.0068649,0.0444706,637.5,-0.0072064,-0.0028207,637.5,-0.0026987,-0.0013629,637.5,-0.0001409,-0.0034107,637.5,-0.6241918,4.7360754,637.5,-3.0602524,-6.078331
,643.75,-0.0072089,-0.0038753,643.75,0.0107907,0.0064503,643.75,0.0049135,0.0044282,643.75,0.0000004,0.0044987,643.75,0.8906751,-5.2150054,643.75,4.5060611,3.4313319
,650,-0.0048387,-0.0081069,650,-0.0156147,-0.0276655,650,-0.0063036,-0.0163989,650,0.0063558,-0.0101308,650,1.8367783,0.6922641,650,0.123644,1.7927685
,656.25,0.0184375,0.0135674,656.25,0.0165406,0.0360384,656.25,0.006545,0.0205245,656.25,-0.0092938,0.0114532,656.25,-1.3006281,0.9847087,656.25,-4.4950976,-3.2438531
,662.5,-0.0203592,-0.0281275,662.5,-0.0131237,-0.0047514,662.5,-0.0075743,-0.0025943,662.5,-0.0006025,-0.0034297,662.5,-1.8268774,-0.2347179,662.5,2.7397444,-3.2874823
,668.75,0.0059669,0.0285842,668.75,0.0053026,-0.0111769,668.75,0.0039096,-0.0065311,668.75,0.0048434,-0.0012145,668.75,1.7032825,0.6181002,668.75,-1.4931525,1.2854561
,675,0.0123936,-0.0117697,675,-0.0021712,0.0009364,675,-0.0015913,-0.0000149,675,0.0005705,0.000504,675,-0.7464194,-1.3546255,675,0.2782832,4.9686813
,681.25,-0.0246644,-0.0181249,681.25,0.0040834,0.0043966,681.25,0.0031266,0.003617,681.25,-0.0027427,0.000507,681.25,0.4425961,1.6597899,681.25,5.9636455,-3.6321998
,687.5,0.0053921,0.0368345,687.5,0.0096664,0.0010179,687.5,0.0069738,0.0026802,687.5,-0.0010905,-0.00092,687.5,0.4534065,-0.2197217,687.5,-9.6302691,3.38222
,693.75,0.0186419,-0.0255746,693.75,-0.0209459,-0.0070309,693.75,-0.0157453,-0.0083734,693.75,0.0038774,0.0006146,693.75,-0.4385126,-0.1216493,693.75,7.4134374,-5.3450794
,700,0.013789,0.0043477,700,0.0113834,0.001378,700,0.0082308,0.003679,700,-0.0015578,-0.0005367,700,-0.6342339,-2.3825929,700,-5.544971,5.1278081
,706.25,-0.0336471,0.023667,706.25,-0.0022164,0.0069665,706.25,0.0007616,0.0033154,706.25,-0.0009051,-0.0005807,706.25,0.3810144,2.8789794,706.25,4.3641062,-1.3900977
,712.5,0.0054063,-0.0319317,712.5,0.0001148,-0.0050073,712.5,-0.0021692,-0.0036013,712.5,0.0008207,0.0012295,712.5,0.0266904,-0.3565305,712.5,0.9945127,-0.9596203
,718.75,-0.0042625,-0.0042475,718.75,-0.0006798,0.0000209,718.75,0.0002433,0.0008195,718.75,0.000048,-0.0013118,718.75,0.1285132,-1.9352062,718.75,-5.5697765,0.582432
,725,0.0244436,0.0327916,725,0.0017037,0.0010361,725,0.0003822,-0.0000286,725,-0.000202,0.0016692,725,0.0516514,3.2506759,725,2.3377681,-2.8420789
,731.25,-0.0504674,-0.0359664,731.25,-0.0015296,-0.0023914,731.25,0.0004024,-0.0010937,731.25,0.0001307,-0.001216,731.25,-0.5497447,-0.5036946,731.25,1.6623837,3.7704518
,737.5,0.0251155,0.064707,737.5,0.0000999,0.0019848,737.5,-0.0012378,0.0005463,737.5,0.0000624,0.0006588,737.5,3.6289828,-3.5412753,737.5,0.1179755,-0.5280106
,743.75,0.0361779,-0.0673627,743.75,0.0002552,-0.0020092,743.75,0.0002298,-0.0010764,743.75,0.0003132,0.0003335,743.75,-6.4175258,3.6711264,743.75,-0.7023919,-0.7228248
,750,-0.0018502,0.0114803,750,0.0021019,0.0045955,750,0.0026291,0.0049961,750,-0.0012442,-0.0017972,750,4.1745625,-2.1339867,750,-1.5823137,-2.0643635
,756.25,-0.0329671,0.0311659,756.25,-0.0027676,-0.0058179,756.25,-0.0022379,-0.0065849,756.25,0.0005706,0.0012401,756.25,-0.1879692,0.6750513,756.25,3.2407429,4.3750429
,762.5,0.0198315,-0.0568194,762.5,-0.0001748,0.0036623,762.5,-0.0016715,0.0037759,762.5,0.0009339,0.0001675,762.5,1.4009693,-0.4748493,762.5,-1.9349047,-5.0768685
,768.75,-0.0237816,0.0401644,768.75,0.0002889,-0.0005613,768.75,0.0004595,-0.0003679,768.75,-0.0002137,0.0001586,768.75,-8.7027159,2.301863,768.75,-7.1704326,5.7698889
,775,0.0276392,-0.0033034,775,0.0010088,-0.0009813,775,0.0023117,-0.0014581,775,-0.0017275,-0.0007966,775,9.1808062,-5.2116971,775,11.4953566,-2.722682
,781.25,-0.0231507,-0.0011417,781.25,-0.0002033,0.00203,781.25,-0.0010136,0.0025242,781.25,0.0016178,0.0004354,781.25,-3.1005154,3.0926669,781.25,-0.3199719,-1.9173989
,787.5,-0.0094286,0.0149892,787.5,0.0003237,-0.0025769,787.5,0.0005892,-0.0034357,787.5,-0.0007689,-0.0000192,787.5,2.1487958,0.495139,787.5,-5.0502281,0.193794
,793.75,0.0365361,-0.0225456,793.75,-0.0007325,0.0021787,793.75,-0.0012988,0.0033597,793.75,0.000642,0.0002899,793.75,-1.5630563,0.0183081,793.75,-0.3381249,3.6448762
,800,-0.020289,0.0116572,800,0.0002848,-0.0005709,800,0.0010503,-0.0016419,800,-0.0008147,-0.000123,800,0.7206915,0.5103279,800,1.623215,-0.7060164
,806.25,-0.0356662,-0.0089864,806.25,-0.0002586,-0.0007055,806.25,-0.0006393,0.0004876,806.25,0.0008146,-0.0002458,806.25,-3.1212568,-0.5796818,806.25,-0.0925121,-3.7528512
