C:\Simcenter\Testxpress\ProjectData\Gamma_GS_NVH_241212\Data\s1_3_2.xdf,12.12.24,15:20:49,,,,,,,,,,,,,,,,
,M1: Mic_near_TC : FFT(C1) Frequency[Hz],M1: Mic_near_TC : FFT(C1) [Pa](A),,M2: Acc_Comp_in_X : FFT(C2) Frequency[Hz],M2: Acc_Comp_in_X : FFT(C2) [g],,M3: Acc_Comp_in_Y : FFT(C3) Frequency[Hz],M3: Acc_Comp_in_Y : FFT(C3) [g],,M4: Acc_Comp_in_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_in_z : FFT(C4) [g],,M5: Dyn_Pressure_Comp_In : FFT(C5) Frequency[Hz],M5: Dyn_Pressure_Comp_In : FFT(C5) [Pa],,M6: Dyn_Pressure_Comp_Out : FFT(C6) Frequency[Hz],M6: Dyn_Pressure_Comp_Out : FFT(C6) [Pa],
,150,0.0130114,-0.009766,150,-0.0037894,0.0042984,150,-0.0038464,-0.0002887,150,-0.0025222,0.0047578,150,4.7374525,-2.5496237,150,-8.1916113,-4.9949002
,156.25,-0.0073067,0.0078043,156.25,0.0023357,-0.0020109,156.25,0.001503,0.0000535,156.25,0.0020376,-0.0020753,156.25,-9.3821058,7.7896328,156.25,4.3704166,22.4382763
,162.5,0.000272,-0.0032742,162.5,-0.0003499,0.0007681,162.5,-0.0016719,-0.0008315,162.5,-0.00051,0.0018106,162.5,12.2096558,-2.2794869,162.5,11.6977949,-18.2232685
,168.75,0.0068392,-0.0020942,168.75,0.0015299,0.0078337,168.75,-0.0192933,-0.0098192,168.75,0.0029566,0.0233237,168.75,-8.6105661,-5.1461754,168.75,-6.588098,0.8237705
,175,-0.0084196,0.0111796,175,-0.0047529,-0.0258517,175,0.0619519,0.0304499,175,-0.0095631,-0.0740179,175,2.3388813,5.482429,175,-2.5438614,0.7158172
,181.25,-0.0086592,-0.0014611,181.25,0.003969,0.0200052,181.25,-0.0469486,-0.0222286,181.25,0.0081006,0.0557383,181.25,-2.0305555,-3.7345562,181.25,-9.6943436,-1.4078143
,187.5,0.0120595,-0.0287613,187.5,-0.0006361,-0.002139,187.5,0.0056183,0.0029219,187.5,-0.0015001,-0.0067201,187.5,2.0498352,3.4176934,187.5,23.0540905,6.3571906
,193.75,-0.010518,0.0215691,193.75,-0.0003536,-0.0011245,193.75,0.000137,-0.0011492,193.75,0.0003172,0.0002254,193.75,-1.8621057,-3.5736289,193.75,-16.8165379,-7.4349508
,200,0.003162,0.0002292,200,0.0003536,0.000292,200,0.0006638,0.0011888,200,-0.0002946,-0.0014361,200,2.7442377,0.0054415,200,-0.729941,0.1631429
,206.25,0.0189685,0.0024217,206.25,-0.0004408,-0.0000424,206.25,0.0000505,-0.000166,206.25,0.0001369,0.0002125,206.25,-2.2638235,5.5035911,206.25,6.6568542,11.1587296
,212.5,-0.0214243,-0.0043112,212.5,0.0010511,0.0002437,212.5,0.0009915,0.0005058,212.5,-0.000521,-0.0003793,212.5,4.6200447,-4.76545,212.5,1.5350522,-9.2447138
,218.75,0.002493,-0.0009809,218.75,-0.0008203,-0.0010419,218.75,-0.0008423,-0.0009202,218.75,0.0006512,-0.00003,218.75,-4.8200717,-1.0829259,218.75,-3.7189093,6.4787388
,225,0.0093342,0.0087376,225,-0.0002522,0.0020557,225,0.0000671,0.0009013,225,-0.000548,0.0008791,225,3.4909358,5.9014683,225,-9.6077309,-2.4779015
,231.25,-0.0017637,-0.0150974,231.25,0.0004486,-0.0024301,231.25,0.0001138,-0.0006158,231.25,0.0007544,-0.0010959,231.25,-3.357131,-4.2549133,231.25,12.2935448,-5.7109685
,237.5,-0.004056,0.0128759,237.5,0.0001093,0.0013161,237.5,-0.0001031,-0.0000323,237.5,-0.0007279,0.0005373,237.5,2.7229204,2.4747341,237.5,1.1925702,1.4363728
,243.75,0.0021183,0.0008631,243.75,-0.0004647,-0.0001134,243.75,0.0004765,0.0003883,243.75,-0.0005788,-0.0001959,243.75,-4.0895462,-1.4056023,243.75,-9.4611883,-0.4818355
,250,-0.0003891,-0.0055111,250,0.0004007,-0.0005886,250,-0.0000681,0.0000082,250,0.0009673,-0.0003445,250,6.0991225,-2.7561507,250,7.2988458,5.6562309
,256.25,0.0050276,-0.0051039,256.25,-0.0007964,0.0009389,256.25,-0.000486,0.0001269,256.25,-0.0007623,0.0005306,256.25,-7.1591334,2.2752903,256.25,-1.2675341,-6.0885
,262.5,-0.0087844,0.0208753,262.5,0.0007035,-0.0004758,262.5,0.0004457,-0.0001145,262.5,0.0007427,-0.0000201,262.5,3.935276,-1.4131752,262.5,-0.3601804,-2.3416798
,268.75,0.0152935,-0.0191759,268.75,0.000289,-0.0006127,268.75,-0.0002937,-0.000409,268.75,0.0005165,-0.0009222,268.75,1.7091516,4.3519583,268.75,5.7510042,8.4271812
,275,-0.0202752,0.002949,275,-0.0005964,0.0008201,275,0.000093,0.0003798,275,-0.0009243,0.0009436,275,-0.8209307,-5.6006904,275,-0.9642726,-6.3448081
,281.25,0.0134441,-0.0183778,281.25,0.0008667,0.000062,281.25,0.0001131,0.0002385,281.25,0.000268,-0.0003842,281.25,0.8641353,4.1038432,281.25,-9.8529673,12.3565693
,287.5,-0.0008464,0.0336443,287.5,-0.0004927,-0.0006139,287.5,-0.0002035,-0.0012629,287.5,0.0003995,0.0002897,287.5,-2.7306561,-2.7355497,287.5,9.571497,-17.1292019
,293.75,-0.0174965,-0.0237524,293.75,-0.0003317,0.0032026,293.75,0.000621,0.0042419,293.75,-0.0008791,0.0024284,293.75,-5.1091256,2.5903175,293.75,-9.6772909,13.2826853
,300,0.009826,0.0209745,300,-0.0000311,-0.0063941,300,-0.0004373,-0.0067315,300,0.0002167,-0.0051946,300,9.8459616,-3.4367237,300,6.9045129,-1.1413399
,306.25,0.024535,-0.051848,306.25,0.000395,0.003913,306.25,0.0002703,0.0042215,306.25,0.0002947,0.0023633,306.25,-5.5822325,1.6198659,306.25,-2.691438,-6.8418307
,312.5,-0.039629,0.1052476,312.5,-0.0008326,-0.0001327,312.5,-0.0014245,-0.0006756,312.5,-0.0002176,0.00048,312.5,6.9260817,4.894155,312.5,1.7261863,1.7091832
,318.75,-0.0329942,-0.0754777,318.75,0.0008863,-0.000033,318.75,0.0015353,0.0001908,318.75,0.000406,-0.0002418,318.75,-12.1748362,-5.6367865,318.75,3.1673093,-1.2702538
,325,0.1294126,0.0002416,325,-0.0001607,-0.0002297,325,0.0002434,-0.0004158,325,-0.0007338,-0.0000002,325,6.825675,-1.2945716,325,-12.8588209,-3.7414157
,331.25,-0.0938674,0.0356173,331.25,0.0001184,0.0003532,331.25,-0.0004972,-0.0002105,331.25,0.0006576,0.0002104,331.25,3.9473622,3.4205794,331.25,6.3338017,10.5708513
,337.5,0.0169646,-0.0497669,337.5,-0.000451,-0.0012099,337.5,-0.0006165,0.0001084,337.5,-0.0002143,-0.0002918,337.5,-7.3978891,-2.210855,337.5,4.9753895,-0.837558
,343.75,-0.0054592,0.0188667,343.75,-0.0000984,0.0006919,343.75,0.0006757,0.0003831,343.75,0.0001855,-0.0003709,343.75,3.5647998,4.8334136,343.75,3.9842436,-3.9359949
,350,0.0123708,0.0090821,350,0.0001831,0.0009015,350,-0.0008313,0.0003091,350,-0.00146,0.000412,350,-0.3082354,-3.9323425,350,-12.1288681,-0.6564068
,356.25,-0.038134,-0.0191915,356.25,0.0008194,-0.0008042,356.25,0.0007785,-0.0005954,356.25,0.0020024,0.0002151,356.25,3.933826,0.8344788,356.25,8.9223166,3.4217756
,362.5,0.0531348,0.0245602,362.5,-0.0007385,-0.0004309,362.5,0.0002163,0.0001422,362.5,-0.0006494,-0.0005657,362.5,-4.9569554,-0.1009773,362.5,-4.084754,-7.9323153
,368.75,-0.041891,-0.0109316,368.75,0.0002498,0.0010817,368.75,-0.0004507,-0.0001019,368.75,0.0004891,0.0007233,368.75,2.2330303,-0.0756398,368.75,0.5639456,5.0708194
,375,0.0246138,0.0079019,375,0.0005687,-0.0009697,375,0.0005791,-0.0005758,375,-0.0007756,-0.0001545,375,-3.5083079,-2.6142075,375,-4.1974888,-0.1500902
,381.25,0.0066957,0.0206656,381.25,-0.0032368,0.0020214,381.25,-0.0008066,0.0019866,381.25,-0.0006206,0.000131,381.25,4.3918095,3.396714,381.25,8.8839588,-2.1302059
,387.5,-0.0258595,-0.0630193,387.5,0.0039358,-0.002662,387.5,0.0005803,-0.001191,387.5,0.0012812,-0.0010389,387.5,-1.4551049,-0.3398407,387.5,-4.1050625,4.3527341
,393.75,0.0387868,0.0631808,393.75,-0.0018218,0.0014764,393.75,-0.0007822,-0.0007978,393.75,-0.0006519,0.0012072,393.75,-0.305406,-1.323184,393.75,-1.1959906,-0.4424013
,400,-0.0503281,-0.0177629,400,0.0021335,-0.0112808,400,-0.0012254,-0.0019885,400,0.001888,-0.0022618,400,-2.5306227,1.429511,400,-0.6923384,-1.4297751
,406.25,0.0421342,-0.0073509,406.25,-0.0043021,0.0212972,406.25,0.0032964,0.006289,406.25,-0.0046597,0.0029776,406.25,3.7047029,-1.2061864,406.25,1.6223584,-1.8946813
,412.5,-0.0210358,-0.024029,412.5,0.0011024,-0.0128949,412.5,-0.0037599,-0.0035021,412.5,0.0038603,-0.0026668,412.5,0.3350496,0.6361461,412.5,-2.8650165,3.5432045
,418.75,0.0023133,0.0187111,418.75,0.0017412,0.0088254,418.75,0.0048955,0.0017758,418.75,-0.0024477,0.0029852,418.75,-3.305373,-0.863591,418.75,8.5561314,-5.0798268
,425,-0.0160619,0.0286909,425,-0.0076204,-0.0276275,425,-0.013307,-0.0079631,425,0.0070737,-0.0089785,425,1.2265568,1.1520532,425,-7.3654346,5.2418799
,431.25,0.0305516,-0.0600928,431.25,0.0208918,0.0347528,431.25,0.022079,0.0067245,431.25,-0.0081405,0.0153918,431.25,1.812764,0.4794379,431.25,-1.5241154,0.0588754
,437.5,0.0063283,0.0434109,437.5,-0.0140052,-0.0107658,437.5,-0.0115524,0.0006727,437.5,0.0021528,-0.0074615,437.5,-3.0241075,-4.3838172,437.5,8.6516752,-1.6548696
,443.75,-0.0382812,0.0058044,443.75,-0.0033228,0.0004735,443.75,-0.0005493,0.0030803,443.75,-0.0004774,-0.0027492,443.75,3.7935803,5.7294779,443.75,-3.9567881,-2.4063029
,450,0.0440002,-0.0262511,450,0.0033741,-0.0038889,450,0.0010816,-0.0071335,450,-0.0004547,0.0041699,450,-2.2509162,-1.3928809,450,-0.2632425,5.8562775
,456.25,-0.046572,0.0268335,456.25,0.0026576,-0.0024574,456.25,-0.0002079,-0.0000157,456.25,0.0030015,-0.00159,456.25,-1.0205342,-0.2774306,456.25,-7.53369,-9.4589291
,462.5,0.029658,-0.014676,462.5,-0.0040793,0.0037029,462.5,-0.0023155,0.0054442,462.5,-0.0003956,-0.0016236,462.5,0.9264752,-1.2514386,462.5,9.3935785,12.3858347
,468.75,-0.0138176,0.0204243,468.75,0.001608,-0.0021207,468.75,0.001838,-0.0038701,468.75,-0.0015175,0.0010973,468.75,0.422643,1.3565506,468.75,-5.2299256,-7.746707
,475,0.0134903,-0.042435,475,0.0002051,0.002265,475,0.0021955,0.0017981,475,-0.0013183,-0.0002994,475,0.0592911,-2.2504761,475,2.5168283,-0.1673
,481.25,-0.0040659,0.0137756,481.25,0.001458,-0.0008799,481.25,-0.0016165,-0.0014422,481.25,0.0024992,0.0014806,481.25,-0.5380285,1.5704727,481.25,2.1404886,-1.268499
,487.5,0.0065456,-0.0292404,487.5,-0.0016609,-0.0004468,487.5,-0.0009778,0.0008225,487.5,-0.0007918,-0.0010128,487.5,0.6463009,1.1669259,487.5,0.0888347,4.8879843
,493.75,-0.0310053,0.0724029,493.75,-0.0008848,0.0035762,493.75,-0.0004492,0.0013952,493.75,-0.000085,0.0006248,493.75,-1.0101448,-0.5334194,493.75,-3.7407219,-3.5293884
,500,0.0366103,-0.0534209,500,0.0017312,-0.0055037,500,0.0010122,-0.00203,500,0.0005237,-0.0023479,500,3.1309962,-2.6123114,500,-3.002948,1.4222238
,506.25,0.0117694,0.037062,506.25,0.0031873,0.0080964,506.25,0.0048353,0.0038914,506.25,-0.0022449,0.002776,506.25,-4.2839556,7.0497885,506.25,4.8247828,-0.1452805
,512.5,-0.0617433,-0.0115968,512.5,-0.0042669,-0.0114022,512.5,-0.0053495,-0.0038963,512.5,0.0025167,-0.001989,512.5,0.5858169,-8.0483608,512.5,0.4551418,0.8961177
,518.75,0.0651597,-0.0090638,518.75,-0.0011148,0.0052396,518.75,-0.0010117,-0.0039456,518.75,-0.0003684,0.003725,518.75,3.8973596,2.8061106,518.75,1.274577,-2.4071417
,525,-0.0627234,0.0037589,525,-0.001814,0.0031992,525,-0.0023355,0.0064863,525,0.0009263,-0.0033061,525,-3.787472,-0.0689382,525,0.1485779,-0.3768461
,531.25,0.0275143,-0.0042547,531.25,0.0072497,-0.0024282,531.25,0.007019,0.0007418,531.25,-0.0017945,-0.0028455,531.25,3.1847572,-1.5677494,531.25,-9.7644691,5.7878571
,537.5,0.0049054,0.0128213,537.5,-0.0051473,-0.000978,537.5,-0.0033343,-0.0034621,537.5,-0.0003948,0.0035142,537.5,-4.7277446,6.1018267,537.5,10.9393177,-4.719234
,543.75,-0.0004824,-0.0251703,543.75,0.002574,-0.0001158,543.75,0.0004399,-0.0014917,543.75,0.0025267,0.0025341,543.75,4.6741576,-6.8854327,543.75,-3.5369017,-2.6642385
,550,-0.0076313,0.0265297,550,-0.0074235,-0.0008842,550,-0.0037107,0.0028034,550,-0.0002889,-0.0043364,550,0.0534538,3.8682425,550,-1.9852785,5.920784
,556.25,0.0254277,0.0009384,556.25,0.0092086,0.0024444,556.25,0.0036215,-0.0005567,556.25,-0.0020849,0.00203,556.25,-4.9882483,-3.2361622,556.25,-0.4883618,-7.4404178
,562.5,-0.0236303,-0.0304452,562.5,-0.0033911,0.0000404,562.5,0.0012008,-0.0003414,562.5,-0.0011162,0.0006606,562.5,2.5590744,0.5460413,562.5,5.6328378,11.5791922
,568.75,0.0096258,0.0063676,568.75,0.0009385,-0.0031869,568.75,-0.0018599,0.0011721,568.75,0.00304,-0.0018872,568.75,1.8254201,4.6844602,568.75,-2.7993743,-7.7872272
,575,0.0011029,0.0300678,575,-0.001367,0.0035571,575,-0.0000212,-0.0023173,575,-0.0000033,0.0000674,575,-3.6284907,-6.8278551,575,2.5686593,2.0474184
,581.25,-0.0129238,-0.0262812,581.25,-0.0004337,0.0013106,581.25,0.0011108,0.004592,581.25,-0.0031564,0.0011368,581.25,2.2658265,5.3677359,581.25,-6.411201,-1.6662511
,587.5,0.0026728,0.0100736,587.5,0.0036376,-0.0027509,587.5,-0.002193,-0.004999,587.5,0.0037928,0.0018807,587.5,2.6685374,-0.4092784,587.5,6.2693353,-1.6329659
,593.75,0.0041198,-0.0267837,593.75,0.0002055,0.0029038,593.75,0.0045826,0.0034118,593.75,-0.0049229,-0.0018609,593.75,-5.5525689,-4.0502524,593.75,-5.193274,-0.7944018
,600,-0.0146972,0.0427176,600,-0.0073733,-0.0129245,600,-0.0104685,-0.0046405,600,0.0106348,-0.0019255,600,4.9274449,5.394866,600,1.8265342,8.2780972
,606.25,0.0310608,-0.0060033,606.25,-0.0041713,0.0147103,606.25,0.0073701,0.0118024,606.25,-0.0101912,-0.002489,606.25,-3.6545079,-2.7054012,606.25,2.5351827,-5.2804728
,612.5,0.034968,-0.0484187,612.5,0.0166583,-0.0254754,612.5,-0.0107357,-0.0197828,612.5,0.0161206,0.0085609,612.5,1.7751315,-0.737868,612.5,-6.1524854,-0.8814585
,618.75,-0.1346721,0.0366988,618.75,0.0093964,0.1613473,618.75,0.1401012,0.0203182,618.75,-0.1237533,-0.0096912,618.75,0.0732458,1.5295469,618.75,-1.532985,-0.6087793
,625,0.1387139,0.0311191,625,-0.0303358,-0.2359749,625,-0.2218386,-0.0103686,625,0.185959,0.0078693,625,-0.6306245,-3.7636359,625,11.8614483,1.810743
,631.25,-0.0878804,-0.0360736,631.25,0.0107577,0.0789466,631.25,0.0894282,-0.0002599,631.25,-0.063683,-0.0073497,631.25,2.0440028,3.6363826,631.25,-5.8441081,1.543617
,637.5,0.0324197,-0.0159237,637.5,-0.0001821,0.0195833,637.5,-0.0045046,-0.0016471,637.5,-0.0153127,0.0084423,637.5,-2.667099,0.3885077,637.5,2.1507635,-3.4670026
,643.75,0.016886,0.0272945,643.75,0.009556,-0.005206,643.75,0.0085605,0.004855,643.75,0.0089481,-0.0016987,643.75,0.5836317,-1.5775995,643.75,-2.1044426,3.2597713
,650,-0.0148721,-0.0100766,650,-0.0066261,0.0036167,650,-0.0034778,0.0002567,650,-0.0040886,-0.0004463,650,1.2435396,-0.1116906,650,1.5867629,-1.2730861
,656.25,-0.0037235,0.0442389,656.25,-0.003859,-0.003212,656.25,0.0011015,-0.003839,656.25,-0.002328,-0.003416,656.25,-1.7451833,2.3620377,656.25,-6.5086355,3.0148797
,662.5,-0.0073503,-0.0512824,662.5,0.0066896,0.0008814,662.5,0.0017661,0.0014574,662.5,0.0024057,0.00269,662.5,1.2692853,-2.1793518,662.5,1.7944257,-5.8075447
,668.75,0.0122506,-0.0170493,668.75,-0.0036673,0.0033774,668.75,-0.0009162,0.0004155,668.75,-0.0021893,-0.0001528,668.75,-1.5043567,-0.8588029,668.75,2.0529311,-0.769687
,675,0.014271,0.0415926,675,-0.0012188,-0.00302,675,0.0012423,-0.0001606,675,0.0002097,-0.0010748,675,1.7244012,1.7445264,675,3.962085,6.3029146
,681.25,-0.0291986,-0.0290265,681.25,0.0018903,0.0019961,681.25,-0.0004491,0.0004603,681.25,-0.0023143,0.0010373,681.25,-2.0519345,-0.1006168,681.25,-2.8205476,-2.5896387
,687.5,0.0248183,0.0499725,687.5,0.0005644,-0.0008154,687.5,0.0000882,0.0005623,687.5,0.0047549,-0.0022505,687.5,2.2222764,0.4826887,687.5,-1.5153611,-3.7211428
,693.75,-0.0023546,-0.0647809,693.75,-0.0026237,-0.0009292,693.75,-0.000997,-0.001976,693.75,-0.0026011,0.0019571,693.75,1.3573248,-1.7556773,693.75,6.9297123,5.1442828
,700,-0.0249417,0.0093712,700,0.0049201,-0.0017629,700,0.001339,-0.0004039,700,0.0007976,0.0000744,700,-2.3119893,0.9894447,700,-8.2145052,-4.3885798
,706.25,0.0272891,0.0601255,706.25,-0.004453,0.0019023,706.25,-0.001242,0.0026088,706.25,0.0005129,-0.0015991,706.25,-2.2368047,1.2084991,706.25,-2.6120179,3.3507657
,712.5,-0.0001676,-0.0154589,712.5,-0.0015259,0.0008626,712.5,-0.0001835,-0.0011741,712.5,-0.0026372,0.000712,712.5,6.3873215,-3.6829195,712.5,6.7050109,5.0964851
,718.75,-0.0515811,-0.0406738,718.75,0.0082329,-0.0004758,718.75,0.0018863,-0.0003666,718.75,0.0045762,0.0014962,718.75,-5.1861544,4.4614949,718.75,0.2956053,-9.0894413
,725,0.0457516,-0.0466322,725,-0.0078628,-0.0010603,725,-0.0008586,0.0011108,725,-0.0027922,-0.0023985,725,1.3396134,-3.3344071,725,-2.9040971,5.9369898
,731.25,-0.0629808,0.0953057,731.25,-0.0012913,0.0041386,731.25,-0.0008255,-0.0004602,731.25,-0.0033682,0.0014901,731.25,-1.8257526,3.1233029,731.25,0.8005856,0.3422005
,737.5,0.109712,0.0177704,737.5,0.0057726,-0.0039996,737.5,0.0001631,-0.000921,737.5,0.0048242,0.0013311,737.5,1.1460052,-4.1244063,737.5,-5.3186355,-11.2930765
,743.75,-0.0497969,-0.0721681,743.75,-0.0022838,-0.0027155,743.75,0.0009845,0.0002381,743.75,-0.0008852,-0.0048133,743.75,2.1876476,1.771956,743.75,5.7041869,10.7649727
,750,0.0158338,0.0552745,750,-0.0016881,0.0044762,750,-0.0014823,-0.0005692,750,-0.0009772,0.0045952,750,-3.6614156,3.327641,750,3.5071731,1.2876967
,756.25,-0.0428242,-0.0937405,756.25,0.0038976,0.0008717,756.25,0.0018123,0.002195,756.25,0.0004606,-0.0007533,756.25,3.9802911,-4.7530003,756.25,-4.5477095,-7.3570366
,762.5,0.0372349,0.0835917,762.5,0.0004139,0.0009043,762.5,0.0006823,0.0003944,762.5,-0.0013122,0.0017608,762.5,-1.721794,-0.5741603,762.5,1.8646678,7.4783516
,768.75,0.0102336,-0.052299,768.75,-0.0017708,-0.0042642,768.75,-0.0010122,-0.0020173,768.75,0.0023991,-0.004186,768.75,-1.8890954,6.1377029,768.75,-2.5922866,-6.1283598
,775,-0.0491452,0.038284,775,-0.002063,0.0017487,775,-0.0026881,-0.0002658,775,-0.0000102,0.0028275,775,2.131691,-4.5763316,775,-3.9240015,7.1623302
,781.25,0.048208,0.0206959,781.25,-0.0006975,-0.0021407,781.25,0.0023172,-0.0010669,781.25,-0.0026124,-0.0018011,781.25,0.2895732,0.2355886,781.25,4.4134579,-11.8579178
,787.5,-0.0188007,-0.0541391,787.5,0.0001908,0.0051979,787.5,-0.0016384,0.002942,787.5,-0.0002251,0.0014294,787.5,0.1860059,0.690807,787.5,5.4342265,6.5075536
,793.75,-0.0677644,0.0485474,793.75,0.0051409,-0.0022236,793.75,0.0044339,0.0026757,793.75,0.0002429,-0.004217,793.75,-1.260933,-1.6117222,793.75,-2.6378126,2.3816197
,800,0.1329825,-0.0170639,800,-0.0059371,0.0015438,800,-0.0062378,-0.0054507,800,0.0038529,0.008667,800,-2.9527295,5.0780897,800,-4.9689198,-1.4853101
,806.25,-0.0924308,0.0054211,806.25,-0.0074306,-0.0062059,806.25,-0.0005924,-0.000586,806.25,-0.0058111,-0.0105777,806.25,5.5184717,-5.2764072,806.25,1.7900099,-3.3480878
