C:\Simcenter\Testxpress\ProjectData\Gamma_GS_NVH_241212\Data\s1_5_4.xdf,12.12.24,15:54:03,,,,,,,,,,,,,,,,
,M1: Mic_near_TC : FFT(C1) Frequency[Hz],M1: Mic_near_TC : FFT(C1) [Pa](A),,M2: Acc_Comp_in_X : FFT(C2) Frequency[Hz],M2: Acc_Comp_in_X : FFT(C2) [g],,M3: Acc_Comp_in_Y : FFT(C3) Frequency[Hz],M3: Acc_Comp_in_Y : FFT(C3) [g],,M4: Acc_Comp_in_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_in_z : FFT(C4) [g],,M5: Dyn_Pressure_Comp_In : FFT(C5) Frequency[Hz],M5: Dyn_Pressure_Comp_In : FFT(C5) [Pa],,M6: Dyn_Pressure_Comp_Out : FFT(C6) Frequency[Hz],M6: Dyn_Pressure_Comp_Out : FFT(C6) [Pa],
,150,0.0232903,0.0052002,150,-0.0052841,-0.0011365,150,-0.0034071,-0.003867,150,-0.0066865,0.0013375,150,-4.5194359,3.195555,150,5.1747046,0.5925819
,156.25,0.0091632,-0.0109102,156.25,0.0047877,-0.0006178,156.25,0.000845,0.0031548,156.25,0.0059159,-0.0026781,156.25,-1.8662058,-3.2740064,156.25,0.0015661,-16.1520061
,162.5,-0.0129256,-0.0037157,162.5,-0.0011314,0.0039164,162.5,-0.00392,-0.0007581,162.5,0.0005209,0.0059831,162.5,7.5592113,-2.475426,162.5,8.02034,13.7257853
,168.75,-0.0171045,0.0112257,168.75,0.0128043,0.015435,168.75,-0.0461531,0.0006327,168.75,0.027808,0.030367,168.75,-1.6692777,3.315938,168.75,-14.3404856,7.105464
,175,0.0408743,0.042901,175,-0.039044,-0.0554585,175,0.147669,0.0007944,175,-0.088526,-0.1023208,175,-8.3865547,-3.5766637,175,8.3611307,-15.635169
,181.25,-0.0183842,-0.06427,181.25,0.0298612,0.0428038,181.25,-0.1122783,-0.0022427,181.25,0.0678564,0.0779669,181.25,6.404912,5.8536582,181.25,-3.1014128,9.1647606
,187.5,-0.0180084,-0.0064313,187.5,-0.0030217,-0.005385,187.5,0.0131185,0.0009217,187.5,-0.0075871,-0.0090205,187.5,-1.4778349,-2.8641434,187.5,5.0778832,-7.2888303
,193.75,0.018117,0.0550933,193.75,-0.0010534,0.0004807,193.75,0.0025387,0.0003206,193.75,-0.0023018,-0.0012575,193.75,4.8036618,-0.4717724,193.75,-9.2503996,1.3063529
,200,0.0221161,-0.0512647,200,0.000472,-0.0014779,200,-0.0016535,-0.0009315,200,0.0000189,0.0004127,200,-1.6461562,-0.8778014,200,9.0768633,7.2935643
,206.25,-0.038947,0.0125376,206.25,-0.0013062,0.0003233,206.25,0.0014721,0.0007752,206.25,0.0005629,-0.0006071,206.25,-6.4542847,-0.9912351,206.25,-18.6031857,-8.4273596
,212.5,0.0194935,0.0005038,212.5,0.000894,-0.0003395,212.5,0.0014107,0.0000592,212.5,-0.0010555,-0.0011211,212.5,7.2117567,5.5493217,212.5,28.5148525,0.5901287
,218.75,-0.0108018,0.0115741,218.75,-0.0005478,0.0000687,218.75,-0.0004905,-0.0003166,218.75,-0.0000935,0.0000387,218.75,-6.4292564,-5.6142573,218.75,-16.122324,8.0888414
,225,0.0041745,0.0043305,225,-0.0001046,0.0002438,225,0.0001249,0.0007657,225,0.0000578,0.0002685,225,6.4179974,4.3890371,225,2.866848,-7.3785491
,231.25,-0.0020295,0.0040985,231.25,0.0014746,-0.0000796,231.25,0.0005869,-0.0003501,231.25,0.0009416,0.0003384,231.25,-3.3126175,-3.8871281,231.25,2.8538928,7.0554018
,237.5,0.0018741,-0.0256277,237.5,-0.0020663,-0.0006086,237.5,-0.0003425,-0.0009611,237.5,-0.0014419,-0.0009267,237.5,7.210979,-1.1641878,237.5,-8.7069407,-10.6018047
,243.75,-0.0051753,0.0351395,243.75,0.0011195,0.0005808,243.75,-0.0001545,0.0006243,243.75,0.0007857,0.0004742,243.75,-13.3705206,3.6730578,243.75,6.3279824,4.970212
,250,-0.001201,-0.039721,250,-0.0003412,0.0001794,250,-0.0002903,0.0003861,250,-0.0000324,0.000565,250,3.9485967,-0.3933644,250,-1.1429496,4.3271675
,256.25,-0.00406,0.0438971,256.25,-0.0006076,-0.0006004,256.25,0.0001441,-0.0006754,256.25,-0.0008222,-0.0006879,256.25,9.6760712,1.9799646,256.25,2.3685696,-4.3008037
,262.5,0.0231301,-0.0460858,262.5,0.0010055,-0.0000111,262.5,0.0005738,0.0007943,262.5,0.0006779,0.0000282,262.5,-8.1502762,-7.6293874,262.5,5.1631184,1.4515108
,268.75,-0.0268491,0.0333559,268.75,-0.0002304,0.0009621,268.75,-0.0007984,-0.0005027,268.75,0.0003837,0.0002427,268.75,6.802835,11.1486225,268.75,-15.8333445,1.6245975
,275,0.021154,-0.0333289,275,0.0001928,-0.0017438,275,0.0008774,0.0000304,275,-0.0006569,-0.0011008,275,-7.7929063,-6.3116169,275,9.0028706,-8.1151419
,281.25,-0.0040372,0.0391676,281.25,-0.0006158,0.0016098,281.25,-0.0002318,-0.0001765,281.25,-0.0003077,0.0020577,281.25,-2.9785903,-2.1875827,281.25,-1.2853403,10.5691509
,287.5,0.0229472,-0.0098356,287.5,0.0006036,-0.0012273,287.5,-0.0006852,0.0001632,287.5,0.0010207,-0.0023704,287.5,11.2667465,0.6620374,287.5,0.1443837,-4.6051149
,293.75,-0.0359611,-0.0302619,293.75,-0.0002367,-0.0010835,293.75,0.0013086,-0.0020921,293.75,0.0002831,-0.000211,293.75,-9.2174072,-2.368381,293.75,4.3887968,-9.8568459
,300,-0.0148309,0.0321322,300,-0.0009113,0.0044929,300,-0.0012828,0.0048985,300,-0.0018826,0.0035792,300,2.4760628,5.2462201,300,-7.1309738,13.9583502
,306.25,0.0352196,0.0109733,306.25,0.0013698,-0.003786,306.25,0.0005791,-0.0032947,306.25,0.0009668,-0.0028512,306.25,6.7677269,2.3865395,306.25,8.7597113,-4.1879573
,312.5,0.0606204,-0.0143054,312.5,-0.0007872,0.0016431,312.5,0.0002473,0.0007584,312.5,-0.0000826,0.0013508,312.5,-15.2710819,-1.2807255,312.5,-14.2416792,4.9773641
,318.75,-0.0529669,-0.0556757,318.75,0.0005639,-0.0002316,318.75,0.0002468,0.0002185,318.75,0.0001867,-0.0009218,318.75,10.7128916,-4.5326271,318.75,9.1919451,-7.1958604
,325,-0.2061626,0.0082471,325,-0.000429,-0.0012922,325,-0.0007656,-0.001703,325,-0.0000681,0.0001146,325,0.8285362,5.5658607,325,1.3530027,7.4731894
,331.25,0.2245015,0.1205668,331.25,-0.0000077,0.0008004,331.25,-0.0001006,0.0016234,331.25,0.0002051,0.0002152,331.25,-7.0268178,-5.1716051,331.25,0.4283462,-9.5481749
,337.5,0.0425246,-0.0752618,337.5,0.0003179,0.0006826,337.5,0.0006057,-0.0001267,337.5,-0.0003612,0.0003073,337.5,5.8851485,5.4884925,337.5,-1.6783203,3.4009006
,343.75,-0.0914639,-0.0327873,343.75,0.0001825,-0.0014402,343.75,0.0001883,-0.0003693,343.75,0.000475,-0.0022569,343.75,0.2709105,-7.128974,343.75,0.4319027,-4.6596594
,350,-0.0052447,0.0373525,350,-0.0024345,0.0020621,350,-0.0016921,0.0009749,350,-0.0013477,0.0047593,350,2.1437852,4.9523339,350,-6.1615286,8.277997
,356.25,0.0167017,-0.0320445,356.25,0.0031863,-0.0009966,356.25,0.0012875,-0.0014885,356.25,0.0013431,-0.0038657,356.25,-6.3801174,-2.4730098,356.25,7.0769205,-3.4743595
,362.5,0.0027051,0.0161558,362.5,-0.000162,-0.000506,362.5,0.0008707,0.0007792,362.5,-0.0000521,0.0007621,362.5,3.5295188,1.9880375,362.5,2.534806,4.5362763
,368.75,0.0257711,0.0332881,368.75,-0.0005721,-0.0014388,368.75,-0.0010131,-0.0003379,368.75,-0.000135,0.0001318,368.75,1.0776254,-0.6675091,368.75,-7.4890199,-8.4810896
,375,-0.0777336,-0.0462003,375,-0.0021593,0.0025943,375,-0.0002605,0.0002255,375,-0.0001154,0.0000972,375,-4.4576192,0.125599,375,2.1643119,7.0989537
,381.25,0.0976962,0.0752463,381.25,0.0013619,-0.0001257,381.25,-0.0000077,-0.0001918,381.25,-0.0003207,0.0001738,381.25,4.7101169,0.8217357,381.25,0.3577108,-2.7194235
,387.5,-0.062904,-0.0939968,387.5,-0.0003989,-0.0008208,387.5,-0.0006005,0.0013937,387.5,0.000613,-0.0004604,387.5,-2.1423404,-2.6409266,387.5,2.357311,0.771831
,393.75,0.0404204,0.0496729,393.75,0.0010042,-0.0009243,393.75,0.0009222,-0.0026526,393.75,-0.0000063,0.0007541,393.75,-0.0381869,0.4062367,393.75,2.6405203,-0.8806574
,400,-0.0578452,-0.037752,400,0.0019092,0.0021027,400,0.0024809,0.0022451,400,-0.0011063,-0.0008324,400,2.8501427,4.3431153,400,-10.2864513,-3.3192577
,406.25,0.0505076,0.0108196,406.25,-0.0032834,-0.0017746,406.25,-0.0037393,-0.0015503,406.25,0.0014007,0.0008838,406.25,-6.6821728,-7.8658462,406.25,9.8910923,2.8243592
,412.5,0.0238267,0.0187294,412.5,0.0018699,0.0002034,412.5,0.0021174,0.0014394,412.5,0.0000911,-0.0012555,412.5,8.2375669,5.2027473,412.5,-2.7759297,4.1783538
,418.75,-0.08709,0.0672106,418.75,-0.0013639,0.0004488,418.75,-0.0019846,-0.0014519,418.75,-0.0012695,0.0010805,418.75,-8.2300119,2.922755,418.75,-3.0804281,-2.3747435
,425,0.0679313,-0.1319008,425,0.0002585,-0.0001697,425,0.0009213,0.0003777,425,0.0006297,-0.0005127,425,5.5969644,-6.5238032,425,-2.1705165,-5.0106916
,431.25,-0.0538286,0.0650856,431.25,0.0002772,0.000341,431.25,0.0016498,0.0003113,431.25,-0.0015638,0.0003796,431.25,0.7270834,4.3887587,431.25,6.586328,5.3224807
,437.5,0.038452,-0.0042773,437.5,-0.0000236,0.0015116,437.5,-0.0034438,0.0018511,437.5,0.0031064,-0.001206,437.5,-4.4392219,-3.7786391,437.5,-0.8367912,-1.6313186
,443.75,0.0335757,0.0170812,443.75,0.0000159,-0.0016879,443.75,0.00318,-0.0020244,443.75,-0.0017421,0.0008891,443.75,1.6851794,2.4915988,443.75,-1.4198579,-0.2063779
,450,-0.0978383,-0.032282,450,0.0015176,0.0034347,450,0.0022615,0.0010843,450,-0.0015559,0.0007916,450,0.6175025,-0.3723961,450,-2.6529996,1.4124249
,456.25,0.0912488,0.0112657,456.25,-0.0008103,-0.0084773,456.25,-0.0047181,-0.0021174,456.25,0.0020588,-0.0008536,456.25,2.0614758,-0.6268187,456.25,5.2294736,-1.7818354
,462.5,-0.0580218,0.0242369,462.5,-0.0039815,0.0047746,462.5,-0.0014661,-0.0001138,462.5,0.000254,0.0007182,462.5,-5.5913591,3.1874168,462.5,-4.3135133,-3.0843945
,468.75,0.0705705,0.0181682,468.75,0.006657,0.0027768,468.75,0.0053841,0.004013,468.75,-0.000871,-0.001042,468.75,4.3277774,-1.508221,468.75,-1.9097526,5.7047014
,475,-0.0500019,-0.0458454,475,-0.0038633,-0.0044537,475,-0.0039284,-0.004079,475,0.000802,-0.0000906,475,1.6180028,-2.3673642,475,7.1840782,4.1789598
,481.25,-0.0500737,0.0352065,481.25,0.0005756,-0.0012145,481.25,0.0017876,-0.001455,481.25,-0.0007231,0.0016937,481.25,-2.7278996,-0.4408407,481.25,-2.1064589,-10.0733509
,487.5,0.0844253,-0.0761191,487.5,-0.0019062,0.0062237,487.5,-0.0024954,0.0050447,487.5,0.0008232,-0.002081,487.5,-2.0291204,5.7718587,487.5,-6.029655,3.2191298
,493.75,-0.0022645,-0.0278225,493.75,0.0024587,-0.0037048,493.75,0.0032843,-0.0025939,493.75,-0.0010061,0.0018919,493.75,6.1582127,-4.3323817,493.75,10.0238771,-1.7732397
,500,-0.0276067,0.1664508,500,-0.0010056,0.0017035,500,-0.0023082,0.0016995,500,0.0005498,-0.002638,500,-9.4051914,0.0124119,500,-8.2925358,6.9232793
,506.25,-0.0139754,-0.1276686,506.25,0.0015899,-0.0010532,506.25,0.0019548,-0.0021327,506.25,-0.0002807,0.0031868,506.25,7.7668366,2.942239,506.25,0.8787504,-4.2907543
,512.5,-0.0010877,0.0700759,512.5,-0.0005266,0.0013545,512.5,0.0003422,0.0027804,512.5,-0.0008185,-0.0019224,512.5,-0.9378234,-3.6272724,512.5,1.086978,-1.3548504
,518.75,0.0580799,-0.0513087,518.75,-0.0023881,-0.0033624,518.75,-0.0021989,-0.001236,518.75,0.0010651,-0.0020624,518.75,-1.0499356,-2.0831709,518.75,1.6615179,8.7799311
,525,-0.0671749,-0.0275929,525,0.0027184,0.0052456,525,0.0023539,-0.0022456,525,-0.0005114,0.0060494,525,2.1672778,4.4949508,525,0.4400256,-11.7788696
,531.25,0.0456688,0.1069149,531.25,0.0015723,-0.0060965,531.25,-0.0025683,0.0014532,531.25,0.002838,-0.0060749,531.25,-3.2650542,1.1580813,531.25,-2.9956698,5.336585
,537.5,-0.0445442,-0.0577765,537.5,-0.0050905,0.0033764,537.5,-0.0010524,-0.0005984,537.5,-0.001363,0.0029519,537.5,1.6054987,-5.8909249,537.5,0.7179615,-2.7958233
,543.75,0.047436,-0.0348726,543.75,0.0038343,0.0004998,543.75,0.0045435,0.00273,543.75,-0.0037318,-0.0013321,543.75,-2.3848796,4.4444194,543.75,-1.9721044,1.1483904
,550,-0.0307429,0.0597673,550,-0.0031762,-0.0020477,550,-0.0040696,-0.003162,550,0.0039532,0.0015407,550,-1.4523269,2.0736597,550,4.9431834,4.0350156
,556.25,-0.0239385,-0.0319169,556.25,0.0026053,0.0022597,556.25,0.0023833,0.002129,556.25,-0.0021952,-0.0008383,556.25,0.1768871,-4.0922613,556.25,1.5065759,-5.2156715
,562.5,0.0297285,0.0445565,562.5,-0.0015564,-0.0014102,562.5,-0.0006806,-0.0008626,562.5,0.00044,-0.0003577,562.5,6.7145338,1.5511231,562.5,-6.0699935,-0.3647889
,568.75,-0.0010271,-0.0827116,568.75,0.0015481,-0.0030219,568.75,-0.0002746,-0.0017702,568.75,0.001011,0.001177,568.75,-4.816484,0.6158072,568.75,5.1104298,2.7604156
,575,0.0329297,0.0565642,575,-0.0014029,0.0048565,575,0.0012605,0.0022502,575,-0.0006057,-0.0014612,575,5.6866136,-2.4738915,575,-6.4710941,2.2333577
,581.25,-0.0742313,-0.0471944,581.25,0.0004408,-0.0020306,581.25,-0.0009205,-0.0007031,581.25,-0.0002704,0.0013881,581.25,-7.0339842,2.8223937,581.25,5.4382815,-6.7342963
,587.5,0.0671509,0.084766,587.5,-0.0010795,-0.0012447,587.5,-0.0014833,-0.0002163,587.5,0.0002297,-0.0013601,587.5,2.120307,-2.7386124,587.5,-4.9630351,10.6924067
,593.75,-0.0043084,-0.0524999,593.75,0.0038907,0.0035106,593.75,0.0024725,0.0009894,593.75,0.0000909,0.0008188,593.75,2.9271894,2.9121497,593.75,2.919174,-12.62502
,600,-0.0119608,-0.0043637,600,-0.0027654,-0.0032671,600,-0.0010461,-0.0023355,600,-0.0000692,0.0006356,600,-4.2007108,-1.3520298,600,6.3494921,4.7417035
,606.25,-0.0982412,-0.0256764,606.25,-0.0001879,0.0026752,606.25,0.0005537,0.0030804,606.25,-0.0003655,-0.0008829,606.25,-0.943838,0.1547687,606.25,-2.1805139,6.0581203
,612.5,0.1444432,0.1715586,612.5,0.0003386,-0.0040737,612.5,-0.0009596,-0.0028186,612.5,0.0005123,0.0001654,612.5,3.5233302,-3.0214586,612.5,-7.8780546,-4.9508977
,618.75,-0.133666,-0.2929846,618.75,0.0001823,0.0058815,618.75,0.0009808,0.0026722,618.75,-0.0006407,0.0000452,618.75,-1.2830324,5.4190531,618.75,7.0516043,1.9034231
,625,0.1710958,0.2256401,625,-0.000493,-0.0030097,625,-0.0009921,0.0005177,625,0.000884,-0.0014582,625,0.678283,-3.9348505,625,-13.817688,-6.407897
,631.25,-0.091961,-0.1481482,631.25,-0.0031156,-0.0011021,631.25,-0.0016869,-0.0024906,631.25,-0.0000125,0.0018201,631.25,3.3844626,-0.1497266,631.25,16.337925,1.0705258
,637.5,-0.0505656,0.0468444,637.5,0.0043211,0.006915,637.5,0.0040926,0.0039873,637.5,-0.0025125,-0.0025544,637.5,-8.8031816,2.724838,637.5,-5.5808649,6.7592778
,643.75,0.0744544,0.0956044,643.75,-0.0001932,-0.0085053,643.75,-0.0013543,-0.0048849,643.75,0.0024134,0.0030058,643.75,4.5122166,-0.3584954,643.75,1.1735733,-2.9996343
,650,-0.0108162,-0.0879052,650,-0.0022296,0.001336,650,-0.0017435,0.0013544,650,-0.000436,-0.0021637,650,0.9034621,-4.9601412,650,-0.2440416,0.6520128
,656.25,-0.0132558,0.0290104,656.25,0.0023591,0.0019438,656.25,0.0010947,0.0004344,656.25,0.0004119,0.0027312,656.25,-0.7153968,5.7528901,656.25,-0.461976,-6.7545152
,662.5,0.0448821,-0.0011398,662.5,-0.0038983,-0.0028992,662.5,-0.0009403,-0.0004884,662.5,-0.0002043,-0.0035557,662.5,0.2379806,-1.6521962,662.5,1.3941417,10.9401064
,668.75,-0.0813812,-0.0243434,668.75,0.0000596,0.0039643,668.75,0.0004479,0.0019373,668.75,-0.0016729,-0.000245,668.75,-0.4636369,1.215602,668.75,-8.3300304,0.7177822
,675,0.025038,0.031121,675,0.0009748,-0.0013948,675,-0.0002685,-0.0007381,675,0.0004054,0.0000359,675,2.4614601,-3.0205431,675,8.3105869,-13.0903387
,681.25,0.0051929,-0.0710873,681.25,-0.0030226,-0.0025496,681.25,-0.0013468,0.0003051,681.25,0.0016122,-0.00234,681.25,-2.9819412,1.7347733,681.25,-0.1606925,7.1957264
,687.5,0.0000445,0.1372178,687.5,-0.0123151,0.0032841,687.5,-0.0029145,0.0043633,687.5,-0.0063278,-0.0083568,687.5,1.4965347,1.4200616,687.5,-4.3269825,-0.3751269
,693.75,0.0043102,-0.1382452,693.75,-0.047067,-0.0077991,693.75,-0.0170254,0.0116741,693.75,-0.0086634,-0.0414734,693.75,-3.3910351,-6.1632619,693.75,4.1755533,-1.8891703
,700,0.0573919,0.193069,700,0.273118,0.0207137,700,0.0916503,-0.0761654,700,0.0660824,0.2272754,700,4.0115385,15.1213799,700,4.4417715,10.280098
,706.25,-0.1099057,-0.2333914,706.25,-0.2826106,-0.0212856,706.25,-0.0937604,0.0791523,706.25,-0.068113,-0.23396,706.25,1.1475914,-19.365984,706.25,-7.5157967,-3.4261312
,712.5,0.0575983,0.1122705,712.5,0.0639849,0.008152,712.5,0.0201335,-0.0170513,712.5,0.0131628,0.0531074,712.5,0.3749405,13.9538212,712.5,-3.1066992,-13.8445101
,718.75,-0.0368431,-0.0407756,718.75,0.0017848,-0.004204,718.75,0.0013678,0.0003686,718.75,0.0041611,-0.000314,718.75,-7.2516217,-7.1086955,718.75,8.8607006,11.4554548
,725,0.0767185,0.0282886,725,0.0039849,0.0044615,725,0.0016405,-0.0049028,725,-0.0042186,0.0062526,725,8.9439497,0.7891158,725,-3.9784863,-4.9501443
,731.25,-0.0369686,0.0204308,731.25,0.0044705,0.0011977,731.25,0.0019493,0.0018342,731.25,0.0015724,0.0039327,731.25,-8.0411043,1.0624775,731.25,-4.8503113,2.86654
,737.5,0.0320756,-0.1144598,737.5,-0.0018453,-0.0064092,737.5,-0.0024783,0.0002,737.5,0.0059307,-0.0062921,737.5,2.3721371,1.4155357,737.5,6.6997142,2.0426965
,743.75,-0.0512922,0.0947084,743.75,-0.0003446,0.0070104,743.75,0.0012508,0.000079,743.75,-0.0069735,0.0057677,743.75,2.2975221,-2.8137445,743.75,-1.626027,-5.2848954
,750,-0.0496743,-0.0192552,750,0.0014653,-0.0045913,750,-0.0006695,-0.0001922,750,0.0047339,-0.0034786,750,-1.2277312,-1.6026963,750,2.0922832,8.8139591
,756.25,0.1116495,0.0542102,756.25,-0.0009688,0.0035679,756.25,0.0017351,0.0002967,756.25,-0.0043279,0.0016835,756.25,2.1605504,5.0830655,756.25,-1.6607561,-5.8823795
,762.5,-0.0268719,-0.0018312,762.5,0.0029212,-0.0019716,762.5,-0.0015086,-0.0013847,762.5,0.0036894,0.0025675,762.5,-5.3439007,2.7852416,762.5,-2.6141467,-4.9083552
,768.75,-0.0902948,-0.0047161,768.75,-0.0025313,-0.0013478,768.75,0.0011251,0.0001228,768.75,-0.0006439,-0.0030926,768.75,4.8484983,-3.3839116,768.75,-1.5898515,8.5753937
,775,0.157246,-0.0560932,775,0.0006417,0.0024249,775,0.0001261,0.0012335,775,-0.0003888,0.000941,775,-2.2636938,-7.5779443,775,4.9461823,-3.263664
,781.25,-0.1443772,0.0452563,781.25,0.0003467,-0.001046,781.25,-0.0010866,-0.0007912,781.25,-0.0007141,-0.0003975,781.25,3.0837498,9.774374,781.25,0.0945247,-2.1661999
,787.5,0.0622298,-0.0294425,787.5,-0.0000813,-0.0017021,787.5,0.0007066,-0.0005574,787.5,0.0015051,-0.0011983,787.5,-1.8350542,-3.2019813,787.5,-2.1265533,-0.215804
,793.75,-0.0292104,0.0041314,793.75,-0.0008894,0.0027763,793.75,-0.0004543,0.0011324,793.75,-0.0027299,0.0022197,793.75,-3.7622638,-0.5652946,793.75,-0.3286788,5.1634192
,800,-0.0355147,-0.0011074,800,0.0020174,-0.0017901,800,0.0008614,-0.0007975,800,0.0037769,-0.0010286,800,5.4128523,-0.0737689,800,-0.6616527,1.0041691
,806.25,0.1542173,0.009459,806.25,-0.0011101,0.0029638,806.25,-0.0004624,0.0004358,806.25,-0.0016323,0.00165,806.25,-4.2472515,-3.768141,806.25,8.7397947,-11.4304714
