C:\Simcenter\Testxpress\ProjectData\Gamma_GS_NVH_241212\Data\s1_6_3.xdf,12.12.24,17:02:48,,,,,,,,,,,,,,,,
,M1: Mic_near_TC : FFT(C1) Frequency[Hz],M1: Mic_near_TC : FFT(C1) [Pa](A),,M2: Acc_Comp_in_X : FFT(C2) Frequency[Hz],M2: Acc_Comp_in_X : FFT(C2) [g],,M3: Acc_Comp_in_Y : FFT(C3) Frequency[Hz],M3: Acc_Comp_in_Y : FFT(C3) [g],,M4: Acc_Comp_in_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_in_z : FFT(C4) [g],,M5: Dyn_Pressure_Comp_In : FFT(C5) Frequency[Hz],M5: Dyn_Pressure_Comp_In : FFT(C5) [Pa],,M6: Dyn_Pressure_Comp_Out : FFT(C6) Frequency[Hz],M6: Dyn_Pressure_Comp_Out : FFT(C6) [Pa],
,150,-0.0506437,0.0294785,150,-0.0005243,-0.0017468,150,0.0001083,-0.0005032,150,0.0010494,-0.0011272,150,2.0793557,3.8590937,150,-3.0242302,8.5615902
,156.25,0.01215,-0.0125927,156.25,-0.0013387,0.0010804,156.25,-0.0001107,-0.0015071,156.25,-0.0034057,-0.0001742,156.25,-13.8836393,-3.3445518,156.25,2.6365902,-21.051527
,162.5,0.0081353,-0.0060731,162.5,-0.0014999,0.0023522,162.5,0.0008374,-0.002916,162.5,-0.0028307,0.0039698,162.5,6.2655458,-2.1838369,162.5,-5.422133,18.9307747
,168.75,-0.0228018,-0.0186923,168.75,-0.0260081,-0.0045547,168.75,0.0196293,-0.0225348,168.75,-0.0516642,-0.0075221,168.75,-1.3970428,-1.5676284,168.75,9.883811,0.6149595
,175,0.0300516,0.1081252,175,0.0833904,0.0058772,175,-0.0603196,0.0794341,175,0.165153,0.0126235,175,1.1868993,4.761086,175,4.0375862,-15.0375118
,181.25,0.0337352,-0.1487417,181.25,-0.0639806,-0.0026631,181.25,0.0454598,-0.0601624,181.25,-0.1256114,-0.0097573,181.25,4.8926468,-0.8756469,181.25,-24.3567219,7.2698498
,187.5,-0.038322,0.0949866,187.5,0.0074683,-0.0009217,187.5,-0.0051928,0.0054243,187.5,0.0138027,0.0028446,187.5,-11.8676805,-8.9289713,187.5,24.1517735,-0.742509
,193.75,-0.0474436,-0.0592157,193.75,0.0011525,0.0016016,193.75,-0.0004473,0.003851,193.75,0.002291,-0.001325,193.75,5.2326946,13.5900974,193.75,-14.0649643,-0.8538732
,200,-0.0010024,-0.0079911,200,0.0006553,-0.0008627,200,-0.0011302,-0.0023559,200,0.0014012,0.0016574,200,7.2173033,-2.840745,200,11.1487656,-0.7838027
,206.25,0.0505189,0.0359952,206.25,0.0000718,-0.0006943,206.25,0.0010696,-0.0001676,206.25,0.0001189,-0.0005262,206.25,-4.7285914,-13.5987606,206.25,-13.8013306,11.6052904
,212.5,0.0112642,0.0361125,212.5,0.0009017,0.0002429,212.5,-0.0004559,0.0011042,212.5,0.0004421,-0.0006712,212.5,8.8126345,24.3240452,212.5,16.3051205,-6.5213675
,218.75,-0.0074881,-0.0272133,218.75,-0.0007323,0.0009383,218.75,-0.0006907,0.0011293,218.75,0.0002766,0.0002284,218.75,-23.0950737,-10.4819384,218.75,-17.0828075,-4.2566223
,225,-0.0108416,-0.0229212,225,-0.0003075,-0.0004232,225,0.0005273,-0.0009009,225,-0.0006999,0.0002516,225,17.6019154,-7.2163591,225,17.4931793,-4.7389364
,231.25,0.0268606,0.0128801,231.25,0.0002042,-0.0002625,231.25,-0.0010337,-0.0002993,231.25,0.0013048,-0.0001738,231.25,-7.2219424,-0.6961728,231.25,-8.9497967,14.2033272
,237.5,-0.0771578,-0.0158896,237.5,0.0007777,-0.000744,237.5,0.0015695,0.0002977,237.5,-0.0010224,0.0001074,237.5,6.8291011,6.5328436,237.5,-2.2723744,-16.1770039
,243.75,0.0724668,0.0537507,243.75,-0.0004225,0.0014619,243.75,-0.0008896,0.0004811,243.75,0.0006704,-0.0000017,243.75,3.7957091,-3.4768941,243.75,-0.464306,13.0092659
,250,-0.0153541,-0.0269433,250,-0.0000243,-0.0004192,250,-0.0004009,-0.000638,250,0.0000841,0.0000733,250,-19.0732002,3.1336422,250,0.1544172,-2.0105729
,256.25,-0.0214037,-0.026269,256.25,0.0004051,-0.0012051,256.25,0.0013134,-0.0001813,256.25,0.0002161,-0.0004988,256.25,20.8913364,-0.8426369,256.25,8.4699726,-3.1591086
,262.5,0.0610502,0.010613,262.5,-0.0012148,0.0023087,262.5,-0.0015914,0.0011965,262.5,-0.0011369,0.0006452,262.5,-10.2187243,-3.469749,262.5,-16.6840439,-1.9935327
,268.75,-0.0812743,0.0060514,268.75,0.0014359,-0.0011645,268.75,0.0008184,-0.0008546,268.75,0.0014283,0.0000253,268.75,0.0502613,0.5101228,268.75,13.6834583,-0.0069935
,275,0.0294123,0.026468,275,-0.0011519,-0.0012522,275,-0.0005187,-0.0000602,275,-0.0013161,-0.0011895,275,5.9871521,10.1863756,275,4.474472,6.3877263
,281.25,-0.007471,-0.0241824,281.25,0.0017949,0.0013281,281.25,0.000504,-0.0001664,281.25,0.0020256,0.0012503,281.25,-6.3218718,-12.8655853,281.25,-15.947444,-0.6061732
,287.5,0.0683532,-0.0439062,287.5,-0.0025164,0.0003197,287.5,-0.000297,0.0011308,287.5,-0.002581,-0.0001652,287.5,2.6723671,10.6793118,287.5,13.6366949,-2.1499548
,293.75,-0.0954603,0.0650907,293.75,0.0045712,-0.0009681,293.75,0.0030293,-0.0010579,293.75,0.0044363,-0.0007476,293.75,-2.28615,-4.1252656,293.75,-6.3269329,-5.0288672
,300,0.0112473,-0.0129142,300,-0.00551,0.0003147,300,-0.0053362,0.0009257,300,-0.0058328,0.0006589,300,2.3876157,-4.3276672,300,1.4462086,3.4813113
,306.25,-0.0269087,-0.0286204,306.25,0.0010234,0.0005281,306.25,0.0013469,-0.0016633,306.25,0.0026165,0.0010555,306.25,-5.7634778,-4.2600503,306.25,-0.1692576,-0.4505575
,312.5,0.1747568,0.1643011,312.5,0.0005163,0.0004945,312.5,0.0003656,0.0023159,312.5,0.0000059,-0.0013818,312.5,5.8767724,12.4148731,312.5,5.2709951,2.6658123
,318.75,-0.1127425,-0.199661,318.75,0.002297,-0.0017852,318.75,0.0018757,-0.0017913,318.75,0.0003106,-0.0002036,318.75,4.1112175,-6.5751562,318.75,-7.5381684,0.5693668
,325,0.0599446,-0.1033939,325,-0.0021592,0.0008573,325,-0.0007984,0.0005771,325,-0.000645,0.0005188,325,-11.2137136,3.6037455,325,-3.9421966,0.3775205
,331.25,-0.222883,0.2320276,331.25,0.0008604,0.0004673,331.25,-0.0007457,0.000085,331.25,0.0008812,0.0005744,331.25,10.7708311,-1.9298344,331.25,8.309598,-7.3899488
,337.5,0.2754188,-0.1464273,337.5,-0.0003257,-0.0007226,337.5,0.0002476,0.0003229,337.5,-0.0004917,-0.0018198,337.5,-5.5148215,2.3835955,337.5,-0.3120647,9.1396227
,343.75,-0.253149,0.0811752,343.75,-0.0000907,0.0001781,343.75,0.0004399,-0.0004635,343.75,0.0001063,0.0014246,343.75,0.079995,-5.7030983,343.75,-7.1554627,-6.6859097
,350,0.2015226,0.0678605,350,0.0000074,0.0013753,350,-0.0003767,0.0003568,350,-0.0008544,-0.0001466,350,1.0453603,0.9671818,350,8.1162052,1.1904171
,356.25,-0.1524735,-0.1370139,356.25,0.0001752,-0.0012141,356.25,0.0004853,-0.0001986,356.25,0.0009039,0.0004778,356.25,-2.1361771,5.1698794,356.25,-4.8247285,-4.1001749
,362.5,0.0950662,0.1252033,362.5,0.0012236,-0.0007058,362.5,0.0007925,-0.0006342,362.5,-0.0002861,-0.0006079,362.5,4.7084866,-0.6114695,362.5,-5.1026812,11.0933399
,368.75,-0.0108015,-0.1553294,368.75,-0.0012764,0.0001005,368.75,-0.002123,0.000288,368.75,0.0009487,-0.0002209,368.75,-1.8671049,-3.6867785,368.75,16.7641506,-5.6459799
,375,0.0691599,0.2551987,375,-0.0007597,0.0022163,375,0.0009638,0.0002028,375,-0.0013436,0.0006318,375,2.2113433,-2.948101,375,-18.1807384,-3.3825107
,381.25,-0.0125215,-0.2453224,381.25,0.0012694,-0.0007912,381.25,0.0002067,0.0011076,381.25,0.0008049,-0.0004864,381.25,-11.7185459,7.119863,381.25,6.5407319,9.7900124
,387.5,-0.0757236,0.0670672,387.5,-0.0015093,-0.0030319,387.5,-0.0017467,-0.0023556,387.5,0.0002611,-0.0001013,387.5,14.6965981,-3.7753105,387.5,15.8108587,-11.8236418
,393.75,0.0427468,0.0140812,393.75,-0.0018741,0.0031355,393.75,0.0002251,0.0008474,393.75,-0.0004307,0.0011234,393.75,-6.489809,-1.6061215,393.75,-11.6642857,16.0785236
,400,-0.0411794,-0.071201,400,0.0057548,-0.0028887,400,0.0033853,0.0009227,400,-0.0009378,-0.0020247,400,0.4807694,5.5202589,400,-13.5498524,-20.2771206
,406.25,-0.041115,0.0594389,406.25,-0.0013848,0.0032159,406.25,-0.0022573,-0.0015841,406.25,0.0010037,0.0013662,406.25,0.9783912,-0.9726487,406.25,10.4765673,15.2598238
,412.5,0.0851223,0.0629824,412.5,-0.0023634,-0.0021874,412.5,-0.0002188,0.0014942,412.5,0.0009723,-0.0010514,412.5,-3.8541021,-10.4532862,412.5,7.0927286,-9.1698217
,418.75,-0.0414158,0.010093,418.75,0.0007928,0.002235,418.75,0.0021079,0.0014156,418.75,-0.0026706,0.0020876,418.75,3.0223448,13.0525274,418.75,-15.4430065,-0.110165
,425,0.0182574,-0.153844,425,0.0012889,-0.0020305,425,-0.0032429,-0.0017138,425,0.0023395,-0.002428,425,-0.2253704,-8.5166988,425,10.6682224,9.3760748
,431.25,-0.0237691,0.1412517,431.25,-0.0016055,0.0031651,431.25,0.0032288,0.0003599,431.25,-0.0013738,0.001951,431.25,1.974628,9.4203291,431.25,-3.3855691,-10.2124815
,437.5,0.043174,-0.0486802,437.5,-0.0026884,-0.0025438,437.5,-0.0042518,0.0005635,437.5,0.000871,-0.0013659,437.5,-4.1677737,-7.4086156,437.5,11.667244,5.9957132
,443.75,0.0170217,-0.0060535,443.75,0.0021432,-0.00645,443.75,0.0024146,-0.0044552,443.75,-0.0005231,-0.0004485,443.75,4.2240648,-3.0309494,443.75,-9.0886259,-0.1115668
,450,-0.0357192,0.0370306,450,0.0042327,0.0097552,450,0.0007232,0.0050164,450,0.000986,0.0018393,450,-10.1817865,11.7538452,450,1.9851925,-5.0245566
,456.25,-0.0196557,-0.0076277,456.25,-0.0025535,-0.0025997,456.25,0.0001129,-0.0023841,456.25,-0.0012622,-0.0009189,456.25,15.6983061,-11.4341936,456.25,-5.0178747,5.5064821
,462.5,0.0077457,-0.0569552,462.5,-0.000394,-0.002578,462.5,0.0003741,-0.000531,462.5,0.0010166,0.0002547,462.5,-7.92134,5.3066344,462.5,-6.6521521,1.8657821
,468.75,-0.0125069,0.0054938,468.75,-0.0032139,0.0037699,468.75,-0.0037332,0.0035226,468.75,-0.0007354,-0.000446,468.75,-6.4428592,1.0893824,468.75,12.0518398,-10.6821156
,475,0.0409402,0.0708594,475,0.0047709,-0.0013201,475,0.0034865,-0.0010472,475,0.0000164,0.000005,475,8.1786642,-3.5655954,475,0.5352749,9.5689144
,481.25,-0.104612,-0.1774348,481.25,-0.0008093,-0.0039117,481.25,0.0007429,-0.0054147,481.25,0.0002713,0.0019686,481.25,1.1451964,3.5208435,481.25,-6.7450166,1.0160701
,487.5,0.1866993,0.1941202,487.5,-0.0020857,0.0043291,487.5,-0.0033197,0.0061006,487.5,0.0003439,-0.0022585,487.5,-4.9879479,-7.4280453,487.5,6.4630213,-8.5454121
,493.75,-0.1729364,-0.2013461,493.75,0.0038428,0.0037139,493.75,0.0050605,0.0020643,493.75,-0.0015506,-0.0000463,493.75,0.8521577,10.7116432,493.75,-4.2377748,7.4877391
,500,0.0016657,0.3412988,500,-0.0045609,-0.0036623,500,-0.0047298,-0.0022152,500,0.0012704,0.0001252,500,2.8177726,-4.8824792,500,-1.9842843,-2.6715226
,506.25,0.2888512,-0.1042368,506.25,0.0052231,-0.0056296,506.25,0.0063673,-0.00719,506.25,-0.001228,0.0019214,506.25,-0.3081323,-3.7394011,506.25,5.4509072,-0.9301974
,512.5,-0.3207248,-0.2618783,512.5,-0.0103815,0.010858,512.5,-0.0139148,0.0116934,512.5,0.0038067,-0.0045594,512.5,-6.756433,5.2415814,512.5,-1.653784,2.1900122
,518.75,0.2032134,0.2745416,518.75,0.0097032,-0.012315,518.75,0.0112952,-0.0122196,518.75,-0.0020198,0.0070173,518.75,9.7721586,1.8417394,518.75,-3.5631175,-1.6132802
,525,-0.2300687,-0.1729856,525,-0.008856,0.0113008,525,-0.0073644,0.012534,525,-0.0004704,-0.0109311,525,-3.1361785,-9.4429274,525,1.8126819,5.3815026
,531.25,0.095914,0.1504113,531.25,0.0102106,-0.0092734,531.25,0.0111111,-0.0122743,531.25,-0.0020826,0.0108008,531.25,4.4483409,8.5674248,531.25,6.832768,-13.4933023
,537.5,0.10919,-0.1288535,537.5,-0.0015634,0.0013081,537.5,-0.0032669,0.0023715,537.5,0.001784,0.0012906,537.5,-8.2273798,-1.753678,537.5,-4.4571152,3.4516006
,543.75,-0.0863065,0.0401849,543.75,-0.0050653,0.007284,543.75,-0.004725,0.00829,543.75,-0.0005888,-0.0108308,543.75,3.6444266,0.0981141,543.75,-7.8831172,12.1138687
,550,-0.1104455,0.0049125,550,0.002411,-0.0048939,550,-0.0000794,-0.0039144,550,0.0040302,0.0066803,550,-0.0774798,-1.5181369,550,7.5536699,-5.3779378
,556.25,0.206245,-0.0313592,556.25,0.0031858,-0.0017031,556.25,0.0039907,-0.0024308,556.25,-0.0065952,0.0004652,556.25,-3.6751835,-2.1939571,556.25,1.0944223,-2.3472152
,562.5,-0.0781539,0.0622966,562.5,-0.0047356,0.0041709,562.5,-0.0030077,0.0022201,562.5,0.0026096,-0.0012423,562.5,-2.7776363,4.2031946,562.5,-8.0676279,3.4258945
,568.75,-0.0688905,-0.0900303,568.75,0.0018556,0.0012658,568.75,-0.0000179,0.0007667,568.75,0.0018769,-0.000252,568.75,13.1015654,-7.1757798,568.75,7.6911383,-6.1501989
,575,0.0453666,0.0551839,575,0.0009246,-0.0056206,575,0.0012922,-0.0004369,575,-0.0039518,-0.0000131,575,-10.3634634,11.2215385,575,-0.9073739,0.8336856
,581.25,0.1223444,0.0690227,581.25,-0.0044351,0.0029074,581.25,-0.0011578,-0.002201,581.25,0.0052475,-0.0020895,581.25,3.8269558,-4.3880577,581.25,-0.4900413,2.9750884
,587.5,-0.1092215,-0.097878,587.5,0.0072421,-0.0002187,587.5,0.0027658,0.0028177,587.5,-0.0046624,0.0023089,587.5,3.2232568,-1.9063797,587.5,-3.7369535,-0.3797672
,593.75,-0.0853357,-0.0119901,593.75,-0.0075603,-0.0051033,593.75,-0.0030759,-0.0090481,593.75,0.004361,0.0010745,593.75,-6.5010009,-0.1641703,593.75,5.0928631,3.2567422
,600,0.1767377,0.122787,600,0.0064546,0.0057656,600,0.0039133,0.0097687,600,-0.002428,-0.0006142,600,-0.3870176,-5.903873,600,-0.7543118,-3.4831405
,606.25,-0.0728926,-0.1016289,606.25,-0.0048129,0.0008306,606.25,-0.0050178,-0.0005726,606.25,0.0001575,-0.0004498,606.25,5.1797042,12.8223438,606.25,-1.4104674,-5.56425
,612.5,-0.1788847,-0.0333557,612.5,0.001568,-0.0039718,612.5,0.0028802,-0.0047718,612.5,0.0002821,0.0002835,612.5,-5.9719687,-6.0978966,612.5,-2.3865685,7.9006686
,618.75,0.1904042,0.0878403,618.75,0.0019491,0.0035936,618.75,0.0005737,0.0040339,618.75,-0.0017699,0.0003468,618.75,7.1117735,0.26719,618.75,3.4356456,1.0406139
,625,-0.0429933,0.2109034,625,-0.0026503,-0.0031907,625,-0.0030874,-0.0018298,625,0.004163,-0.0006898,625,-3.0444834,-1.7467195,625,1.5104192,-1.2429893
,631.25,0.1241648,-0.512869,631.25,0.0006828,0.0027925,631.25,-0.0002578,0.0027349,631.25,-0.0026334,-0.000814,631.25,-0.776172,0.8415848,631.25,-2.7768745,-6.6016493
,637.5,-0.0820783,0.2752572,637.5,0.0010529,0.0007868,637.5,0.0067787,-0.0009601,637.5,-0.0049779,0.0001334,637.5,-1.8902699,3.926908,637.5,1.8198303,9.1257925
,643.75,-0.0302216,-0.0028023,643.75,-0.0013347,-0.0039428,643.75,-0.0070558,-0.0029297,643.75,0.008131,0.00035,643.75,4.1355929,-1.9062434,643.75,2.3890285,-4.5436263
,650,-0.0108423,0.0094677,650,0.0006577,0.001017,650,0.002343,0.0012652,650,-0.002155,0.0025691,650,-1.3179601,-5.8753462,650,-7.5899811,-10.701293
,656.25,-0.070894,-0.0480624,656.25,-0.0000076,0.0025929,656.25,0.0011946,0.0022888,656.25,-0.0003704,-0.0041627,656.25,2.1998785,7.1559305,656.25,8.7015295,18.1075706
,662.5,0.1186868,0.1184466,662.5,-0.0003631,0.0011175,662.5,-0.0017606,-0.0008647,662.5,-0.0032625,0.0026848,662.5,-6.6868401,-2.0095809,662.5,-18.3337898,-0.9415777
,668.75,0.0043949,-0.1797888,668.75,0.0008964,-0.0068112,668.75,0.0008477,-0.0023707,668.75,0.0050689,-0.0002319,668.75,9.7853918,-0.6997356,668.75,19.349844,-5.6967411
,675,-0.0201831,0.1123492,675,-0.0036992,0.0000443,675,-0.0023892,0.0005462,675,0.0027715,-0.005586,675,-4.4833155,-7.1247158,675,-7.886529,-3.4650178
,681.25,0.0027561,-0.0455551,681.25,0.0084634,0.0025181,681.25,0.002719,0.0008209,681.25,-0.0025647,0.0083792,681.25,-8.668787,12.9496393,681.25,4.6791897,-5.8403792
,687.5,-0.0669778,0.0509807,687.5,-0.004387,0.0093342,687.5,0.0017303,0.0024126,687.5,-0.0110957,0.0002361,687.5,9.5136814,-10.549139,687.5,-0.1404327,9.5338488
,693.75,-0.0291361,-0.0063851,693.75,-0.0192443,-0.0116856,693.75,-0.0087212,-0.0007824,693.75,0.0046469,-0.0217571,693.75,-0.6206468,7.3707051,693.75,-3.5723467,5.525043
,700,0.0766058,0.0679675,700,0.0402342,0.0105074,700,0.0142882,-0.0037146,700,0.0088733,0.038237,700,-6.0855422,-4.0679855,700,-0.3519258,-2.6574776
,706.25,0.0233006,-0.1966605,706.25,-0.0249015,-0.0054238,706.25,-0.0086515,0.0042904,706.25,-0.0077313,-0.0212466,706.25,8.8280649,3.666554,706.25,1.121177,-9.4334593
,712.5,0.0612804,0.166681,712.5,0.005693,-0.0077304,712.5,0.0006503,-0.0045591,712.5,0.0089524,0.0012064,712.5,-9.9430532,3.3485355,712.5,3.7269211,9.4327831
,718.75,-0.2076748,0.0201226,718.75,-0.0075051,0.0100208,718.75,0.0001571,0.003265,718.75,-0.0116351,-0.0022813,718.75,8.578577,-9.4468985,718.75,-5.7151918,-8.0642672
,725,0.1724266,-0.0244026,725,0.0065156,-0.0037283,725,-0.0015172,0.000674,725,0.0072073,0.0025959,725,-2.5674832,3.58705,725,-0.1451063,4.3538055
,731.25,-0.0559837,-0.3170973,731.25,-0.0020423,-0.0049643,731.25,0.0029519,-0.0036964,731.25,0.0005526,-0.0015336,731.25,2.966855,4.4372897,731.25,1.8288196,2.8541036
,737.5,0.2149694,0.4694632,737.5,0.0002716,0.0074294,737.5,-0.0020904,0.0021748,737.5,-0.0037838,0.0027316,737.5,-3.0986371,-6.0983896,737.5,5.8004794,-9.986927
,743.75,-0.3642832,-0.162275,743.75,-0.001083,-0.0020036,743.75,0.0002956,0.0006129,743.75,0.0015445,-0.0022315,743.75,-5.1893992,-0.3328747,743.75,-8.0637827,9.5477819
,750,0.0411811,-0.1818596,750,-0.0000333,0.0022113,750,0.0011007,0.0005931,750,-0.0036992,-0.0006602,750,4.2820354,1.3968506,750,1.0468531,2.1477702
,756.25,0.2169375,0.1775652,756.25,0.0027914,-0.0029044,756.25,-0.0009199,-0.0021206,756.25,0.0049943,0.0029847,756.25,-0.123567,5.9936376,756.25,7.2140598,-15.7699833
,762.5,-0.1905136,0.0047025,762.5,-0.00115,-0.0011807,762.5,0.0004779,0.0019887,762.5,0.0008086,-0.0029762,762.5,6.1050816,-9.2761936,762.5,-10.6759148,21.1190109
,768.75,0.2036667,-0.034094,768.75,-0.0019541,0.0028801,768.75,-0.0003741,-0.0008883,768.75,-0.0046491,0.0009935,768.75,-10.4774942,2.588141,768.75,13.7023449,-17.5726414
,775,-0.1169061,-0.1976158,775,0.0014291,0.0002353,775,0.0003403,-0.0000308,775,0.001947,0.0003858,775,6.9462786,2.844434,775,-16.5721321,9.2545204
,781.25,-0.0452416,0.3840506,781.25,0.000522,-0.0024138,781.25,-0.0005897,0.0004296,781.25,0.0025891,0.0006017,781.25,-1.8939686,-3.7555976,781.25,16.0380821,5.6666851
,787.5,0.0684327,-0.1989365,787.5,-0.0005808,-0.0018511,787.5,0.0005014,-0.0021832,787.5,-0.0028073,-0.0025404,787.5,0.8585998,2.8741333,787.5,-12.7864208,-10.7288094
,793.75,-0.0390054,-0.059853,793.75,-0.0008696,0.004318,793.75,-0.0000958,0.0028825,793.75,-0.0028736,0.0026535,793.75,-0.9034298,-0.4304674,793.75,2.9535048,7.4178538
,800,0.0960827,0.096582,800,0.0019193,-0.0000844,800,0.0002869,-0.0006917,800,0.0051747,-0.0003106,800,-2.5791054,6.0962229,800,2.4881971,-6.6512985
,806.25,-0.1364509,-0.1007785,806.25,-0.0001028,-0.0021271,806.25,0.000136,-0.0005044,806.25,-0.0020519,-0.00076,806.25,6.7932286,-10.4763632,806.25,0.4170459,-3.1402028
