C:\Simcenter\Testxpress\ProjectData\Gamma_GS_NVH_241212\Data\s1_5_2.xdf,12.12.24,16:17:09,,,,,,,,,,,,,,,,
,M1: Mic_near_TC : FFT(C1) Frequency[Hz],M1: Mic_near_TC : FFT(C1) [Pa](A),,M2: Acc_Comp_in_X : FFT(C2) Frequency[Hz],M2: Acc_Comp_in_X : FFT(C2) [g],,M3: Acc_Comp_in_Y : FFT(C3) Frequency[Hz],M3: Acc_Comp_in_Y : FFT(C3) [g],,M4: Acc_Comp_in_z : FFT(C4) Frequency[Hz],M4: Acc_Comp_in_z : FFT(C4) [g],,M5: Dyn_Pressure_Comp_In : FFT(C5) Frequency[Hz],M5: Dyn_Pressure_Comp_In : FFT(C5) [Pa],,M6: Dyn_Pressure_Comp_Out : FFT(C6) Frequency[Hz],M6: Dyn_Pressure_Comp_Out : FFT(C6) [Pa],
,150,0.0170614,0.0128612,150,-0.0024062,0.0007498,150,-0.0012207,-0.0027958,150,-0.0032244,0.0024628,150,6.9696069,3.9387226,150,-6.8716931,8.8925486
,156.25,-0.0120108,-0.0012408,156.25,0.0027628,-0.0029331,156.25,0.001174,0.0027266,156.25,0.0037159,-0.0049217,156.25,4.1277051,-10.2108965,156.25,11.8806667,-2.7584834
,162.5,-0.0041394,-0.0098413,162.5,0.0046365,-0.0000052,162.5,-0.0005519,0.004015,162.5,0.0058281,-0.0009214,162.5,-16.0382175,11.5113678,162.5,-14.8506012,1.7911769
,168.75,0.0134379,-0.0174078,168.75,0.0236146,-0.0028985,168.75,-0.0144431,0.0411787,168.75,0.0399726,-0.0169549,168.75,15.9776239,-6.7850556,168.75,21.177681,-4.0964041
,175,-0.0254251,0.0644714,175,-0.0839127,0.0153418,175,0.0474081,-0.1430602,175,-0.1395928,0.0632995,175,-15.6948519,9.2131386,175,-16.6244678,8.6225138
,181.25,0.0274757,-0.0717697,181.25,0.0649513,-0.0125266,181.25,-0.0377288,0.1133147,181.25,0.1082617,-0.0497214,181.25,7.6936159,-12.1887236,181.25,0.0825813,-9.2403107
,187.5,-0.0022973,0.0608747,187.5,-0.0071131,0.0011314,187.5,0.0044543,-0.0144811,187.5,-0.0113137,0.0044193,187.5,2.9175682,9.0896406,187.5,7.2943602,5.7598486
,193.75,-0.0044034,-0.0349429,193.75,-0.0029109,0.00056,193.75,0.0016379,-0.002179,193.75,-0.0054011,0.0021824,193.75,3.1509666,-8.5441151,193.75,1.6610267,-7.303225
,200,-0.0072585,-0.0114648,200,0.0010173,-0.0005366,200,0.0008605,0.0013042,200,0.0024069,-0.0005808,200,-10.1282539,5.6645498,200,-13.9970407,7.4472556
,206.25,0.0094169,0.0047351,206.25,-0.0015322,0.000457,206.25,-0.0029131,-0.0030936,206.25,-0.0017176,0.0017754,206.25,11.4740458,1.5241892,206.25,15.996994,-6.7600117
,212.5,-0.0119989,0.0011649,212.5,0.0010966,0.0009143,212.5,0.0024963,0.0013578,212.5,0.0002481,-0.0011381,212.5,-7.8713164,-2.4411089,212.5,-10.3516979,9.0923691
,218.75,-0.0078722,0.0229288,218.75,-0.0003001,-0.0012857,218.75,-0.0000197,-0.0015553,218.75,-0.0007742,0.0006289,218.75,4.1561985,-0.5091668,218.75,10.9271994,0.8212352
,225,0.0225213,-0.0178861,225,-0.0001501,-0.0000683,225,-0.0000356,0.0005454,225,0.0001364,-0.0006578,225,-2.5878842,-3.9055145,225,-14.4203405,-13.4397449
,231.25,-0.0166372,0.0136178,231.25,-0.0007364,0.0004054,231.25,-0.0004642,-0.0006991,231.25,-0.0004082,0.0006221,231.25,-5.3062835,6.2307653,231.25,2.5395682,7.2253671
,237.5,0.0076962,-0.0235223,237.5,0.0008573,-0.0000075,237.5,-0.0002573,0.0014843,237.5,0.0001681,-0.0004954,237.5,3.279402,-0.2129071,237.5,11.5819511,-11.2351904
,243.75,0.0147253,0.0150796,243.75,-0.0009065,0.000906,243.75,0.0003377,-0.0014421,243.75,0.0002171,0.0013086,243.75,7.5864658,-0.1172255,243.75,-13.6860828,20.7450199
,250,-0.0403131,0.0186549,250,0.0010997,-0.0004176,250,0.0010662,0.0008425,250,0.0004025,-0.0008003,250,-2.9630101,-2.1828942,250,7.6483727,-7.7969613
,256.25,0.0524738,-0.0458556,256.25,-0.0001249,-0.0013095,256.25,-0.0003454,-0.0005081,256.25,-0.0013653,-0.0006142,256.25,-11.2226095,-1.1739864,256.25,-2.9102647,-6.8270407
,262.5,-0.0246156,0.0214925,262.5,-0.0009794,0.0023967,262.5,-0.0012009,0.000804,262.5,0.0012111,0.0011245,262.5,14.2223158,-4.844245,262.5,-2.7745979,3.6167727
,268.75,-0.0078913,0.0307152,268.75,-0.0000084,-0.0019521,268.75,0.0004988,-0.0014046,268.75,-0.0006506,-0.0006372,268.75,-10.4904909,14.9003706,268.75,9.5166903,11.6621408
,275,0.0153774,-0.0379756,275,-0.0003494,-0.0000655,275,-0.0000976,0.0004144,275,-0.00072,-0.000011,275,4.1142721,-9.2029133,275,-6.0206389,-27.3259182
,281.25,-0.0084786,0.0192433,281.25,0.0016873,0.0012557,281.25,0.0003764,0.0009687,281.25,0.0018841,0.0002474,281.25,-0.6603815,-2.4356036,281.25,-3.3893466,23.0926704
,287.5,-0.0103661,-0.0010315,287.5,-0.0021775,-0.0014163,287.5,-0.001181,-0.0016717,287.5,-0.0019056,-0.000083,287.5,5.7809653,9.7346735,287.5,10.799181,-5.8972435
,293.75,0.0042285,-0.0176821,293.75,0.0040722,0.0027975,293.75,0.0035565,0.0036052,293.75,0.001358,0.0010995,293.75,-9.8001118,-9.2452173,293.75,-6.2730246,7.5124407
,300,0.0085598,0.0444599,300,-0.0032352,-0.0037254,300,-0.0040666,-0.0043589,300,0.0001995,-0.0032689,300,15.6671343,3.6288443,300,-0.8503719,-13.7081852
,306.25,-0.0270981,-0.0506381,306.25,-0.0000238,0.0011155,306.25,0.0019838,0.0008812,306.25,-0.0011367,0.0023947,306.25,-19.3886967,-1.2997885,306.25,-5.3610711,8.0014687
,312.5,0.0213906,-0.0693995,312.5,-0.0004622,-0.0001071,312.5,-0.0008315,-0.0000159,312.5,0.0001004,-0.0001574,312.5,13.18995,-5.1144743,312.5,19.9979076,-5.6656752
,318.75,0.0330609,0.1561417,318.75,0.0017444,0.0003902,318.75,0.0008543,0.0007019,318.75,0.0005072,-0.0005481,318.75,-7.275835,12.4060516,318.75,-18.2257442,10.4907198
,325,-0.0227861,-0.002704,325,-0.0010242,0.0003428,325,-0.000747,0.0005056,325,0.0000013,0.0000505,325,4.4194503,-11.052865,325,7.6824412,-4.2378659
,331.25,-0.029096,-0.1528245,331.25,-0.0005019,0.0029493,331.25,0.0004858,0.0005171,331.25,-0.0010179,0.0022242,331.25,-0.9626276,6.5685029,331.25,-15.4257059,-7.9095345
,337.5,0.0664302,0.0924449,337.5,0.0014579,-0.0050458,337.5,-0.0008441,-0.0010883,337.5,0.0024558,-0.0031359,337.5,-1.2238394,1.7884606,337.5,15.4736853,1.7995796
,343.75,-0.0297526,0.044891,343.75,-0.0009696,0.003403,343.75,0.0017479,-0.0002059,343.75,-0.0028911,0.0020356,343.75,3.7979941,-7.2911401,343.75,-5.2863035,9.2412815
,350,-0.0838366,-0.0905345,350,0.0049263,-0.0035477,350,-0.0005783,0.0010137,350,0.0040948,-0.0013715,350,-5.5698242,5.8111796,350,2.9022064,-12.1079464
,356.25,0.0978231,-0.007086,356.25,-0.0079483,0.0037132,356.25,-0.0010104,-0.0016011,356.25,-0.0044351,0.0014336,356.25,4.5366731,-4.6952605,356.25,-1.9161876,7.7108016
,362.5,-0.0516075,0.0557446,362.5,0.0041351,-0.0010623,362.5,0.0010265,0.002405,362.5,0.0010226,-0.0011287,362.5,-4.6141157,3.1715686,362.5,0.7158697,0.187368
,368.75,0.0390775,0.0256707,368.75,-0.0017471,-0.0024113,368.75,-0.0010698,-0.0027601,368.75,0.0008249,0.0002159,368.75,2.7529497,-3.8544061,368.75,-1.6466259,-2.6039879
,375,-0.0090766,-0.0510073,375,0.0003415,0.0020304,375,0.0008015,0.0010035,375,-0.0016877,0.0004629,375,4.7239356,4.3528957,375,1.7548631,-3.0959895
,381.25,-0.0303956,0.03975,381.25,0.0043812,0.0008761,381.25,0.0010741,0.0008626,381.25,0.0038003,-0.0007316,381.25,-10.3296728,-2.8799906,381.25,-2.9710777,16.3635502
,387.5,0.0243762,-0.0356653,387.5,-0.0042837,-0.0014916,387.5,-0.0019506,-0.0008928,387.5,-0.0011193,0.0019116,387.5,5.581708,2.5466404,387.5,0.262861,-16.0987816
,393.75,-0.0016824,0.02151,393.75,-0.0016637,0.0012581,393.75,0.0005178,0.0006424,393.75,-0.0038813,-0.0023454,393.75,0.4581831,-0.4357983,393.75,3.8558137,3.6680908
,400,-0.0130715,-0.0179191,400,-0.0000386,-0.0009425,400,-0.0012896,0.0001059,400,0.0031879,-0.0000201,400,-0.7676055,-4.4491539,400,10.085062,-5.3098316
,406.25,0.006161,0.0288234,406.25,0.0032409,0.0022155,406.25,0.0011008,0.0004988,406.25,-0.0006199,0.0014042,406.25,3.6852627,7.6496854,406.25,-16.5085201,6.8046045
,412.5,0.0595093,-0.0219162,412.5,-0.0008057,-0.0016609,412.5,0.0023164,-0.0007725,412.5,-0.0015668,0.0003232,412.5,-3.4072847,-8.0098124,412.5,1.8542217,1.8041613
,418.75,-0.094202,-0.0339116,418.75,-0.0008271,-0.0030999,418.75,-0.0030693,-0.0037304,418.75,0.003655,-0.0015146,418.75,-2.0632303,7.9863296,418.75,6.3880939,-3.2609723
,425,0.0707779,0.0718022,425,0.0024237,0.0036556,425,-0.0000066,0.006748,425,-0.0008548,-0.0006998,425,4.7098689,-6.6391749,425,-1.7590035,-7.0811272
,431.25,-0.0285573,-0.0131755,431.25,-0.0022832,0.0001622,431.25,0.0010715,-0.0029012,431.25,-0.0015449,0.0016015,431.25,-2.4734395,8.1038446,431.25,0.019396,16.4818954
,437.5,-0.010328,-0.0425796,437.5,-0.0014099,-0.00158,437.5,0.0017582,-0.001832,437.5,-0.0012519,0.0010997,437.5,-3.0417275,-6.39888,437.5,-6.5784278,-13.6068039
,443.75,0.023669,-0.0006741,443.75,0.0057399,-0.0001626,443.75,-0.0004533,0.0021375,443.75,0.0020885,-0.002306,443.75,-0.6703052,-2.6983695,443.75,8.3937607,5.8815703
,450,-0.0037767,0.0245473,450,-0.0107566,-0.0004333,450,-0.0057712,-0.0008273,450,0.0001899,0.0004386,450,8.0596609,5.3081117,450,-7.0487199,-2.3229232
,456.25,-0.0321583,-0.0481675,456.25,0.0100081,0.0019763,456.25,0.0063802,0.0014737,456.25,-0.0011785,0.0004647,456.25,-3.6221659,-0.8623027,456.25,9.4159174,2.6627595
,462.5,0.0317526,0.0660501,462.5,-0.000027,-0.0006343,462.5,0.0007562,-0.0021076,462.5,0.0010127,0.0009338,462.5,-4.3834066,-1.8056294,462.5,-7.7816968,-2.484864
,468.75,-0.0470319,0.0250476,468.75,-0.0052448,-0.0012302,468.75,-0.0047835,-0.0012922,468.75,-0.0006672,-0.0003249,468.75,7.5756898,2.3552277,468.75,-1.7087969,2.5477524
,475,0.0959156,-0.0797829,475,-0.0019016,0.0022436,475,0.0004019,0.004688,475,-0.000629,-0.0015035,475,-6.9195061,-1.4185895,475,5.4582515,-9.3566761
,481.25,-0.123545,0.0743603,481.25,0.0079706,-0.0040973,481.25,0.0033061,-0.0054189,481.25,0.0022595,0.0009389,481.25,5.6344547,3.3931286,481.25,2.9058537,12.9268389
,487.5,0.0982054,-0.0971419,487.5,-0.0011319,0.0031179,487.5,0.0013797,0.0031088,487.5,-0.0019016,0.0011592,487.5,-3.749305,-1.601727,487.5,-11.8904753,-4.3424277
,493.75,-0.0461156,0.1089503,493.75,-0.0072389,0.0066222,493.75,-0.0076667,0.0069753,493.75,-0.000061,-0.003904,493.75,4.8614964,-9.9929543,493.75,15.4806948,-0.4372309
,500,0.0141306,-0.048053,500,0.0050947,-0.0117278,500,0.0058989,-0.0109413,500,0.002193,0.0031919,500,-12.0923738,10.8328247,500,-12.4818401,2.120352
,506.25,-0.0222632,-0.0931133,506.25,-0.0023657,0.0025341,506.25,-0.0036454,-0.0002081,506.25,-0.0006924,0.0019101,506.25,9.3472624,-5.9469228,506.25,3.9532053,-9.5974741
,512.5,0.0674111,0.1453264,512.5,0.0043415,0.0051536,512.5,0.0066905,0.0061629,512.5,-0.0043606,-0.0032,512.5,4.5449677,9.3910303,512.5,3.000407,11.7069988
,518.75,-0.0741489,-0.0449912,518.75,-0.0054428,-0.0009755,518.75,-0.0100181,0.0025367,518.75,0.007952,-0.0020659,518.75,-4.5930204,-7.1668921,518.75,-2.0641987,-10.571456
,525,0.0303345,-0.0384187,525,0.0067432,-0.003418,525,0.0130128,-0.0113162,525,-0.0086142,0.0089746,525,-8.1578035,2.0745177,525,-2.4425242,13.1204042
,531.25,0.0054217,0.0230295,531.25,-0.0043815,0.0042269,531.25,-0.0099604,0.0129158,531.25,0.0061116,-0.0106553,531.25,11.4705725,-6.7567601,531.25,6.9924445,-10.0692301
,537.5,-0.0227414,0.0170154,537.5,-0.0021493,-0.0065463,537.5,0.0011521,-0.0123326,537.5,-0.0015948,0.0069475,537.5,-8.2617035,9.4123077,537.5,-5.2974062,-0.7027317
,543.75,0.0336177,-0.0538772,543.75,0.0028013,0.0020028,543.75,0.0011287,0.0071832,543.75,-0.0006015,-0.0030998,543.75,4.6265078,-1.2823083,543.75,-2.0763726,2.6610732
,550,-0.0059294,0.1113842,550,0.002784,0.0056012,550,0.0048177,0.000348,550,-0.0034103,0.0016542,550,-0.9552015,-6.2972884,550,1.6621437,4.4124413
,556.25,-0.0605636,-0.1269101,556.25,-0.0063873,-0.0002298,556.25,-0.0075506,0.0012909,556.25,0.006534,-0.006155,556.25,-1.2064327,11.7384205,556.25,-0.939297,-4.401927
,562.5,0.1070954,0.0309483,562.5,0.0045723,-0.0080983,562.5,0.0045322,-0.0044832,562.5,-0.0053768,0.0078249,562.5,5.3136182,-17.0215836,562.5,-2.1713886,1.7038059
,568.75,-0.0870296,0.0223218,568.75,-0.0013891,0.0016115,568.75,-0.0004131,-0.0003762,568.75,0.0021595,0.000806,568.75,-4.1106482,18.0545216,568.75,8.8051815,-2.470206
,575,0.0030323,0.0132411,575,0.001671,0.003884,575,-0.0017671,0.0019818,575,0.0016588,-0.0057801,575,2.3354399,-13.6467791,575,-2.5437307,-0.1549842
,581.25,0.0525063,0.0140404,581.25,-0.002473,0.0022414,581.25,0.0002868,0.0007483,581.25,-0.0006064,0.0007011,581.25,-0.1965228,8.7133245,581.25,-8.4187536,4.7698364
,587.5,-0.0032009,-0.0495894,587.5,0.0040109,-0.0009387,587.5,0.0004605,0.0023998,587.5,-0.0005,0.0024503,587.5,-7.8814116,-6.2608852,587.5,9.4426928,-7.2689204
,593.75,-0.0813122,0.067484,593.75,-0.0070117,-0.0042151,593.75,-0.0013765,-0.0052942,593.75,-0.0018146,0.0006843,593.75,7.7001052,6.1415248,593.75,-6.4580731,3.4968178
,600,0.0998352,-0.0725818,600,0.0027981,-0.0001236,600,0.002448,-0.0000718,600,0.0021311,-0.0017343,600,-1.549498,-8.6586504,600,6.8833036,4.1071219
,606.25,-0.0158892,-0.0072864,606.25,0.0025705,0.0026219,606.25,-0.0005885,0.0029425,606.25,-0.0007022,0.0001751,606.25,0.7875378,8.5394526,606.25,-1.1839805,-3.269177
,612.5,-0.0071647,0.2171657,612.5,-0.0006157,0.0010925,612.5,-0.000084,0.0000446,612.5,0.0014344,0.0012242,612.5,-0.503265,-6.3261261,612.5,-4.925426,-5.1343913
,618.75,-0.1274026,-0.342051,618.75,0.0014861,-0.001693,618.75,-0.0002123,-0.000934,618.75,-0.0026213,-0.001747,618.75,-2.9722254,5.3551626,618.75,2.7541292,6.7079411
,625,0.144582,0.2365682,625,-0.0025002,0.0010927,625,0.0036094,-0.0004291,625,-0.0037718,0.0012351,625,0.4902673,-4.3721948,625,-0.1324194,-1.0887352
,631.25,-0.0238929,-0.0982569,631.25,-0.0016628,-0.0017085,631.25,-0.0077453,0.0019624,631.25,0.0106766,-0.0013512,631.25,4.7976756,3.8458152,631.25,4.6031928,0.6871569
,637.5,0.0025017,-0.0118104,637.5,0.0056477,-0.0004839,637.5,0.0053401,-0.0026241,637.5,-0.0062775,0.0029376,637.5,-1.8919291,-7.0494075,637.5,-11.4912415,-0.6599252
,643.75,-0.0706517,0.0530821,643.75,-0.0067129,0.0007679,643.75,-0.0039508,0.0023298,643.75,0.0039085,-0.0048178,643.75,-3.7030199,4.8727174,643.75,10.5705347,0.1756216
,650,0.0976938,-0.0483086,650,0.0048766,0.003481,650,0.0033524,-0.0024719,650,-0.0055159,0.0074634,650,3.3675363,5.454051,650,-4.1496725,-3.1946204
,656.25,-0.0808053,0.0383871,656.25,-0.0057393,-0.0074977,656.25,0.0007777,0.0016379,656.25,0.0014414,-0.0118526,656.25,-1.0096961,-2.1900976,656.25,-9.0655985,-0.1448104
,662.5,0.0718641,-0.0037706,662.5,0.0148795,0.0055536,662.5,0.0000786,-0.0009295,662.5,0.0055558,0.0154098,662.5,-1.9297556,-7.613112,662.5,13.8573351,5.653367
,668.75,-0.0948688,0.0236212,668.75,-0.0172409,0.0251215,668.75,0.0013782,0.0077858,668.75,-0.027546,0.000752,668.75,5.4447336,0.2815129,668.75,-5.4448524,1.2947587
,675,0.117193,-0.0514716,675,-0.0310123,-0.034561,675,-0.0115894,-0.0033699,675,0.0084379,-0.0455085,675,-2.708117,2.3141201,675,-1.0217214,-10.3030272
,681.25,0.0138628,-0.0214674,681.25,0.0408412,-0.0946088,681.25,-0.0056655,-0.0225621,681.25,0.0927032,-0.0223235,681.25,4.5712523,13.2943335,681.25,3.3205574,4.3516741
,687.5,-0.1845363,0.0894053,687.5,-0.0358159,0.209095,687.5,0.0225485,0.0417818,687.5,-0.1761692,0.1072008,687.5,-6.6417904,-19.5562897,687.5,-0.9216121,0.2714269
,693.75,0.1211659,-0.0384533,693.75,0.0925321,-0.1221414,693.75,0.002272,-0.0347664,693.75,0.1451544,-0.0162505,693.75,-1.7300795,10.750061,693.75,-2.2656493,7.360137
,700,-0.0038557,0.0060681,700,-0.0671724,0.0241445,700,-0.0103743,0.0139279,700,-0.0565719,-0.0327781,700,4.0761142,-4.2423663,700,1.1809325,-7.5151801
,706.25,0.0375536,-0.0142654,706.25,0.0119878,-0.0238175,706.25,-0.00257,-0.0047649,706.25,0.0227773,-0.0046626,706.25,-0.3209701,-1.7816399,706.25,1.5591744,3.1827891
,712.5,-0.0625136,0.00603,712.5,-0.0030825,0.0218992,712.5,0.0027424,0.0031015,712.5,-0.014888,0.0098471,712.5,0.2733683,9.0736609,712.5,-4.1689959,-5.7111049
,718.75,-0.0089395,-0.0530331,718.75,-0.0056473,-0.0154209,718.75,-0.0006934,0.0015452,718.75,0.0033047,-0.0131598,718.75,-1.034574,-5.5008087,718.75,6.2064781,4.2812953
,725,0.1711054,0.0689789,725,0.0120433,0.0194409,725,-0.0005686,-0.0064473,725,-0.0001115,0.0217552,725,0.8157122,2.4920857,725,-2.2805064,0.1077657
,731.25,-0.2494544,-0.039012,731.25,-0.0201988,-0.0105684,731.25,0.001731,0.0069304,731.25,-0.0100583,-0.0212114,731.25,0.6067042,-8.300169,731.25,2.7852974,-0.4816374
,737.5,0.1279966,-0.0208985,737.5,0.0150422,-0.0017691,737.5,-0.0006266,-0.0028212,737.5,0.01172,0.0084383,737.5,-2.8323035,6.9309707,737.5,-6.7170868,-1.4976931
,743.75,-0.0675847,0.107721,743.75,-0.0110593,0.0083102,743.75,-0.0028713,0.0015756,743.75,-0.0103687,0.0001284,743.75,3.6043177,2.0206716,743.75,1.3297114,-1.7935134
,750,0.0607627,-0.0994713,750,0.0280801,-0.0082514,750,0.0078628,-0.0010651,750,0.0176702,0.0071609,750,-5.3950071,-7.327373,750,-2.2137935,8.0654249
,756.25,-0.0025211,0.0573754,756.25,-0.0304475,-0.0005455,756.25,-0.0072525,-0.0003317,756.25,-0.0144763,-0.0131315,756.25,4.1380663,6.9569726,756.25,9.1052828,-8.6522522
,762.5,0.0055074,-0.0261079,762.5,0.0095591,0.0020813,762.5,0.0014985,-0.0007415,762.5,0.0042156,0.0053893,762.5,0.4106717,-4.1926036,762.5,-8.774353,6.1474648
,768.75,-0.0202673,-0.0145387,768.75,0.0002412,0.0010072,768.75,0.0011666,0.0011827,768.75,-0.0033664,-0.0013173,768.75,-0.6729627,2.6697216,768.75,5.5901537,-4.7725949
,775,0.02551,-0.022025,775,-0.0012575,-0.0021327,775,-0.0017392,-0.0007327,775,0.0057997,0.0002257,775,1.9295776,-3.5316076,775,-1.8585347,3.3077245
,781.25,-0.0568395,0.0705025,781.25,0.0046578,-0.0044775,781.25,0.0019685,-0.0013675,781.25,0.0013723,0.0017371,781.25,-1.9128097,-0.2828991,781.25,1.4742254,2.5242229
,787.5,0.0407745,-0.0520622,787.5,-0.0017321,0.0116579,787.5,0.0001349,0.003917,787.5,-0.007727,0.0005632,787.5,-1.1902913,6.6945686,787.5,-1.0778476,-2.6755652
,793.75,-0.0131994,0.0756965,793.75,-0.0018812,-0.0070275,793.75,-0.0004909,-0.0017193,793.75,0.0041409,-0.0049127,793.75,-1.6943899,-3.3253825,793.75,-7.7494931,-4.0062027
,800,0.0380162,-0.0849883,800,-0.0009933,0.000449,800,-0.0014973,-0.0019071,800,0.000076,0.0052781,800,2.6219847,-3.0630617,800,13.2000017,2.5996807
,806.25,-0.038456,0.0435054,806.25,0.0020047,0.0031667,806.25,0.0015656,0.0026336,806.25,-0.0012632,0.0011143,806.25,2.188915,2.4695938,806.25,-7.9748673,1.7872671
